Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Юргинская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633									
		0.32%	0.39%	0.00%	0.44%	0.68%	0.43%	0.30%	0.00%	0.00%	0.35%	0.33%	0.00%	0.00%	0.00%	0.00%	1.06%	0.81%	0.00%	0.16%	0.55%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.39%	0.00%	0.00%	0.40%	0.25%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	54	1	1	2	0	1	0	2	2	1	1	0	1	0	2	1	13	2	1	0	1	1	6	1	0	0	0	0	1	0	1	3	2	2	1	1	0	2	1									
		0.39%	0.39%	0.77%	0.29%	0.00%	0.21%	0.00%	0.33%	1.67%	0.12%	0.33%	0.00%	0.34%	0.00%	3.13%	0.12%	1.17%	1.05%	0.16%	0.00%	0.11%	0.26%	2.11%	0.11%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.85%	0.88%	0.88%	0.86%	0.39%	0.53%	0.00%	0.26%	0.25%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	56	1	0	3	2	1	0	2	0	1	0	0	0	0	0	1	11	2	1	1	0	1	6	2	6	7	0	0	0	0	0	0	0	1	1	0	1	3	2									
		0.41%	0.39%	0.00%	0.44%	0.68%	0.21%	0.00%	0.33%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.99%	1.05%	0.16%	0.27%	0.00%	0.26%	2.11%	0.22%	3.66%	6.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.39%	0.00%	0.29%	0.40%	0.51%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11173	201	95	535	249	343	267	528	85	737	239	36	235	40	52	700	904	131	505	297	740	321	195	762	133	75	134	30	245	37	96	281	183	159	214	135	295	632	327									
		80.89%	78.82%	73.08%	78.33%	85.27%	73.61%	79.94%	86.99%	70.83%	85.01%	79.93%	70.59%	81.03%	81.63%	81.25%	82.35%	81.44%	68.95%	83.06%	81.59%	83.05%	84.25%	68.42%	84.76%	81.10%	73.53%	83.75%	47.62%	76.80%	60.66%	82.05%	82.89%	80.62%	68.53%	82.95%	71.05%	86.51%	83.27%	82.78%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	0	0	3	0	2	0	2	0	2	0	0	0	0	0	5	2	1	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0									
		0.17%	0.00%	0.00%	0.44%	0.00%	0.43%	0.00%	0.33%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.18%	0.53%	0.00%	0.00%	0.00%	0.00%	0.70%	0.11%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	3	0	1	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.07%	0.00%	0.00%	0.44%	0.00%	0.21%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	812	8	15	121	19	35	24	18	13	46	16	5	18	4	3	42	63	16	34	19	41	17	47	7	24	3	4	5	25	8	3	10	9	21	22	6	11	6	24									
		5.88%	3.14%	11.54%	17.72%	6.51%	7.51%	7.19%	2.97%	10.83%	5.31%	5.35%	9.80%	6.21%	8.16%	4.69%	4.94%	5.68%	8.42%	5.59%	5.22%	4.60%	4.46%	16.49%	0.78%	14.63%	2.94%	2.50%	7.94%	7.84%	13.11%	2.56%	2.95%	3.96%	9.05%	8.53%	3.16%	3.23%	0.79%	6.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2	3	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.10%	0.00%	0.00%	0.15%	0.00%	0.43%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.27%	0.00%	0.16%	0.00%	0.00%	0.26%	0.35%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	1	0	2	0	3	1	0	1	1	0	0	0	0	0	2	3	0	2	0	2	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0									
		0.17%	0.39%	0.00%	0.29%	0.00%	0.64%	0.30%	0.00%	0.83%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.27%	0.00%	0.33%	0.00%	0.22%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.88%	0.43%	0.00%	0.00%	0.00%	0.13%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	1	0	1	1	2	0	1	0	1	1	1	0	0	0	1	4	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	2	0									
		0.17%	0.39%	0.00%	0.15%	0.34%	0.43%	0.00%	0.16%	0.00%	0.12%	0.33%	1.96%	0.00%	0.00%	0.00%	0.12%	0.36%	0.00%	0.16%	0.00%	0.11%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.44%	0.43%	0.00%	0.53%	0.00%	0.26%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	953	35	14	2	10	42	16	35	10	39	24	7	20	4	5	49	54	29	24	28	62	26	22	73	1	13	14	19	25	11	13	33	25	27	10	25	24	60	23									
		6.90%	13.73%	10.77%	0.29%	3.42%	9.01%	4.79%	5.77%	8.33%	4.50%	8.03%	13.73%	6.90%	8.16%	7.81%	5.76%	4.86%	15.26%	3.95%	7.69%	6.96%	6.82%	7.72%	8.12%	0.61%	12.75%	8.75%	30.16%	7.84%	18.03%	11.11%	9.73%	11.01%	11.64%	3.88%	13.16%	7.04%	7.91%	5.82%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	1	0	1	1	1	1	0	0	1	2	0	1	0	0	2	0	0	4	0	2	1	0	4	0	1	0	0	1	0	0	0	0	0	3	0	0	1	0									
		0.20%	0.39%	0.00%	0.15%	0.34%	0.21%	0.30%	0.00%	0.00%	0.12%	0.67%	0.00%	0.34%	0.00%	0.00%	0.24%	0.00%	0.00%	0.66%	0.00%	0.22%	0.26%	0.00%	0.44%	0.00%	0.98%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.13%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	523	5	5	3	3	24	19	18	9	32	15	2	12	1	2	32	18	8	34	17	39	12	2	47	0	3	6	8	22	4	2	10	1	19	6	15	8	44	16									
		3.79%	1.96%	3.85%	0.44%	1.03%	5.15%	5.69%	2.97%	7.50%	3.69%	5.02%	3.92%	4.14%	2.04%	3.13%	3.76%	1.62%	4.21%	5.59%	4.67%	4.38%	3.15%	0.70%	5.23%	0.00%	2.94%	3.75%	12.70%	6.90%	6.56%	1.71%	2.95%	0.44%	8.19%	2.33%	7.89%	2.35%	5.80%	4.05%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
