Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Иссинская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5672	505	60	128	201	95	78	922	880	957	288	158	54	134	102	177	60	265	123	165	91	229									
		76.96%	79.65%	68.18%	51.20%	70.53%	84.07%	76.47%	76.01%	72.31%	79.16%	81.59%	81.87%	85.71%	81.71%	91.89%	84.69%	68.18%	86.60%	71.93%	76.74%	85.85%	81.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	3	0	2	0	0	0	2	1	0	0	0	0	2	0	2	1	0	0	0	1	0									
		0.19%	0.47%	0.00%	0.80%	0.00%	0.00%	0.00%	0.16%	0.08%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.96%	1.14%	0.00%	0.00%	0.00%	0.94%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0									
		0.07%	0.00%	0.00%	0.80%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.58%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	383	10	8	11	32	8	8	27	81	35	34	20	1	11	2	9	3	19	24	19	9	12									
		5.20%	1.58%	9.09%	4.40%	11.23%	7.08%	7.84%	2.23%	6.66%	2.89%	9.63%	10.36%	1.59%	6.71%	1.80%	4.31%	3.41%	6.21%	14.04%	8.84%	8.49%	4.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	1	0	4	3	0	1	0	3	0	0	0	0	1	0	0	3	0	0	0	0	0									
		0.22%	0.16%	0.00%	1.60%	1.05%	0.00%	0.98%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	3.41%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	8	3	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1									
		0.11%	0.47%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.05%	0.00%	1.14%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	12	4	1	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0									
		0.16%	0.63%	1.14%	0.80%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	1.14%	0.00%	0.00%	0.47%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	931	72	8	55	23	5	5	218	230	177	28	15	4	7	5	4	7	11	16	20	4	17									
		12.63%	11.36%	9.09%	22.00%	8.07%	4.42%	4.90%	17.97%	18.90%	14.64%	7.93%	7.77%	6.35%	4.27%	4.50%	1.91%	7.95%	3.59%	9.36%	9.30%	3.77%	6.07%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	5	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.47%	0.00%	0.40%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	94	6	2	9	15	1	0	15	13	10	0	0	0	6	0	4	2	1	3	2	0	5									
		1.28%	0.95%	2.27%	3.60%	5.26%	0.88%	0.00%	1.24%	1.07%	0.83%	0.00%	0.00%	0.00%	3.66%	0.00%	1.91%	2.27%	0.33%	1.75%	0.93%	0.00%	1.79%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
