Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Лангепасская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519									
		0.55%	0.16%	0.36%	0.17%	0.64%	0.16%	0.35%	1.10%	0.52%	0.42%	0.18%	1.54%	0.87%	0.47%	1.17%	0.44%	0.77%	0.60%	0.27%	0.30%	0.53%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	109	6	4	7	5	1	4	4	12	10	3	1	6	6	4	2	8	2	9	4	11									
		0.84%	0.96%	0.72%	1.22%	0.80%	0.16%	0.70%	0.55%	1.56%	1.40%	0.54%	0.17%	0.87%	0.94%	0.67%	0.29%	1.24%	0.30%	1.20%	0.59%	1.46%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	1	1	2	2	0	1	0	1	2	1	0	1	0	1	1	1	1	0	1									
		0.13%	0.00%	0.18%	0.17%	0.32%	0.32%	0.00%	0.14%	0.00%	0.14%	0.36%	0.17%	0.00%	0.16%	0.00%	0.15%	0.15%	0.15%	0.13%	0.00%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	118	1	10	2	5	6	7	6	3	3	6	2	6	9	11	13	6	9	4	5	4									
		0.91%	0.16%	1.81%	0.35%	0.80%	0.97%	1.23%	0.83%	0.39%	0.42%	1.08%	0.34%	0.87%	1.41%	1.84%	1.91%	0.93%	1.35%	0.54%	0.74%	0.53%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1337	79	60	53	49	55	61	52	97	59	54	72	67	64	76	63	54	84	93	70	75									
		10.27%	12.68%	10.85%	9.23%	7.80%	8.86%	10.70%	7.15%	12.58%	8.27%	9.76%	12.29%	9.67%	10.05%	12.71%	9.26%	8.36%	12.63%	12.45%	10.36%	9.96%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	70	1	2	3	4	1	5	4	6	3	3	3	6	1	3	5	2	4	5	3	6									
		0.54%	0.16%	0.36%	0.52%	0.64%	0.16%	0.88%	0.55%	0.78%	0.42%	0.54%	0.51%	0.87%	0.16%	0.50%	0.74%	0.31%	0.60%	0.67%	0.44%	0.80%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	749	20	19	35	47	36	24	51	46	43	44	24	40	51	33	40	35	33	45	36	47									
		5.76%	3.21%	3.44%	6.10%	7.48%	5.80%	4.21%	7.02%	5.97%	6.03%	7.96%	4.10%	5.77%	8.01%	5.52%	5.88%	5.42%	4.96%	6.02%	5.33%	6.24%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
