Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Боковская 																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК  912	УИК  913	УИК  914	УИК  915	УИК  916	УИК  917	УИК  918	УИК  919	УИК  920	УИК  921	УИК  922	УИК  923	УИК  924	УИК  925	УИК  926	УИК  927	УИК  928	УИК  929	УИК  930	УИК  931	УИК  932	УИК  933	УИК  2593	УИК  2594	УИК  2595	УИК  2596					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	498	17	8	6	10	24	77	79	8	10	22	18	12	47	7	6	11	16	7	8	40	22	19	6	6	7	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	52	4	2	0	0	1	5	6	3	0	0	2	0	9	0	0	0	2	0	1	12	0	2	2	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	1	2	1	0	0	3	1	1	0	0	2	2	1	1	0	0	1	0	2	3	2	3	2	0	3	2					
14	Число погашенных открепительных удостоверений	446	13	6	6	10	23	72	73	5	10	22	16	12	38	7	6	11	14	7	7	28	22	17	4	6	7	4					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	123	4	0	3	2	5	15	15	2	8	10	7	3	7	2	2	2	9	1	0	14	2	3	1	1	3	2					
		1.53%	1.18%	0.0%	3.03%	0.98%	1.35%	1.35%	1.44%	1.70%	4.57%	3.01%	2.26%	1.63%	1.03%	1.42%	1.58%	1.13%	3.71%	0.82%	0.0%	1.87%	0.57%	0.97%	0.86%	0.81%	1.81%	2.08%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	58	1	1	0	1	1	5	13	0	1	5	2	0	11	0	0	2	4	0	1	5	0	2	1	1	0	1					
		0.72%	0.29%	0.61%	0.0%	0.49%	0.27%	0.45%	1.25%	0.0%	0.57%	1.50%	0.64%	0.0%	1.62%	0.0%	0.0%	1.13%	1.65%	0.0%	0.52%	0.67%	0.0%	0.64%	0.86%	0.81%	0.0%	1.04%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	172	10	0	1	0	10	32	23	1	4	6	6	2	8	5	5	6	3	6	1	13	11	2	5	3	6	3					
		2.14%	2.96%	0.0%	1.01%	0.0%	2.71%	2.88%	2.21%	0.85%	2.28%	1.80%	1.94%	1.08%	1.17%	3.57%	3.96%	3.40%	1.23%	4.95%	0.52%	1.74%	3.17%	0.64%	4.34%	2.45%	3.63%	3.12%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	58	0	0	0	1	4	18	9	0	0	2	4	3	3	1	0	0	0	0	0	1	4	6	2	0	0	0					
		0.72%	0.0%	0.0%	0.0%	0.49%	1.08%	1.62%	0.86%	0.0%	0.0%	0.60%	1.29%	1.63%	0.44%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	1.15%	1.94%	1.73%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	29	0	1	0	0	2	6	2	0	2	1	1	0	0	0	0	2	3	0	1	3	2	2	1	0	0	0					
		0.36%	0.0%	0.61%	0.0%	0.0%	0.54%	0.54%	0.19%	0.0%	1.14%	0.30%	0.32%	0.0%	0.0%	0.0%	0.0%	1.13%	1.23%	0.0%	0.52%	0.40%	0.57%	0.64%	0.86%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	22	1	0	0	2	0	3	3	0	1	1	1	0	4	0	0	0	0	0	1	3	1	0	0	0	0	1					
		0.27%	0.29%	0.0%	0.0%	0.98%	0.0%	0.27%	0.28%	0.0%	0.57%	0.30%	0.32%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.40%	0.28%	0.0%	0.0%	0.0%	0.0%	1.04%					
24	"7. ""Новый курс - Автомобильная Россия"""	30	2	0	0	2	1	5	3	0	0	2	6	0	0	0	1	0	0	0	1	4	1	2	0	0	0	0					
		0.37%	0.59%	0.0%	0.0%	0.98%	0.27%	0.45%	0.28%	0.0%	0.0%	0.60%	1.94%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	0.0%	0.52%	0.53%	0.28%	0.64%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0					
		0.08%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	1.15%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	1	0	0	0	0	6	3	0	1	0	0	1	5	0	0	0	1	0	1	2	0	0	0	0	0	0					
		0.26%	0.29%	0.0%	0.0%	0.0%	0.0%	0.54%	0.28%	0.0%	0.57%	0.0%	0.0%	0.54%	0.73%	0.0%	0.0%	0.0%	0.41%	0.0%	0.52%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	533	45	5	7	11	48	53	64	7	17	13	34	7	42	7	12	11	19	7	9	43	17	14	4	9	15	13					
		6.65%	13.35%	3.08%	7.07%	5.39%	13.00%	4.77%	6.15%	5.98%	9.71%	3.91%	11.00%	3.80%	6.19%	4.99%	9.52%	6.25%	7.85%	5.78%	4.71%	5.77%	4.89%	4.53%	3.47%	7.37%	9.09%	13.54%					
28	"11. ""Истинные патриоты России"""	11	0	0	1	0	0	0	3	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	1	0					
		0.13%	0.0%	0.0%	1.01%	0.0%	0.0%	0.0%	0.28%	0.0%	0.57%	0.0%	0.0%	0.54%	0.0%	0.0%	0.79%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	0.60%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	57	2	6	0	0	1	3	7	1	4	0	0	0	5	3	0	4	1	0	1	12	3	0	0	0	1	3					
		0.71%	0.59%	3.70%	0.0%	0.0%	0.27%	0.27%	0.67%	0.85%	2.28%	0.0%	0.0%	0.0%	0.73%	2.14%	0.0%	2.27%	0.41%	0.0%	0.52%	1.61%	0.86%	0.0%	0.0%	0.0%	0.60%	3.12%					
30	"13. ""Демократическая партия России"""	24	3	2	0	4	1	4	1	0	0	0	0	3	0	0	0	1	1	0	0	2	1	0	0	1	0	0					
		0.29%	0.89%	1.23%	0.0%	1.96%	0.27%	0.36%	0.09%	0.0%	0.0%	0.0%	0.0%	1.63%	0.0%	0.0%	0.0%	0.56%	0.41%	0.0%	0.0%	0.26%	0.28%	0.0%	0.0%	0.81%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	2	1	1	0	0	0	1	0	3	1	1	3	3	0	0	0	0	1	0	1	2	0	0	0	0	0					
		0.24%	0.59%	0.61%	1.01%	0.0%	0.0%	0.0%	0.09%	0.0%	1.71%	0.30%	0.32%	1.63%	0.44%	0.0%	0.0%	0.0%	0.0%	0.82%	0.0%	0.13%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	10	0	0	0	2	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1					
		0.12%	0.0%	0.0%	0.0%	0.98%	0.0%	0.09%	0.09%	0.0%	0.0%	0.30%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.82%	0.52%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	1.04%					
33	"16. ""Родина"" (народно-патриотический союз)"""	383	8	1	4	9	12	61	91	2	11	11	10	10	60	3	6	8	6	6	6	43	5	5	0	3	2	0					
		4.78%	2.37%	0.61%	4.04%	4.41%	3.25%	5.49%	8.75%	1.70%	6.28%	3.31%	3.23%	5.43%	8.84%	2.14%	4.76%	4.54%	2.47%	4.95%	3.14%	5.77%	1.44%	1.61%	0.0%	2.45%	1.21%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	33	2	0	0	2	1	6	3	0	2	0	1	1	2	1	0	0	1	2	1	4	1	2	1	0	0	0					
		0.41%	0.59%	0.0%	0.0%	0.98%	0.27%	0.54%	0.28%	0.0%	1.14%	0.0%	0.32%	0.54%	0.29%	0.71%	0.0%	0.0%	0.41%	1.65%	0.52%	0.53%	0.28%	0.64%	0.86%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	971	67	27	26	25	58	117	120	13	13	35	23	24	76	29	22	40	34	13	21	73	25	32	18	21	9	10					
		12.11%	19.88%	16.66%	26.26%	12.25%	15.71%	10.53%	11.53%	11.11%	7.42%	10.54%	7.44%	13.04%	11.20%	20.71%	17.46%	22.72%	14.04%	10.74%	10.99%	9.79%	7.20%	10.35%	15.65%	17.21%	5.45%	10.41%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	161	2	1	1	4	7	26	33	1	1	2	4	5	15	2	3	2	5	3	2	18	12	8	3	0	1	0					
		2.00%	0.59%	0.61%	1.01%	1.96%	1.89%	2.34%	3.17%	0.85%	0.57%	0.60%	1.29%	2.71%	2.21%	1.42%	2.38%	1.13%	2.06%	2.47%	1.04%	2.41%	3.45%	2.58%	2.60%	0.0%	0.60%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	3984	147	106	55	119	190	472	474	82	83	194	158	87	304	56	56	79	110	67	121	371	205	152	64	62	111	59					
		49.72%	43.62%	65.43%	55.55%	58.33%	51.49%	42.48%	45.57%	70.08%	47.42%	58.43%	51.13%	47.28%	44.83%	39.99%	44.44%	44.88%	45.45%	55.37%	63.35%	49.79%	59.07%	49.19%	55.65%	50.81%	67.27%	61.45%					
38	"21. ""Российская Конституционно-демократическая партия"""	27	0	2	0	0	6	1	6	0	1	1	0	0	2	0	0	1	1	0	1	2	1	0	0	0	2	0					
		0.33%	0.0%	1.23%	0.0%	0.0%	1.62%	0.09%	0.57%	0.0%	0.57%	0.30%	0.0%	0.0%	0.29%	0.0%	0.0%	0.56%	0.41%	0.0%	0.52%	0.26%	0.28%	0.0%	0.0%	0.0%	1.21%	0.0%					
39	"22. ""Развитие предпринимательства"""	12	2	0	0	0	0	0	5	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0					
		0.14%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.57%	0.0%	0.32%	0.0%	0.14%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	938	26	8	0	17	16	179	122	7	20	36	41	26	118	28	15	15	27	12	17	66	44	63	7	19	9	0					
		11.70%	7.71%	4.93%	0.0%	8.33%	4.33%	16.11%	11.73%	5.98%	11.42%	10.84%	13.26%	14.13%	17.40%	19.99%	11.90%	8.52%	11.15%	9.91%	8.90%	8.85%	12.68%	20.38%	6.08%	15.57%	5.45%	0.0%					
																																	
41	Против всех	180	7	1	0	3	5	43	36	1	1	6	7	6	10	3	3	2	6	2	1	19	4	7	2	0	5	0					
		2.24%	2.07%	0.61%	0.0%	1.47%	1.35%	3.87%	3.46%	0.85%	0.57%	1.80%	2.26%	3.26%	1.47%	2.14%	2.38%	1.13%	2.47%	1.65%	0.52%	2.55%	1.15%	2.26%	1.73%	0.0%	3.03%	0.0%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
