Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Березовская городская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	1656	59	33	52	25	14	40	120	99	12	71	43	92	103	65	106	142	92	119	77	70	71	64	22	11	3	19	19	7	0	6					
		5.46%	5.33%	3.65%	5.67%	3.63%	4.14%	4.90%	5.37%	6.15%	3.04%	4.25%	5.51%	5.87%	5.99%	6.18%	6.41%	8.00%	7.24%	6.61%	4.71%	5.37%	5.40%	5.12%	4.52%	5.21%	1.42%	3.21%	3.18%	3.23%	0.00%	4.96%					
19	. Малышкин Олег Александрович	1664	63	49	69	57	18	47	108	91	24	89	37	88	98	53	95	69	48	89	104	51	66	72	62	25	9	26	42	8	1	6					
		5.49%	5.69%	5.43%	7.52%	8.27%	5.33%	5.75%	4.83%	5.65%	6.08%	5.32%	4.74%	5.62%	5.70%	5.04%	5.75%	3.89%	3.78%	4.94%	6.36%	3.91%	5.02%	5.76%	12.73%	11.85%	4.25%	4.39%	7.02%	3.69%	1.45%	4.96%					
20	. Миронов Сергей Михайлович	374	13	10	9	11	4	10	34	23	10	29	10	22	11	10	19	16	16	16	25	13	11	14	10	6	5	9	4	3	0	1					
		1.23%	1.17%	1.11%	0.98%	1.60%	1.18%	1.22%	1.52%	1.43%	2.53%	1.73%	1.28%	1.40%	0.64%	0.95%	1.15%	0.90%	1.26%	0.89%	1.53%	1.00%	0.84%	1.12%	2.05%	2.84%	2.36%	1.52%	0.67%	1.38%	0.00%	0.83%					
21	. Путин Владимир Владимирович	20114	725	605	625	465	231	573	1441	984	274	1130	527	1003	1134	712	1092	1153	834	1200	1068	858	867	889	287	110	159	418	427	169	64	90					
		66.37%	65.49%	67.00%	68.16%	67.49%	68.34%	70.13%	64.50%	61.12%	69.37%	67.58%	67.48%	64.05%	65.93%	67.75%	66.06%	64.96%	65.67%	66.67%	65.32%	65.85%	65.88%	71.18%	58.93%	52.13%	75.00%	70.61%	71.40%	77.88%	92.75%	74.38%					
22	. Хакамада Ирина Муцуовна	934	30	14	3	8	10	24	80	58	6	51	20	69	62	29	45	55	35	89	48	63	40	43	15	8	0	8	13	3	1	4					
		3.08%	2.71%	1.55%	0.33%	1.16%	2.96%	2.94%	3.58%	3.60%	1.52%	3.05%	2.56%	4.41%	3.60%	2.76%	2.72%	3.10%	2.76%	4.94%	2.94%	4.83%	3.04%	3.44%	3.08%	3.79%	0.00%	1.35%	2.17%	1.38%	1.45%	3.31%					
23	. Харитонов Николай Михайлович	3224	144	130	86	75	33	74	239	195	41	165	87	147	163	104	168	215	143	182	172	145	138	76	68	39	22	79	72	13	2	7					
		10.64%	13.01%	14.40%	9.38%	10.89%	9.76%	9.06%	10.70%	12.11%	10.38%	9.87%	11.14%	9.39%	9.48%	9.90%	10.16%	12.11%	11.26%	10.11%	10.52%	11.13%	10.49%	6.08%	13.96%	18.48%	10.38%	13.34%	12.04%	5.99%	2.90%	5.79%					
																																					
24	Против всех	1935	53	56	34	40	23	37	174	107	27	117	52	127	136	67	117	103	85	94	120	90	107	71	21	6	12	24	17	10	1	7					
		6.38%	4.79%	6.20%	3.71%	5.81%	6.80%	4.53%	7.79%	6.65%	6.84%	7.00%	6.66%	8.11%	7.91%	6.37%	7.08%	5.80%	6.69%	5.22%	7.34%	6.91%	8.13%	5.68%	4.31%	2.84%	5.66%	4.05%	2.84%	4.61%	1.45%	5.79%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
