Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Оричевская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	2	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2610	66	33	64	115	85	114	64	115	11	31	56	18	35	20	163	39	42	22	184	20	106	146	83	37	59	168	148	132	78	81	59	68	148					
		18.18%	14.90%	18.03%	20.19%	26.68%	17.56%	17.27%	21.62%	26.50%	8.80%	11.57%	19.38%	15.93%	15.02%	8.03%	23.73%	23.93%	22.46%	9.82%	21.17%	10.20%	20.70%	19.29%	8.29%	15.68%	20.56%	17.68%	18.97%	20.40%	18.35%	21.26%	18.97%	16.63%	18.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2678	82	36	47	64	101	94	81	58	27	34	47	23	41	55	117	20	42	68	163	40	108	127	247	54	63	164	128	131	88	67	60	65	136					
		18.65%	18.51%	19.67%	14.83%	14.85%	20.87%	14.24%	27.36%	13.36%	21.60%	12.69%	16.26%	20.35%	17.60%	22.09%	17.03%	12.27%	22.46%	30.36%	18.76%	20.41%	21.09%	16.78%	24.68%	22.88%	21.95%	17.26%	16.41%	20.25%	20.71%	17.59%	19.29%	15.89%	16.79%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	174	10	5	5	8	5	6	2	4	1	1	3	1	4	3	12	1	0	2	11	1	3	16	11	5	3	7	12	4	7	3	4	6	8					
		1.21%	2.26%	2.73%	1.58%	1.86%	1.03%	0.91%	0.68%	0.92%	0.80%	0.37%	1.04%	0.88%	1.72%	1.20%	1.75%	0.61%	0.00%	0.89%	1.27%	0.51%	0.59%	2.11%	1.10%	2.12%	1.05%	0.74%	1.54%	0.62%	1.65%	0.79%	1.29%	1.47%	0.99%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2642	62	42	39	68	73	105	55	51	25	32	36	8	35	29	99	27	29	24	194	26	68	129	95	39	51	271	228	143	89	74	72	107	217					
		18.40%	13.99%	22.95%	12.30%	15.78%	15.08%	15.91%	18.58%	11.75%	20.00%	11.94%	12.46%	7.08%	15.02%	11.65%	14.41%	16.56%	15.51%	10.71%	22.32%	13.27%	13.28%	17.04%	9.49%	16.53%	17.77%	28.53%	29.23%	22.10%	20.94%	19.42%	23.15%	26.16%	26.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	283	11	5	3	1	7	11	5	14	1	1	6	1	4	5	13	2	2	0	37	2	6	14	16	5	8	22	17	15	6	11	6	9	17					
		1.97%	2.48%	2.73%	0.95%	0.23%	1.45%	1.67%	1.69%	3.23%	0.80%	0.37%	2.08%	0.88%	1.72%	2.01%	1.89%	1.23%	1.07%	0.00%	4.26%	1.02%	1.17%	1.85%	1.60%	2.12%	2.79%	2.32%	2.18%	2.32%	1.41%	2.89%	1.93%	2.20%	2.10%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5669	206	59	151	164	207	311	88	172	57	168	137	62	112	135	269	69	69	100	253	105	213	311	528	91	101	297	231	214	150	134	101	142	262					
		39.49%	46.50%	32.24%	47.63%	38.05%	42.77%	47.12%	29.73%	39.63%	45.60%	62.69%	47.40%	54.87%	48.07%	54.22%	39.16%	42.33%	36.90%	44.64%	29.11%	53.57%	41.60%	41.08%	52.75%	38.56%	35.19%	31.26%	29.62%	33.08%	35.29%	35.17%	32.48%	34.72%	32.35%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	61	2	0	1	2	0	2	1	2	1	1	1	0	0	0	6	1	1	1	5	1	2	3	7	0	0	3	2	2	1	2	0	4	7					
		0.42%	0.45%	0.00%	0.32%	0.46%	0.00%	0.30%	0.34%	0.46%	0.80%	0.37%	0.35%	0.00%	0.00%	0.00%	0.87%	0.61%	0.53%	0.45%	0.58%	0.51%	0.39%	0.40%	0.70%	0.00%	0.00%	0.32%	0.26%	0.31%	0.24%	0.52%	0.00%	0.98%	0.86%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
