Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Саргатская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	260	10	10	10	10	5	5	10	10	10	5	10	5	10	5	5	10	10	10	5	10	5	5	5	5	5	5	10	5	5	10	5	5	5	10	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	41	2	1	5	6	0	0	6	3	4	0	0	0	3	2	1	0	1	0	0	0	0	0	1	0	0	0	3	0	0	3	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	52	2	6	0	5	0	0	3	1	0	5	0	1	5	1	2	0	5	6	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	3	0									
14	Число погашенных неиспользованных открепительных удостоверений	219	8	9	5	4	5	5	4	7	6	5	10	5	7	3	4	10	9	10	5	10	5	5	4	5	5	5	7	5	5	7	5	5	5	10	5	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	50	1	0	6	4	1	1	4	6	5	1	2	0	0	0	0	0	0	2	1	0	0	0	5	1	0	0	1	0	0	0	0	2	0	3	3	1									
		0.76%	0.28%	0.00%	1.33%	0.80%	1.49%	1.92%	0.99%	1.10%	1.84%	1.10%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	1.69%	0.00%	0.00%	0.00%	2.44%	1.89%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	4.26%	0.00%	1.44%	6.98%	2.44%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	357	19	22	26	35	4	0	20	26	19	3	15	3	10	10	2	9	34	20	8	10	3	2	16	5	0	0	9	7	0	3	3	0	2	9	2	1									
		5.45%	5.28%	5.39%	5.76%	6.97%	5.97%	0.00%	4.95%	4.76%	6.99%	3.30%	7.94%	3.41%	3.46%	9.26%	3.08%	6.72%	7.64%	6.31%	13.56%	4.13%	15.00%	4.76%	7.80%	9.43%	0.00%	0.00%	3.04%	7.69%	0.00%	1.31%	6.00%	0.00%	5.88%	4.33%	4.65%	2.44%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	84	4	5	8	10	3	0	8	9	3	2	2	0	3	4	0	5	3	2	0	1	0	0	0	1	0	0	1	1	0	3	0	1	0	4	0	1									
		1.28%	1.11%	1.23%	1.77%	1.99%	4.48%	0.00%	1.98%	1.65%	1.10%	2.20%	1.06%	0.00%	1.04%	3.70%	0.00%	3.73%	0.67%	0.63%	0.00%	0.41%	0.00%	0.00%	0.00%	1.89%	0.00%	0.00%	0.34%	1.10%	0.00%	1.31%	0.00%	2.13%	0.00%	1.92%	0.00%	2.44%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3047	160	152	180	223	23	36	168	202	141	51	95	46	152	51	49	79	161	145	24	132	9	17	89	33	4	33	176	65	12	128	28	26	19	103	22	13									
		46.48%	44.44%	37.25%	39.91%	44.42%	34.33%	69.23%	41.58%	36.99%	51.84%	56.04%	50.26%	52.27%	52.60%	47.22%	75.38%	58.96%	36.18%	45.74%	40.68%	54.55%	45.00%	40.48%	43.41%	62.26%	19.05%	71.74%	59.46%	71.43%	30.00%	55.90%	56.00%	55.32%	55.88%	49.52%	51.16%	31.71%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	31	2	1	2	2	1	0	3	4	1	0	2	2	0	1	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	2	1	0	1	0	0									
		0.47%	0.56%	0.25%	0.44%	0.40%	1.49%	0.00%	0.74%	0.73%	0.37%	0.00%	1.06%	2.27%	0.00%	0.93%	1.54%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.44%	4.00%	2.13%	0.00%	0.48%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	0	0	0	2	1	0	2	0	2	0	1	1	0	0	0	0	2	0	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0									
		0.26%	0.00%	0.00%	0.00%	0.00%	2.99%	1.92%	0.00%	0.37%	0.00%	2.20%	0.00%	1.14%	0.35%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.83%	0.00%	0.00%	0.98%	1.89%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1059	77	88	91	86	12	5	81	99	36	8	27	22	35	9	6	11	81	47	10	39	1	8	23	4	1	4	41	12	10	33	1	7	1	35	6	2									
		16.16%	21.39%	21.57%	20.18%	17.13%	17.91%	9.62%	20.05%	18.13%	13.24%	8.79%	14.29%	25.00%	12.11%	8.33%	9.23%	8.21%	18.20%	14.83%	16.95%	16.12%	5.00%	19.05%	11.22%	7.55%	4.76%	8.70%	13.85%	13.19%	25.00%	14.41%	2.00%	14.89%	2.94%	16.83%	13.95%	4.88%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	1	0	3	0	0	0	1	0	0	1	0	0									
		0.26%	0.00%	0.25%	0.44%	0.20%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.41%	0.00%	2.38%	0.00%	0.00%	4.76%	0.00%	1.01%	0.00%	0.00%	0.00%	2.00%	0.00%	0.00%	0.48%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	1	4	3	3	0	0	3	6	0	0	1	0	5	1	0	0	3	2	0	0	0	0	1	0	0	3	1	0	0	0	0	0	1	0	0	0									
		0.58%	0.28%	0.98%	0.67%	0.60%	0.00%	0.00%	0.74%	1.10%	0.00%	0.00%	0.53%	0.00%	1.73%	0.93%	0.00%	0.00%	0.67%	0.63%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	6.52%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	2.94%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0									
		0.15%	0.28%	0.00%	0.00%	0.20%	1.49%	0.00%	0.25%	0.18%	0.37%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.94%	0.48%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	3	0	3	5	0	0	4	4	1	1	1	0	1	2	0	0	2	2	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	2	0	0									
		0.56%	0.83%	0.00%	0.67%	0.99%	0.00%	0.00%	0.99%	0.73%	0.37%	1.10%	0.53%	0.00%	0.35%	1.85%	0.00%	0.00%	0.45%	0.63%	0.00%	0.41%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1447	64	106	113	97	19	6	78	159	50	17	35	10	74	22	7	21	126	72	14	46	7	8	59	6	15	5	44	3	16	55	15	8	9	30	9	22									
		22.07%	17.78%	25.98%	25.06%	19.32%	28.36%	11.54%	19.31%	29.12%	18.38%	18.68%	18.52%	11.36%	25.61%	20.37%	10.77%	15.67%	28.31%	22.71%	23.73%	19.01%	35.00%	19.05%	28.78%	11.32%	71.43%	10.87%	14.86%	3.30%	40.00%	24.02%	30.00%	17.02%	26.47%	14.42%	20.93%	53.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	4	3	1	0	0	1	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0									
		0.27%	1.11%	0.74%	0.22%	0.00%	0.00%	1.92%	0.50%	0.37%	0.00%	1.10%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	146	9	8	10	17	0	0	17	13	8	2	3	3	2	5	0	3	8	16	2	2	0	0	1	0	0	0	4	2	1	2	0	0	0	8	0	0									
		2.23%	2.50%	1.96%	2.22%	3.39%	0.00%	0.00%	4.21%	2.38%	2.94%	2.20%	1.59%	3.41%	0.69%	4.63%	0.00%	2.24%	1.80%	5.05%	3.39%	0.83%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	1.35%	2.20%	2.50%	0.87%	0.00%	0.00%	0.00%	3.85%	0.00%	0.00%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
