Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Белохолуницкая																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66									
		2.09%	2.19%	0.69%	1.27%	3.40%	0.56%	0.74%	1.92%	2.34%	3.30%	1.65%	3.45%	1.79%	0.00%	3.36%	2.86%	2.81%	2.80%	1.85%	0.71%	3.34%	2.52%	1.45%	1.76%	1.09%	2.29%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3018	195	126	159	213	67	376	95	207	122	54	88	115	72	59	57	80	36	16	66	120	225	122	132	45	171									
		40.75%	35.58%	43.60%	40.36%	31.46%	37.64%	55.29%	36.40%	32.29%	40.26%	29.67%	43.35%	51.57%	46.15%	49.58%	32.57%	44.94%	33.64%	29.63%	47.14%	33.43%	37.82%	44.20%	58.15%	48.91%	48.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	46	4	3	3	4	4	3	1	3	0	2	1	1	2	1	0	0	6	0	1	2	1	1	3	0	0									
		0.62%	0.73%	1.04%	0.76%	0.59%	2.25%	0.44%	0.38%	0.47%	0.00%	1.10%	0.49%	0.45%	1.28%	0.84%	0.00%	0.00%	5.61%	0.00%	0.71%	0.56%	0.17%	0.36%	1.32%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	2	1	0	2	0	1	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1									
		0.19%	0.36%	0.35%	0.00%	0.30%	0.00%	0.15%	0.77%	0.16%	0.00%	0.00%	0.00%	0.00%	0.64%	0.84%	0.00%	0.00%	0.00%	0.00%	0.71%	0.28%	0.00%	0.00%	0.00%	0.00%	0.29%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2275	205	91	114	272	58	148	86	185	106	88	62	39	45	34	56	42	37	21	51	104	180	98	52	15	86									
		30.71%	37.41%	31.49%	28.93%	40.18%	32.58%	21.76%	32.95%	28.86%	34.98%	48.35%	30.54%	17.49%	28.85%	28.57%	32.00%	23.60%	34.58%	38.89%	36.43%	28.97%	30.25%	35.51%	22.91%	16.30%	24.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	2	0	3	3	0	1	1	2	1	0	0	0	0	1	1	0	1	0	0	0	2	1	0	1	0									
		0.27%	0.36%	0.00%	0.76%	0.44%	0.00%	0.15%	0.38%	0.31%	0.33%	0.00%	0.00%	0.00%	0.00%	0.84%	0.57%	0.00%	0.93%	0.00%	0.00%	0.00%	0.34%	0.36%	0.00%	1.09%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	51	3	1	0	8	1	7	2	8	3	2	2	1	0	0	1	0	0	1	0	0	5	2	3	0	1									
		0.69%	0.55%	0.35%	0.00%	1.18%	0.56%	1.03%	0.77%	1.25%	0.99%	1.10%	0.99%	0.45%	0.00%	0.00%	0.57%	0.00%	0.00%	1.85%	0.00%	0.00%	0.84%	0.72%	1.32%	0.00%	0.29%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	0	2	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0									
		0.14%	0.18%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.90%	0.00%	1.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	64	9	3	2	10	1	3	2	8	4	1	0	2	0	2	1	0	0	1	1	4	6	2	2	0	0									
		0.86%	1.64%	1.04%	0.51%	1.48%	0.56%	0.44%	0.77%	1.25%	1.32%	0.55%	0.00%	0.90%	0.00%	1.68%	0.57%	0.00%	0.00%	1.85%	0.71%	1.11%	1.01%	0.72%	0.88%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	739	44	27	50	58	20	53	28	91	20	12	8	11	18	6	26	8	13	6	11	58	81	22	11	14	43									
		9.98%	8.03%	9.34%	12.69%	8.57%	11.24%	7.79%	10.73%	14.20%	6.60%	6.59%	3.94%	4.93%	11.54%	5.04%	14.86%	4.49%	12.15%	11.11%	7.86%	16.16%	13.61%	7.97%	4.85%	15.22%	12.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	3	1	2	3	0	3	1	1	2	1	0	1	1	0	2	0	0	1	0	0	1	3	0	1	4									
		0.42%	0.55%	0.35%	0.51%	0.44%	0.00%	0.44%	0.38%	0.16%	0.66%	0.55%	0.00%	0.45%	0.64%	0.00%	1.14%	0.00%	0.00%	1.85%	0.00%	0.00%	0.17%	1.09%	0.00%	1.09%	1.14%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	501	45	22	26	35	9	54	22	63	13	6	14	38	9	4	13	31	5	5	1	20	27	6	8	5	20									
		6.76%	8.21%	7.61%	6.60%	5.17%	5.06%	7.94%	8.43%	9.83%	4.29%	3.30%	6.90%	17.04%	5.77%	3.36%	7.43%	17.42%	4.67%	9.26%	0.71%	5.57%	4.54%	2.17%	3.52%	5.43%	5.71%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
