Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Выгоничская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274									
		0.32%	0.30%	0.13%	0.00%	0.00%	0.00%	0.87%	1.06%	0.48%	0.00%	1.08%	0.38%	0.00%	0.00%	0.00%	0.00%	0.93%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	3	0	0	0	1	2	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.11%	0.00%	0.40%	0.00%	0.00%	0.00%	0.12%	0.24%	0.00%	0.33%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	9	2	1	0	0	15	9	1	1	1	4	0	0	1	0	0	2	1	4	2	0	0	0	0	3	0	1	0									
		0.58%	0.90%	0.27%	0.36%	0.00%	0.00%	1.86%	1.06%	0.24%	0.33%	0.27%	0.75%	0.00%	0.00%	1.56%	0.00%	0.00%	0.83%	0.35%	0.73%	0.74%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.41%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1119	142	73	49	80	56	102	97	26	26	35	73	6	23	8	5	11	51	6	42	29	28	12	35	9	39	4	19	33									
		11.40%	14.27%	9.75%	17.69%	22.86%	21.96%	12.62%	11.40%	6.30%	8.47%	9.43%	13.70%	9.09%	20.35%	12.50%	6.67%	10.28%	21.25%	2.08%	7.68%	10.66%	9.18%	5.80%	6.77%	4.43%	11.93%	4.55%	7.79%	13.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	5	1	1	2	0	2	3	1	3	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1	2									
		0.26%	0.50%	0.13%	0.36%	0.57%	0.00%	0.25%	0.35%	0.24%	0.98%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.31%	0.00%	0.41%	0.83%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	172	26	11	4	7	3	20	28	5	1	10	11	0	2	0	2	3	3	1	8	2	6	2	6	3	5	0	1	2									
		1.75%	2.61%	1.47%	1.44%	2.00%	1.18%	2.48%	3.29%	1.21%	0.33%	2.70%	2.06%	0.00%	1.77%	0.00%	2.67%	2.80%	1.25%	0.35%	1.46%	0.74%	1.97%	0.97%	1.16%	1.48%	1.53%	0.00%	0.41%	0.83%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
