Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
"Наименование Избирательной комиссии:    Волгоград, Кировская"																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532									
		2.65%	1.59%	3.88%	2.70%	2.86%	2.25%	4.25%	2.85%	1.90%	3.95%	2.08%	2.83%	4.72%	2.99%	1.22%	2.58%	1.85%	1.88%	2.68%	2.64%	1.55%	2.08%	3.18%	2.27%	4.01%	2.24%	3.16%	3.02%	2.07%	0.82%	2.70%	2.92%	4.53%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3612	120	136	125	120	133	120	132	100	151	134	144	135	120	135	144	128	153	101	135	65	130	109	107	40	133	121	88	76	105	96	11	65									
		15.14%	15.89%	18.84%	15.34%	14.91%	14.99%	16.44%	17.12%	11.15%	17.56%	17.38%	17.71%	15.94%	17.91%	14.95%	18.60%	13.90%	15.94%	11.77%	16.23%	10.06%	15.93%	14.46%	12.80%	6.68%	16.52%	18.20%	14.77%	17.47%	14.34%	13.62%	6.43%	12.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	293	8	12	11	13	11	4	11	5	4	13	9	3	6	15	16	4	10	12	13	12	11	11	10	13	3	11	8	4	10	11	2	7									
		1.23%	1.06%	1.66%	1.35%	1.61%	1.24%	0.55%	1.43%	0.56%	0.47%	1.69%	1.11%	0.35%	0.90%	1.66%	2.07%	0.43%	1.04%	1.40%	1.56%	1.86%	1.35%	1.46%	1.20%	2.17%	0.37%	1.65%	1.34%	0.92%	1.37%	1.56%	1.17%	1.38%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2236	78	96	115	121	98	79	115	37	124	111	104	103	47	85	75	112	91	89	92	25	4	53	31	31	55	49	55	24	38	47	8	44									
		9.37%	10.33%	13.30%	14.11%	15.03%	11.05%	10.82%	14.92%	4.12%	14.42%	14.40%	12.79%	12.16%	7.01%	9.41%	9.69%	12.16%	9.48%	10.37%	11.06%	3.87%	0.49%	7.03%	3.71%	5.18%	6.83%	7.37%	9.23%	5.52%	5.19%	6.67%	4.68%	8.66%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
