Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
Наименование Избирательной комиссии:    Вурнарская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1857	40	55	55	100	50	25	25	40	15	25	30	30	40	20	20	60	15	30	50	20	15	25	10	100	10	43	35	70	7	60	20	25	30	28	24	6	25	15	20	15	60	44	60	25	50	15	25	30	40	20	25	25	40	60	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1723	39	55	55	59	50	25	25	40	15	25	30	30	31	20	11	60	8	15	50	20	15	25	9	91	7	42	35	47	7	60	20	24	30	28	24	6	25	15	20	12	60	44	60	25	50	15	25	30	40	20	25	25	33	60	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	545	26	47	43	16	23	5	13	2	2	5	12	5	9	3	3	6	5	5	13	8	3	18	2	28	0	9	9	11	2	24	10	3	1	7	10	1	9	5	3	1	23	18	9	5	10	4	2	6	9	6	6	6	5	25	4					
14	Число погашенных неиспользованных открепительных удостоверений	134	1	0	0	41	0	0	0	0	0	0	0	0	9	0	9	0	7	15	0	0	0	0	1	9	3	1	0	23	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	143	4	13	10	4	8	0	2	1	3	1	1	1	2	0	4	2	2	0	17	0	0	2	1	7	1	5	1	0	0	6	5	0	2	0	2	0	0	1	1	0	5	7	1	2	1	0	1	3	1	0	2	3	8	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	1.Политическая партия «Аграрная партия России»	301	9	22	9	10	18	11	2	2	0	2	7	4	6	3	4	9	1	4	4	2	1	2	1	12	0	3	9	16	4	4	6	0	4	4	0	0	3	2	2	1	4	1	23	1	8	1	15	3	5	5	5	2	14	8	3					
		1.50%	1.06%	2.15%	0.86%	1.01%	1.73%	4.58%	0.68%	0.67%	0.00%	0.55%	1.89%	1.28%	1.42%	1.36%	1.82%	1.57%	0.61%	1.25%	1.31%	1.20%	0.65%	1.50%	1.25%	2.26%	0.00%	0.80%	2.46%	2.36%	2.27%	0.49%	2.34%	0.00%	1.03%	1.83%	0.00%	0.00%	0.94%	0.93%	0.71%	0.56%	0.80%	0.37%	7.14%	0.63%	1.61%	0.51%	5.15%	0.77%	1.41%	3.25%	1.43%	0.67%	3.24%	1.84%	2.03%					
19	2.Всероссийская политическая партия «Гражданская Сила»	58	5	3	11	6	2	1	0	2	0	0	2	1	0	0	1	2	0	3	0	1	0	0	0	1	0	1	1	2	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	2	1	1	1	1	0	1	0	0	0	0	1					
		0.29%	0.59%	0.29%	1.05%	0.60%	0.19%	0.42%	0.00%	0.67%	0.00%	0.00%	0.54%	0.32%	0.00%	0.00%	0.45%	0.35%	0.00%	0.94%	0.00%	0.60%	0.00%	0.00%	0.00%	0.19%	0.00%	0.27%	0.27%	0.30%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	1.26%	0.20%	0.51%	0.34%	0.26%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.68%					
20	3.Политическая партия «Демократическая партия России»	42	4	1	1	2	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	2	0	0	0	0	1	0	3	1	4	0	2	1	1	0	0	0	0	0	1	1	1	0	0	2	0	1	1	0	1	1	1	0	1	3					
		0.21%	0.47%	0.10%	0.10%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.61%	0.31%	0.33%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.44%	0.57%	0.49%	0.00%	0.59%	0.26%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.20%	0.37%	0.00%	0.00%	0.40%	0.00%	0.34%	0.26%	0.00%	0.65%	0.29%	0.34%	0.00%	0.23%	2.03%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1971	131	140	119	119	133	23	47	33	8	35	43	44	55	17	22	38	15	16	34	14	5	9	5	37	5	39	34	66	24	62	28	16	35	13	10	2	23	3	20	9	29	11	38	11	71	11	40	17	38	6	35	14	41	40	38					
		9.79%	15.41%	13.69%	11.39%	11.96%	12.80%	9.58%	16.10%	11.00%	4.00%	9.62%	11.59%	14.10%	13.00%	7.69%	10.00%	6.64%	9.15%	5.02%	11.11%	8.38%	3.25%	6.77%	6.25%	6.95%	10.20%	10.43%	9.29%	9.75%	13.64%	7.66%	10.94%	4.72%	9.04%	5.96%	3.69%	2.27%	7.19%	1.39%	7.09%	5.00%	5.82%	4.06%	11.80%	6.92%	14.29%	5.58%	13.75%	4.34%	10.73%	3.90%	10.03%	4.71%	9.49%	9.20%	25.68%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	55	3	3	3	1	2	0	0	0	0	0	1	1	4	0	0	5	0	0	1	0	1	0	0	3	2	2	3	3	1	0	1	2	0	0	0	0	1	0	0	0	1	1	0	2	0	1	1	0	1	0	0	0	2	2	1					
		0.27%	0.35%	0.29%	0.29%	0.10%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.32%	0.95%	0.00%	0.00%	0.87%	0.00%	0.00%	0.33%	0.00%	0.65%	0.00%	0.00%	0.56%	4.08%	0.53%	0.82%	0.44%	0.57%	0.00%	0.39%	0.59%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.20%	0.37%	0.00%	1.26%	0.00%	0.51%	0.34%	0.00%	0.28%	0.00%	0.00%	0.00%	0.46%	0.46%	0.68%					
23	6.Политическая партия «Партия социальной справедливости»	43	3	2	2	2	3	1	0	0	0	2	0	0	2	1	0	0	0	1	0	1	0	0	0	1	0	1	2	1	2	0	1	1	1	0	1	0	1	0	0	2	1	1	0	2	1	0	2	0	0	0	1	0	0	0	1					
		0.21%	0.35%	0.20%	0.19%	0.20%	0.29%	0.42%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.47%	0.45%	0.00%	0.00%	0.00%	0.31%	0.00%	0.60%	0.00%	0.00%	0.00%	0.19%	0.00%	0.27%	0.55%	0.15%	1.14%	0.00%	0.39%	0.29%	0.26%	0.00%	0.37%	0.00%	0.31%	0.00%	0.00%	1.11%	0.20%	0.37%	0.00%	1.26%	0.20%	0.00%	0.69%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.68%					
24	7.Политическая партия «Либерально-демократическая партия России»	1254	59	60	65	64	59	10	14	21	13	20	17	21	33	16	18	41	11	19	27	12	7	4	8	42	2	25	30	46	4	47	22	19	14	5	4	1	26	16	24	6	14	6	20	3	46	13	19	35	21	6	18	20	40	39	2					
		6.23%	6.94%	5.87%	6.22%	6.43%	5.68%	4.17%	4.79%	7.00%	6.50%	5.49%	4.58%	6.73%	7.80%	7.24%	8.18%	7.17%	6.71%	5.96%	8.82%	7.19%	4.55%	3.01%	10.00%	7.89%	4.08%	6.68%	8.20%	6.79%	2.27%	5.81%	8.59%	5.60%	3.62%	2.29%	1.48%	1.14%	8.13%	7.41%	8.51%	3.33%	2.81%	2.21%	6.21%	1.89%	9.26%	6.60%	6.53%	8.93%	5.93%	3.90%	5.16%	6.73%	9.26%	8.97%	1.35%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1525	63	88	125	87	106	29	13	16	28	21	25	33	25	10	12	34	8	22	27	20	3	1	1	40	3	38	16	41	17	85	13	38	6	24	14	0	31	9	11	3	24	6	35	4	97	12	16	29	7	7	16	19	30	31	6					
		7.58%	7.41%	8.60%	11.96%	8.74%	10.20%	12.08%	4.45%	5.33%	14.00%	5.77%	6.74%	10.58%	5.91%	4.52%	5.45%	5.94%	4.88%	6.90%	8.82%	11.98%	1.95%	0.75%	1.25%	7.52%	6.12%	10.16%	4.37%	6.06%	9.66%	10.51%	5.08%	11.21%	1.55%	11.01%	5.17%	0.00%	9.69%	4.17%	3.90%	1.67%	4.82%	2.21%	10.87%	2.52%	19.52%	6.09%	5.50%	7.40%	1.98%	4.55%	4.58%	6.40%	6.94%	7.13%	4.05%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	253	10	12	9	9	18	4	2	4	3	0	0	4	9	2	1	11	3	6	2	5	2	3	0	8	0	7	6	13	2	7	2	6	0	2	5	0	5	5	5	2	8	0	2	4	10	5	6	6	3	2	0	1	3	4	5					
		1.26%	1.18%	1.17%	0.86%	0.90%	1.73%	1.67%	0.68%	1.33%	1.50%	0.00%	0.00%	1.28%	2.13%	0.90%	0.45%	1.92%	1.83%	1.88%	0.65%	2.99%	1.30%	2.26%	0.00%	1.50%	0.00%	1.87%	1.64%	1.92%	1.14%	0.87%	0.78%	1.77%	0.00%	0.92%	1.85%	0.00%	1.56%	2.31%	1.77%	1.11%	1.61%	0.00%	0.62%	2.52%	2.01%	2.54%	2.06%	1.53%	0.85%	1.30%	0.00%	0.34%	0.69%	0.92%	3.38%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14141	539	674	676	678	684	153	213	220	147	274	269	196	271	168	156	421	122	239	203	107	129	108	65	374	37	247	250	469	119	580	179	238	310	166	235	76	221	176	216	156	405	237	197	123	239	147	180	292	272	123	265	232	291	296	81					
		70.26%	63.41%	65.88%	64.69%	68.14%	65.83%	63.75%	72.95%	73.33%	73.50%	75.27%	72.51%	62.82%	64.07%	76.02%	70.91%	73.60%	74.39%	74.92%	66.34%	64.07%	83.77%	81.20%	81.25%	70.30%	75.51%	66.04%	68.31%	69.28%	67.61%	71.69%	69.92%	70.21%	80.10%	76.15%	86.72%	86.36%	69.06%	81.48%	76.60%	86.67%	81.33%	87.45%	61.18%	77.36%	48.09%	74.62%	61.86%	74.49%	76.84%	79.87%	75.93%	78.11%	67.36%	68.05%	54.73%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	105	10	5	8	5	5	1	1	0	0	1	1	1	3	2	0	2	0	1	0	3	2	1	0	3	0	1	1	4	0	2	0	1	2	0	0	0	1	5	0	0	6	1	3	1	2	1	4	2	1	0	3	2	1	5	1					
		0.52%	1.18%	0.49%	0.77%	0.50%	0.48%	0.42%	0.34%	0.00%	0.00%	0.27%	0.27%	0.32%	0.71%	0.90%	0.00%	0.35%	0.00%	0.31%	0.00%	1.80%	1.30%	0.75%	0.00%	0.56%	0.00%	0.27%	0.27%	0.59%	0.00%	0.25%	0.00%	0.29%	0.52%	0.00%	0.00%	0.00%	0.31%	2.31%	0.00%	0.00%	1.20%	0.37%	0.93%	0.63%	0.40%	0.51%	1.37%	0.51%	0.28%	0.00%	0.86%	0.67%	0.23%	1.15%	0.68%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
