Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
"Наименование Избирательной комиссии:    Иваново, Октябрьская"																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98					
		1.65%	2.73%	1.23%	2.38%	2.19%	3.14%	1.84%	2.81%	1.13%	2.46%	1.96%	2.29%	2.45%	1.85%	1.95%	1.23%	1.71%	1.54%	1.39%	0.87%	0.53%	0.81%	1.13%	1.32%	2.72%	1.07%	1.45%	0.54%	1.49%	2.07%	1.25%	1.58%	1.43%	1.13%	1.89%	1.26%	1.34%	0.90%	1.43%	1.02%					
23	6.Политическая партия «Партия социальной справедливости»	143	3	5	5	8	3	7	5	6	3	3	1	5	4	7	4	3	4	2	2	1	2	3	2	5	2	4	1	1	2	9	7	0	0	6	4	2	4	2	6					
		0.36%	0.29%	0.47%	0.60%	0.92%	0.32%	0.54%	0.41%	0.56%	0.25%	0.29%	0.09%	0.42%	0.41%	0.57%	0.45%	0.39%	0.44%	0.16%	0.25%	0.09%	0.20%	0.24%	0.19%	0.47%	0.21%	0.58%	0.14%	0.10%	0.20%	0.53%	0.69%	0.00%	0.00%	0.47%	0.36%	0.19%	0.40%	0.24%	1.02%					
24	7.Политическая партия «Либерально-демократическая партия России»	4438	137	101	60	68	94	107	114	112	83	89	110	135	107	116	108	84	101	126	104	140	124	147	95	124	103	92	95	112	117	220	95	90	65	129	120	130	122	108	254					
		11.13%	13.35%	9.52%	7.14%	7.83%	10.16%	8.21%	9.44%	10.52%	7.05%	8.71%	9.68%	11.38%	11.01%	9.44%	12.11%	11.04%	11.11%	10.29%	12.92%	12.36%	12.49%	11.91%	8.95%	11.63%	11.06%	13.35%	12.93%	11.11%	11.52%	13.05%	9.41%	9.21%	7.32%	10.15%	10.79%	12.45%	12.19%	12.90%	43.34%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3200	49	109	90	81	77	81	123	97	116	75	77	94	83	88	68	53	63	107	56	71	57	83	88	86	72	44	61	84	94	140	109	73	72	138	99	91	66	66	19					
		8.02%	4.78%	10.27%	10.71%	9.32%	8.32%	6.21%	10.18%	9.11%	9.85%	7.34%	6.78%	7.93%	8.54%	7.16%	7.62%	6.96%	6.93%	8.74%	6.96%	6.27%	5.74%	6.73%	8.29%	8.07%	7.73%	6.39%	8.30%	8.33%	9.25%	8.30%	10.79%	7.47%	8.11%	10.86%	8.90%	8.72%	6.59%	7.89%	3.24%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	454	12	12	8	15	5	16	11	10	10	12	12	11	13	12	9	7	11	15	7	7	14	25	13	19	10	8	10	7	6	22	21	18	5	17	5	8	8	17	6					
		1.14%	1.17%	1.13%	0.95%	1.73%	0.54%	1.23%	0.91%	0.94%	0.85%	1.17%	1.06%	0.93%	1.34%	0.98%	1.01%	0.92%	1.21%	1.23%	0.87%	0.62%	1.41%	2.03%	1.23%	1.78%	1.07%	1.16%	1.36%	0.69%	0.59%	1.30%	2.08%	1.84%	0.56%	1.34%	0.45%	0.77%	0.80%	2.03%	1.02%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23144	600	553	431	438	504	745	648	583	672	589	616	663	551	665	541	463	556	713	507	743	660	770	658	646	593	414	447	610	593	941	547	568	559	717	680	611	641	479	229					
		58.02%	58.48%	52.12%	51.31%	50.40%	54.49%	57.13%	53.64%	54.74%	57.05%	57.63%	54.23%	55.90%	56.69%	54.11%	60.65%	60.84%	61.17%	58.25%	62.98%	65.58%	66.47%	62.40%	62.02%	60.60%	63.69%	60.09%	60.82%	60.52%	58.37%	55.81%	54.16%	58.14%	62.95%	56.41%	61.15%	58.52%	64.04%	57.23%	39.08%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	925	21	31	42	49	24	40	27	35	29	30	54	33	26	34	10	15	20	37	9	16	20	18	22	18	7	15	6	12	25	35	21	23	10	33	10	20	19	22	7					
		2.32%	2.05%	2.92%	5.00%	5.64%	2.59%	3.07%	2.24%	3.29%	2.46%	2.94%	4.75%	2.78%	2.67%	2.77%	1.12%	1.97%	2.20%	3.02%	1.12%	1.41%	2.01%	1.46%	2.07%	1.69%	0.75%	2.18%	0.82%	1.19%	2.46%	2.08%	2.08%	2.35%	1.13%	2.60%	0.90%	1.92%	1.90%	2.63%	1.19%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
