Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Ухтинская городская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	712	12	11	10	13	13	11	10	16	11	26	30	15	12	17	10	11	11	12	16	11	10	11	16	12	10	10	14	11	14	11	15	11	11	11	13	11	14	10	10	12	10	10	17	11	11	12	10	12	14	13	11	11	13	10	10	10	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	373	12	5	4	12	11	9	5	10	9	15	25	9	6	13	2	1	6	5	12	2	4	5	11	8	0	8	11	5	5	6	6	8	4	1	10	2	5	6	7	6	3	4	11	7	4	2	0	5	8	13	2	9	6	3	0	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	172	9	2	1	8	5	3	1	6	8	5	4	2	4	2	3	1	1	0	1	2	2	7	4	18	2	3	2	4	0	5	2	2	6	0	2	2	0	7	4	3	6	7	2	1	0	0	0	0	0	5	2	0	1	2	0	2	1					
14	Число погашенных открепительных удостоверений	335	0	6	6	1	2	2	5	6	2	11	5	6	6	4	8	10	5	7	4	9	6	6	5	4	10	2	3	6	9	5	9	3	7	10	3	9	5	4	3	6	7	6	6	4	7	10	10	7	6	0	9	2	7	7	10	9	8					
15	Число открепительных удостоверений выданных ТИК	15	0	4	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	607	24	3	9	9	8	5	9	5	13	7	17	8	6	2	13	0	22	25	8	11	3	19	16	16	3	8	12	6	13	8	14	14	5	1	7	2	15	15	10	9	5	15	7	13	18	8	9	12	19	16	1	19	10	17	2	20	16					
		1.10%	1.47%	1.23%	1.28%	0.75%	0.67%	0.43%	0.72%	0.45%	1.11%	0.57%	1.05%	1.11%	0.88%	0.21%	2.35%	0.0%	2.57%	2.17%	0.77%	1.39%	2.75%	1.42%	1.38%	1.01%	0.63%	0.68%	0.92%	0.63%	1.37%	0.89%	1.16%	1.30%	0.74%	0.58%	0.44%	0.35%	1.57%	1.23%	0.74%	0.91%	0.72%	0.90%	0.66%	0.96%	1.09%	1.80%	3.89%	1.22%	1.70%	1.79%	1.06%	1.48%	1.69%	1.20%	2.66%	1.73%	1.25%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2814	89	3	45	102	73	55	62	55	69	74	76	39	49	69	13	2	30	47	34	31	6	62	54	98	28	77	88	59	68	60	89	72	38	11	111	27	63	77	96	66	52	107	50	72	54	8	1	13	27	14	1	33	11	33	3	31	37					
		5.11%	5.47%	1.23%	6.42%	8.50%	6.13%	4.75%	5.0%	4.95%	5.92%	6.09%	4.70%	5.42%	7.23%	7.24%	2.35%	0.69%	3.50%	4.09%	3.28%	3.92%	5.50%	4.63%	4.67%	6.19%	5.93%	6.59%	6.81%	6.27%	7.17%	6.68%	7.39%	6.69%	5.64%	6.39%	7.02%	4.83%	6.60%	6.33%	7.15%	6.74%	7.54%	6.42%	4.76%	5.33%	3.28%	1.80%	0.43%	1.32%	2.42%	1.57%	1.06%	2.57%	1.86%	2.34%	4.0%	2.69%	2.90%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2146	78	9	17	38	38	58	51	63	44	55	55	24	23	42	18	0	37	37	24	16	7	67	48	75	18	33	57	38	38	23	29	59	29	3	50	23	24	43	54	24	27	71	61	33	55	14	13	56	69	22	6	61	28	58	4	40	59					
		3.89%	4.8%	3.70%	2.42%	3.16%	3.19%	5.01%	4.11%	5.67%	3.78%	4.52%	3.40%	3.33%	3.39%	4.41%	3.25%	0.0%	4.32%	3.22%	2.31%	2.02%	6.42%	5.00%	4.15%	4.74%	3.81%	2.82%	4.41%	4.04%	4.00%	2.56%	2.40%	5.48%	4.30%	1.74%	3.16%	4.11%	2.51%	3.53%	4.02%	2.45%	3.91%	4.26%	5.80%	2.44%	3.34%	3.16%	5.62%	5.70%	6.18%	2.47%	6.38%	4.76%	4.73%	4.11%	5.33%	3.47%	4.62%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3958	145	13	66	93	101	114	84	89	101	77	141	68	79	112	9	2	41	75	64	35	0	100	69	101	44	94	103	91	75	109	111	82	58	6	135	45	80	105	112	68	62	118	82	120	84	15	1	44	43	17	3	36	30	70	2	68	66					
		7.18%	8.92%	5.34%	9.42%	7.75%	8.49%	9.85%	6.77%	8.01%	8.67%	6.33%	8.73%	9.45%	11.66%	11.76%	1.62%	0.69%	4.79%	6.52%	6.18%	4.43%	0.0%	7.47%	5.97%	6.38%	9.32%	8.05%	7.97%	9.68%	7.91%	12.13%	9.21%	7.62%	8.61%	3.48%	8.54%	8.05%	8.38%	8.63%	8.34%	6.94%	8.99%	7.08%	7.80%	8.88%	5.10%	3.39%	0.43%	4.48%	3.85%	1.91%	3.19%	2.81%	5.07%	4.96%	2.66%	5.90%	5.17%					
22	"5. ""За Русь Святую"""	225	6	0	3	1	4	2	6	7	10	7	4	2	2	3	2	2	4	5	5	4	5	3	10	3	1	5	3	5	3	3	3	3	5	2	1	1	3	10	6	3	1	5	7	3	8	4	4	6	3	3	2	7	2	6	0	4	3					
		0.40%	0.36%	0.0%	0.42%	0.08%	0.33%	0.17%	0.48%	0.63%	0.85%	0.57%	0.24%	0.27%	0.29%	0.31%	0.36%	0.69%	0.46%	0.43%	0.48%	0.50%	4.58%	0.22%	0.86%	0.18%	0.21%	0.42%	0.23%	0.53%	0.31%	0.33%	0.24%	0.27%	0.74%	1.16%	0.06%	0.17%	0.31%	0.82%	0.44%	0.30%	0.14%	0.30%	0.66%	0.22%	0.48%	0.90%	1.73%	0.61%	0.26%	0.33%	2.12%	0.54%	0.33%	0.42%	0.0%	0.34%	0.23%					
23	"6. ""Объединенная Российская партия ""Русь"""	122	9	0	1	1	1	2	2	1	0	4	6	3	0	1	1	7	3	2	2	1	2	3	0	2	1	2	2	1	1	1	2	4	2	0	4	1	3	2	4	1	1	3	4	6	0	0	0	4	3	0	2	3	0	5	1	2	3					
		0.22%	0.55%	0.0%	0.14%	0.08%	0.08%	0.17%	0.16%	0.09%	0.0%	0.32%	0.37%	0.41%	0.0%	0.10%	0.18%	2.43%	0.35%	0.17%	0.19%	0.12%	1.83%	0.22%	0.0%	0.12%	0.21%	0.17%	0.15%	0.10%	0.10%	0.11%	0.16%	0.37%	0.29%	0.0%	0.25%	0.17%	0.31%	0.16%	0.29%	0.10%	0.14%	0.18%	0.38%	0.44%	0.0%	0.0%	0.0%	0.40%	0.26%	0.0%	2.12%	0.23%	0.0%	0.35%	1.33%	0.17%	0.23%					
24	"7. ""Новый курс - Автомобильная Россия"""	668	18	0	4	15	23	29	14	13	11	18	18	7	10	12	3	2	7	11	12	9	2	23	13	20	6	15	11	12	9	13	21	18	6	1	29	7	14	25	23	8	11	18	10	22	16	5	0	3	9	3	1	12	4	15	0	17	10					
		1.21%	1.10%	0.0%	0.57%	1.25%	1.93%	2.50%	1.12%	1.17%	0.94%	1.48%	1.11%	0.97%	1.47%	1.26%	0.54%	0.69%	0.81%	0.95%	1.15%	1.13%	1.83%	1.71%	1.12%	1.26%	1.27%	1.28%	0.85%	1.27%	0.94%	1.44%	1.74%	1.67%	0.89%	0.58%	1.83%	1.25%	1.46%	2.05%	1.71%	0.81%	1.59%	1.08%	0.95%	1.62%	0.97%	1.13%	0.0%	0.30%	0.80%	0.33%	1.06%	0.93%	0.67%	1.06%	0.0%	1.47%	0.78%					
25	"8. ""Народно-республиканская партия России"""	64	2	1	0	0	3	2	3	1	1	3	1	1	0	0	5	0	7	1	1	1	0	3	0	2	0	0	0	2	0	0	1	0	1	0	0	2	2	1	2	1	0	0	1	0	2	1	0	1	1	0	1	2	0	1	0	3	1					
		0.11%	0.12%	0.41%	0.0%	0.0%	0.25%	0.17%	0.24%	0.09%	0.08%	0.24%	0.06%	0.13%	0.0%	0.0%	0.90%	0.0%	0.81%	0.08%	0.09%	0.12%	0.0%	0.22%	0.0%	0.12%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.08%	0.0%	0.14%	0.0%	0.0%	0.35%	0.20%	0.08%	0.14%	0.10%	0.0%	0.0%	0.09%	0.0%	0.12%	0.22%	0.0%	0.10%	0.08%	0.0%	1.06%	0.15%	0.0%	0.07%	0.0%	0.26%	0.07%					
26	"9. ""Российская экологическая партия ""Зеленые"""	347	6	2	2	16	3	10	11	8	9	12	8	6	4	2	3	0	4	7	7	3	0	4	7	8	3	8	9	5	4	5	12	4	3	2	11	9	8	16	8	8	3	19	9	10	10	3	1	2	4	3	0	2	3	5	0	8	8					
		0.63%	0.36%	0.82%	0.28%	1.33%	0.25%	0.86%	0.88%	0.72%	0.77%	0.98%	0.49%	0.83%	0.59%	0.21%	0.54%	0.0%	0.46%	0.60%	0.67%	0.37%	0.0%	0.29%	0.60%	0.50%	0.63%	0.68%	0.69%	0.53%	0.42%	0.55%	0.99%	0.37%	0.44%	1.16%	0.69%	1.61%	0.83%	1.31%	0.59%	0.81%	0.43%	1.14%	0.85%	0.74%	0.60%	0.67%	0.43%	0.20%	0.35%	0.33%	0.0%	0.15%	0.50%	0.35%	0.0%	0.69%	0.62%					
27	"10. ""Аграрная партия России"""	1368	37	4	14	15	28	16	34	28	41	35	43	30	20	19	29	10	10	16	14	19	0	31	40	48	17	28	33	29	33	23	33	24	11	4	31	8	16	26	29	21	33	36	23	24	52	12	14	31	13	24	1	34	13	44	1	29	37					
		2.48%	2.27%	1.64%	2.0%	1.25%	2.35%	1.38%	2.74%	2.52%	3.52%	2.88%	2.66%	4.17%	2.95%	1.99%	5.24%	3.47%	1.16%	1.39%	1.35%	2.40%	0.0%	2.31%	3.46%	3.03%	3.60%	2.39%	2.55%	3.08%	3.48%	2.56%	2.74%	2.23%	1.63%	2.32%	1.96%	1.43%	1.67%	2.13%	2.16%	2.14%	4.78%	2.16%	2.19%	1.77%	3.15%	2.71%	6.06%	3.15%	1.16%	2.69%	1.06%	2.65%	2.19%	3.12%	1.33%	2.51%	2.90%					
28	"11. ""Истинные патриоты России"""	55	1	0	0	3	1	1	1	1	3	1	2	0	0	0	1	0	0	1	1	0	1	1	3	1	0	0	1	0	0	2	1	1	0	0	2	0	0	3	0	1	0	0	2	2	1	8	0	0	1	0	0	0	0	4	0	1	2					
		0.09%	0.06%	0.0%	0.0%	0.25%	0.08%	0.08%	0.08%	0.09%	0.25%	0.08%	0.12%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.08%	0.09%	0.0%	0.91%	0.07%	0.25%	0.06%	0.0%	0.0%	0.07%	0.0%	0.0%	0.22%	0.08%	0.09%	0.0%	0.0%	0.12%	0.0%	0.0%	0.24%	0.0%	0.10%	0.0%	0.0%	0.19%	0.14%	0.06%	1.80%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.08%	0.15%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	764	18	2	11	12	22	15	21	9	16	23	26	8	13	16	3	3	12	15	17	10	0	26	23	8	6	9	22	17	16	13	19	12	10	4	11	7	11	19	16	15	9	19	26	16	36	9	5	14	10	5	2	16	5	25	2	15	14					
		1.38%	1.10%	0.82%	1.57%	1.00%	1.85%	1.29%	1.69%	0.81%	1.37%	1.89%	1.60%	1.11%	1.92%	1.68%	0.54%	1.04%	1.40%	1.30%	1.64%	1.26%	0.0%	1.94%	1.99%	0.50%	1.27%	0.77%	1.70%	1.80%	1.68%	1.44%	1.57%	1.11%	1.48%	2.32%	0.69%	1.25%	1.15%	1.56%	1.19%	1.53%	1.30%	1.14%	2.47%	1.18%	2.18%	2.03%	2.16%	1.42%	0.89%	0.56%	2.12%	1.25%	0.84%	1.77%	2.66%	1.30%	1.09%					
30	"13. ""Демократическая партия России"""	133	4	0	1	5	5	5	3	2	3	2	3	1	0	2	2	0	3	6	4	1	1	1	0	3	0	4	3	0	4	0	2	0	2	0	3	1	5	0	1	6	1	2	3	3	3	3	0	2	3	6	1	5	4	6	0	2	1					
		0.24%	0.24%	0.0%	0.14%	0.41%	0.42%	0.43%	0.24%	0.18%	0.25%	0.16%	0.18%	0.13%	0.0%	0.21%	0.36%	0.0%	0.35%	0.52%	0.38%	0.12%	0.91%	0.07%	0.0%	0.18%	0.0%	0.34%	0.23%	0.0%	0.42%	0.0%	0.16%	0.0%	0.29%	0.0%	0.18%	0.17%	0.52%	0.0%	0.07%	0.61%	0.14%	0.12%	0.28%	0.22%	0.18%	0.67%	0.0%	0.20%	0.26%	0.67%	1.06%	0.39%	0.67%	0.42%	0.0%	0.17%	0.07%					
31	"14. ""Великая Россия - Евразийский Союз"""	110	2	0	1	1	0	2	4	1	2	7	7	1	0	1	1	0	5	5	2	1	0	0	2	6	0	1	1	1	1	0	1	2	2	1	1	4	3	2	2	1	0	3	2	4	0	2	1	1	1	1	2	3	4	4	0	6	2					
		0.19%	0.12%	0.0%	0.14%	0.08%	0.0%	0.17%	0.32%	0.09%	0.17%	0.57%	0.43%	0.13%	0.0%	0.10%	0.18%	0.0%	0.58%	0.43%	0.19%	0.12%	0.0%	0.0%	0.17%	0.37%	0.0%	0.08%	0.07%	0.10%	0.10%	0.0%	0.08%	0.18%	0.29%	0.58%	0.06%	0.71%	0.31%	0.16%	0.14%	0.10%	0.0%	0.18%	0.19%	0.29%	0.0%	0.45%	0.43%	0.10%	0.08%	0.11%	2.12%	0.23%	0.67%	0.28%	0.0%	0.52%	0.15%					
32	"15. ""Партия СЛОН"""	80	4	0	0	2	2	1	1	0	1	2	2	2	1	2	0	0	1	1	5	1	0	2	1	1	0	3	2	0	1	1	2	2	0	2	0	0	2	3	4	1	1	3	0	3	0	1	1	1	7	1	0	2	1	2	0	0	2					
		0.14%	0.24%	0.0%	0.0%	0.16%	0.16%	0.08%	0.08%	0.0%	0.08%	0.16%	0.12%	0.27%	0.14%	0.21%	0.0%	0.0%	0.11%	0.08%	0.48%	0.12%	0.0%	0.14%	0.08%	0.06%	0.0%	0.25%	0.15%	0.0%	0.10%	0.11%	0.16%	0.18%	0.0%	1.16%	0.0%	0.0%	0.20%	0.24%	0.29%	0.10%	0.14%	0.18%	0.0%	0.22%	0.0%	0.22%	0.43%	0.10%	0.62%	0.11%	0.0%	0.15%	0.16%	0.14%	0.0%	0.0%	0.15%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5108	161	11	64	113	90	130	127	96	111	133	191	63	59	115	59	14	78	58	73	67	6	132	78	158	51	110	142	116	107	103	143	105	69	11	147	51	85	105	126	93	67	197	99	141	132	28	4	65	77	47	5	104	41	125	5	106	114					
		9.27%	9.90%	4.52%	9.14%	9.42%	7.56%	11.23%	10.24%	8.64%	9.53%	10.94%	11.82%	8.76%	8.71%	12.07%	10.66%	4.86%	9.12%	5.04%	7.05%	8.48%	5.50%	9.86%	6.75%	9.98%	10.80%	9.42%	10.99%	12.34%	11.28%	11.46%	11.87%	9.76%	10.25%	6.39%	9.30%	9.12%	8.90%	8.63%	9.38%	9.49%	9.72%	11.82%	9.42%	10.44%	8.01%	6.33%	1.73%	6.61%	6.90%	5.28%	5.31%	8.12%	6.93%	8.86%	6.66%	9.20%	8.94%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	90	2	1	0	1	0	2	1	0	5	4	3	1	1	0	2	1	1	2	2	0	0	2	3	0	1	2	1	1	2	2	1	1	0	0	4	1	2	1	3	1	1	0	0	3	2	0	2	9	1	3	1	1	0	3	0	4	3					
		0.16%	0.12%	0.41%	0.0%	0.08%	0.0%	0.17%	0.08%	0.0%	0.42%	0.32%	0.18%	0.13%	0.14%	0.0%	0.36%	0.34%	0.11%	0.17%	0.19%	0.0%	0.0%	0.14%	0.25%	0.0%	0.21%	0.17%	0.07%	0.10%	0.21%	0.22%	0.08%	0.09%	0.0%	0.0%	0.25%	0.17%	0.20%	0.08%	0.22%	0.10%	0.14%	0.0%	0.0%	0.22%	0.12%	0.0%	0.86%	0.91%	0.08%	0.33%	1.06%	0.07%	0.0%	0.21%	0.0%	0.34%	0.23%					
35	"18. ""ЛДПР"""	7975	189	56	115	144	160	146	128	167	147	151	177	107	68	100	70	48	151	247	189	132	24	196	183	213	68	141	165	95	148	112	163	136	69	36	233	75	154	210	177	145	81	256	151	198	263	104	52	138	161	165	9	214	98	240	11	192	207					
		14.48%	11.63%	23.04%	16.42%	12.01%	13.45%	12.61%	10.32%	15.04%	12.62%	12.42%	10.95%	14.88%	10.04%	10.50%	12.65%	16.66%	17.66%	21.49%	18.26%	16.70%	22.01%	14.64%	15.85%	13.46%	14.40%	12.08%	12.77%	10.10%	15.61%	12.47%	13.53%	12.65%	10.25%	20.93%	14.74%	13.41%	16.14%	17.26%	13.18%	14.81%	11.75%	15.36%	14.38%	14.66%	15.97%	23.52%	22.51%	14.05%	14.43%	18.56%	9.57%	16.71%	16.58%	17.02%	14.66%	16.68%	16.23%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1579	44	7	12	34	42	23	32	35	28	27	44	16	6	23	9	4	18	30	26	13	1	23	26	36	10	30	39	17	14	28	41	45	27	9	61	19	29	42	60	37	25	40	58	47	31	11	6	47	70	18	3	62	7	27	1	27	32					
		2.86%	2.70%	2.88%	1.71%	2.83%	3.53%	1.98%	2.58%	3.15%	2.40%	2.22%	2.72%	2.22%	0.88%	2.41%	1.62%	1.38%	2.10%	2.61%	2.51%	1.64%	0.91%	1.71%	2.25%	2.27%	2.11%	2.57%	3.01%	1.80%	1.47%	3.11%	3.40%	4.18%	4.01%	5.23%	3.86%	3.39%	3.03%	3.45%	4.47%	3.77%	3.62%	2.40%	5.52%	3.48%	1.88%	2.48%	2.59%	4.78%	6.27%	2.02%	3.19%	4.84%	1.18%	1.91%	1.33%	2.34%	2.50%					
37	"20. ""Политическая партия ""Единая Россия"""	18076	525	85	215	451	371	356	433	362	346	384	550	220	251	281	228	123	264	360	388	323	37	446	406	538	135	446	412	315	273	272	365	333	213	64	546	168	286	331	420	311	210	476	285	443	636	138	81	382	393	318	29	417	222	444	18	362	389					
		32.82%	32.30%	34.97%	30.71%	37.61%	31.20%	30.76%	34.91%	32.61%	29.72%	31.60%	34.05%	30.59%	37.07%	29.51%	41.22%	42.70%	30.87%	31.33%	37.48%	40.88%	33.94%	33.33%	35.18%	34.00%	28.60%	38.21%	31.88%	33.51%	28.79%	30.28%	30.31%	30.97%	31.64%	37.20%	34.55%	30.05%	29.97%	27.22%	31.29%	31.76%	30.47%	28.57%	27.14%	32.81%	38.63%	31.22%	35.06%	38.90%	35.24%	35.77%	30.85%	32.57%	37.56%	31.48%	24.0%	31.45%	30.50%					
38	"21. ""Российская Конституционно-демократическая партия"""	76	0	0	1	1	2	1	2	1	1	1	1	0	1	1	3	1	0	2	2	0	1	1	0	2	1	2	2	2	1	0	3	1	1	0	2	2	0	3	0	0	2	2	1	2	3	0	1	0	2	4	0	3	1	3	0	4	3					
		0.13%	0.0%	0.0%	0.14%	0.08%	0.16%	0.08%	0.16%	0.09%	0.08%	0.08%	0.06%	0.0%	0.14%	0.10%	0.54%	0.34%	0.0%	0.17%	0.19%	0.0%	0.91%	0.07%	0.0%	0.12%	0.21%	0.17%	0.15%	0.21%	0.10%	0.0%	0.24%	0.09%	0.14%	0.0%	0.12%	0.35%	0.0%	0.24%	0.0%	0.0%	0.29%	0.12%	0.09%	0.14%	0.18%	0.0%	0.43%	0.0%	0.17%	0.44%	0.0%	0.23%	0.16%	0.21%	0.0%	0.34%	0.23%					
39	"22. ""Развитие предпринимательства"""	159	13	1	3	3	2	1	3	4	4	3	7	1	1	3	0	0	2	8	4	3	0	0	2	7	0	1	5	3	4	2	2	3	3	0	3	0	5	3	6	2	0	8	5	4	3	0	0	0	5	2	2	3	0	7	0	2	1					
		0.28%	0.8%	0.41%	0.42%	0.25%	0.16%	0.08%	0.24%	0.36%	0.34%	0.24%	0.43%	0.13%	0.14%	0.31%	0.0%	0.0%	0.23%	0.69%	0.38%	0.37%	0.0%	0.0%	0.17%	0.44%	0.0%	0.08%	0.38%	0.31%	0.42%	0.22%	0.16%	0.27%	0.44%	0.0%	0.18%	0.0%	0.52%	0.24%	0.44%	0.20%	0.0%	0.48%	0.47%	0.29%	0.18%	0.0%	0.0%	0.0%	0.44%	0.22%	2.12%	0.23%	0.0%	0.49%	0.0%	0.17%	0.07%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4394	154	16	45	53	118	107	155	91	102	112	121	65	53	97	35	49	48	92	78	58	7	96	101	138	35	78	93	68	65	50	73	90	75	9	92	64	57	93	80	67	46	156	85	74	116	21	23	57	103	150	13	100	55	106	7	87	115					
		7.97%	9.47%	6.58%	6.42%	4.42%	9.92%	9.24%	12.5%	8.19%	8.76%	9.21%	7.49%	9.04%	7.82%	10.18%	6.32%	17.01%	5.61%	8.00%	7.53%	7.34%	6.42%	7.17%	8.75%	8.72%	7.41%	6.68%	7.19%	7.23%	6.85%	5.56%	6.06%	8.37%	11.14%	5.23%	5.82%	11.44%	5.97%	7.64%	5.96%	6.84%	6.67%	9.36%	8.09%	5.48%	7.04%	4.75%	9.95%	5.80%	9.23%	16.87%	13.82%	7.81%	9.30%	7.51%	9.33%	7.55%	9.01%					
																																																																
41	Против всех	3589	87	21	59	84	87	63	44	60	71	65	99	40	26	41	31	12	91	71	68	43	4	85	58	87	44	66	81	48	61	59	72	60	39	5	88	37	74	70	88	75	45	102	73	97	102	43	10	78	77	53	9	105	38	140	13	106	134					
