Выборы Президента Российской Федерации																																																						
																																																						
Наименование Избирательной комиссии:    Гусь-Хрустальная																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518					
14	Число неиспользованных открепительных удостоверений	304	5	5	7	5	5	3	9	8	5	5	7	9	4	4	3	5	5	3	10	5	6	5	4	6	4	9	5	4	4	8	5	4	5	7	6	10	9	5	15	12	10	11	10	7	11	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																						
18	. Глазьев Сергей Юрьевич	602	17	14	16	10	4	11	19	13	1	0	11	15	5	3	7	8	0	8	11	7	6	4	6	9	1	3	4	3	12	16	4	13	1	29	38	19	34	5	16	29	55	51	32	21	9	1	1					
		2.48%	6.23%	3.35%	3.83%	1.55%	1.87%	3.33%	3.33%	2.86%	0.62%	0.00%	3.02%	3.50%	1.98%	2.40%	1.55%	3.90%	0.00%	2.78%	2.20%	2.12%	1.53%	1.59%	2.37%	2.17%	0.37%	0.72%	3.81%	2.22%	4.29%	3.11%	2.55%	2.76%	0.78%	2.52%	3.54%	1.95%	2.87%	1.81%	1.82%	2.81%	2.79%	2.73%	3.85%	2.03%	1.31%	0.38%	0.31%					
19	. Малышкин Олег Александрович	729	7	17	9	16	7	8	11	16	5	7	17	7	3	1	7	4	9	6	19	8	7	7	13	12	8	9	4	0	7	15	4	18	0	41	32	20	46	12	26	24	76	64	27	23	25	7	18					
		3.00%	2.56%	4.07%	2.15%	2.48%	3.27%	2.42%	1.93%	3.52%	3.12%	2.29%	4.67%	1.64%	1.19%	0.80%	1.55%	1.95%	4.37%	2.08%	3.79%	2.42%	1.79%	2.79%	5.14%	2.90%	3.00%	2.17%	3.81%	0.00%	2.50%	2.91%	2.55%	3.82%	0.00%	3.56%	2.98%	2.05%	3.88%	4.35%	2.95%	2.32%	3.85%	3.42%	3.25%	2.22%	3.64%	2.68%	5.56%					
20	. Миронов Сергей Михайлович	188	1	1	2	4	0	3	4	7	0	1	8	4	1	3	2	4	1	0	4	4	2	0	1	4	2	10	0	0	5	5	2	1	1	10	9	6	8	4	11	7	11	11	7	6	5	3	3					
		0.77%	0.37%	0.24%	0.48%	0.62%	0.00%	0.91%	0.70%	1.54%	0.00%	0.33%	2.20%	0.93%	0.40%	2.40%	0.44%	1.95%	0.49%	0.00%	0.80%	1.21%	0.51%	0.00%	0.40%	0.97%	0.75%	2.42%	0.00%	0.00%	1.79%	0.97%	1.27%	0.21%	0.78%	0.87%	0.84%	0.61%	0.67%	1.45%	1.25%	0.68%	0.56%	0.59%	0.84%	0.58%	0.73%	1.15%	0.93%					
21	. Путин Владимир Владимирович	17914	207	328	309	490	184	251	422	287	128	229	276	270	183	89	391	144	166	232	387	223	285	194	166	302	200	306	81	113	200	384	132	355	110	923	717	774	749	169	669	790	1438	1331	591	767	526	191	255					
		73.78%	75.82%	78.47%	73.92%	75.85%	85.98%	76.06%	73.91%	63.22%	80.00%	74.84%	75.82%	63.08%	72.33%	71.20%	86.70%	70.24%	80.58%	80.56%	77.25%	67.58%	72.70%	77.29%	65.61%	72.95%	74.91%	73.91%	77.14%	83.70%	71.43%	74.56%	84.08%	75.37%	85.27%	80.19%	66.76%	79.30%	63.15%	61.23%	75.94%	76.48%	72.88%	71.21%	71.12%	74.03%	76.68%	73.18%	78.70%					
22	. Хакамада Ирина Муцуовна	385	5	6	7	19	2	4	6	6	0	2	5	8	5	3	4	10	2	2	2	2	7	0	9	3	19	6	1	3	1	5	2	6	0	24	15	16	27	6	9	11	35	31	12	14	11	7	5					
		1.59%	1.83%	1.44%	1.67%	2.94%	0.93%	1.21%	1.05%	1.32%	0.00%	0.65%	1.37%	1.87%	1.98%	2.40%	0.89%	4.88%	0.97%	0.69%	0.40%	0.61%	1.79%	0.00%	3.56%	0.72%	7.12%	1.45%	0.95%	2.22%	0.36%	0.97%	1.27%	1.27%	0.00%	2.09%	1.40%	1.64%	2.28%	2.17%	1.02%	1.06%	1.77%	1.66%	1.44%	1.35%	1.60%	2.68%	1.54%					
23	. Харитонов Николай Михайлович	3636	21	39	58	86	16	42	101	113	20	59	32	112	50	24	35	30	19	30	70	73	67	37	55	72	35	71	9	15	45	83	5	60	13	91	211	113	263	71	125	121	252	307	139	178	96	35	37					
		14.97%	7.69%	9.33%	13.88%	13.31%	7.48%	12.73%	17.69%	24.89%	12.50%	19.28%	8.79%	26.17%	19.76%	19.20%	7.76%	14.63%	9.22%	10.42%	13.97%	22.12%	17.09%	14.74%	21.74%	17.39%	13.11%	17.15%	8.57%	11.11%	16.07%	16.12%	3.18%	12.74%	10.08%	7.91%	19.65%	11.58%	22.18%	25.72%	14.19%	11.71%	12.77%	16.43%	16.73%	17.18%	13.99%	13.41%	11.42%					
																																																						
24	Против всех	639	12	13	17	18	1	11	4	9	6	3	14	7	6	2	3	4	5	8	2	11	11	9	1	11	1	7	6	1	10	5	8	15	4	25	38	26	41	8	22	33	79	54	18	23	9	13	5					
		2.63%	4.40%	3.11%	4.07%	2.79%	0.47%	3.33%	0.70%	1.98%	3.75%	0.98%	3.85%	1.64%	2.37%	1.60%	0.67%	1.95%	2.43%	2.78%	0.40%	3.33%	2.81%	3.59%	0.40%	2.66%	0.37%	1.69%	5.71%	0.74%	3.57%	0.97%	5.10%	3.18%	3.10%	2.17%	3.54%	2.66%	3.46%	2.90%	2.50%	3.19%	4.00%	2.89%	2.17%	2.22%	1.31%	4.98%	1.54%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
