Выборы Президента Российской Федерации																																																														
																																																														
Наименование Избирательной комиссии:    Буздякская																																																														
																																																														
Итоги голосования 																																																														
																																																														
		Сумма	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079					
11	Число полученных открепительных  удостоверений	146	15	15	16	4	2	2	2	4	2	0	0	7	2	0	1	2	2	2	4	2	0	5	2	0	2	5	2	0	0	2	4	3	0	0	3	0	3	0	2	0	4	2	2	3	0	0	3	0	2	2	3	2	2	4	0					
12	Число выданных открепительных удостоверений	92	15	13	14	0	0	0	0	3	0	0	0	6	2	0	1	1	1	0	2	2	0	0	2	0	2	3	0	0	0	0	4	0	0	0	3	0	1	0	2	0	4	0	1	1	0	0	0	0	0	1	2	1	2	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	81	3	8	6	0	0	0	3	2	2	1	2	3	2	0	5	0	0	1	1	2	0	4	0	0	1	2	0	0	0	2	0	0	0	1	3	0	4	1	1	0	3	0	0	3	0	1	6	0	0	1	0	3	0	2	2					
14	Число неиспользованных открепительных удостоверений	54	0	2	2	4	2	2	2	1	2	0	0	1	0	0	0	1	1	2	2	0	0	5	0	0	0	2	2	0	0	2	0	3	0	0	0	0	2	0	0	0	0	2	1	2	0	0	3	0	2	1	1	1	0	1	0					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																														
18	. Глазьев Сергей Юрьевич	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.04%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	. Малышкин Олег Александрович	5	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.04%	0.00%	0.04%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	22110	2351	2047	2587	359	340	190	115	454	254	199	284	600	259	65	734	165	255	257	360	419	157	593	309	105	369	510	224	165	118	172	571	226	132	131	478	43	400	100	302	74	850	329	253	568	151	98	237	106	208	372	417	309	148	543	48					
		99.57%	99.45%	99.85%	99.23%	99.72%	99.71%	98.96%	99.14%	99.56%	100.00%	99.50%	99.65%	99.67%	100.00%	100.00%	99.86%	99.40%	99.61%	99.23%	99.45%	99.76%	96.91%	99.83%	100.00%	100.00%	99.73%	99.80%	99.56%	100.00%	100.00%	100.00%	99.65%	99.56%	100.00%	100.00%	98.96%	100.00%	99.50%	94.34%	99.67%	100.00%	99.77%	99.70%	99.61%	99.13%	100.00%	100.00%	99.58%	100.00%	99.52%	100.00%	100.00%	99.68%	99.33%	99.63%	100.00%					
22	. Хакамада Ирина Муцуовна	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.04%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	42	7	2	10	0	1	1	1	2	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	2	0					
		0.19%	0.30%	0.10%	0.38%	0.00%	0.29%	0.52%	0.86%	0.44%	0.00%	0.50%	0.35%	0.00%	0.00%	0.00%	0.14%	0.60%	0.00%	0.00%	0.28%	0.24%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.12%	0.30%	0.39%	0.00%	0.00%	0.00%	0.42%	0.00%	0.48%	0.00%	0.00%	0.32%	0.00%	0.37%	0.00%					
																																																														
24	Против всех	5	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.02%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
