Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Ртищевская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044					
14	Число погашенных открепительных удостоверений	324	22	2	7	6	5	4	0	5	7	1	1	2	1	15	19	0	1	0	0	0	11	5	2	9	10	6	10	3	9	8	8	8	9	9	1	8	10	10	5	9	0	6	1	3	10	7	8	7	9	10	6	2	7					
15	Число открепительных удостоверений выданных ТИК	22	1	0	0	3	1	0	2	1	0	2	0	1	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	"1. ""ЕДИНЕНИЕ"""	295	1	7	6	7	10	2	5	5	2	10	5	5	17	5	3	5	14	12	11	0	8	3	1	0	6	0	0	5	2	3	6	6	2	3	14	10	5	11	8	10	3	8	4	4	4	8	2	0	8	4	6	6	3					
		1.05%	0.43%	0.67%	1.25%	0.75%	1.16%	0.21%	0.89%	0.52%	0.40%	1.11%	0.39%	0.46%	1.48%	0.86%	0.73%	0.5%	1.73%	1.37%	1.19%	0.0%	0.85%	0.65%	0.35%	0.0%	3.20%	0.0%	0.0%	0.94%	0.61%	0.92%	1.98%	1.71%	0.92%	1.35%	2.04%	2.25%	1.41%	4.45%	2.13%	1.38%	1.16%	2.38%	1.97%	1.33%	0.97%	1.95%	0.36%	0.0%	2.21%	1.65%	1.99%	1.04%	1.02%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	489	5	15	6	33	19	26	15	19	13	22	24	35	35	7	15	19	6	12	24	1	11	6	1	0	0	0	1	24	0	0	1	6	0	0	12	2	1	4	3	4	0	2	0	1	18	3	3	1	3	0	1	28	2					
		1.75%	2.16%	1.45%	1.25%	3.53%	2.21%	2.80%	2.68%	1.98%	2.64%	2.45%	1.87%	3.25%	3.06%	1.20%	3.66%	1.9%	0.74%	1.37%	2.61%	0.52%	1.17%	1.31%	0.35%	0.0%	0.0%	0.0%	0.55%	4.53%	0.0%	0.0%	0.33%	1.71%	0.0%	0.0%	1.75%	0.45%	0.28%	1.61%	0.8%	0.55%	0.0%	0.59%	0.0%	0.33%	4.37%	0.73%	0.55%	0.29%	0.83%	0.0%	0.33%	4.88%	0.68%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	565	3	31	13	28	23	20	13	18	14	25	33	41	27	20	6	25	23	12	25	0	14	3	7	4	2	0	1	4	1	0	0	3	2	0	6	10	0	0	7	12	3	5	2	8	6	9	4	2	9	10	6	18	7					
		2.02%	1.29%	3.00%	2.72%	3.00%	2.68%	2.15%	2.32%	1.88%	2.84%	2.78%	2.57%	3.81%	2.36%	3.44%	1.46%	2.5%	2.85%	1.37%	2.72%	0.0%	1.49%	0.65%	2.50%	2.94%	1.06%	0.0%	0.55%	0.75%	0.30%	0.0%	0.0%	0.85%	0.92%	0.0%	0.87%	2.25%	0.0%	0.0%	1.86%	1.65%	1.16%	1.49%	0.98%	2.66%	1.45%	2.20%	0.73%	0.59%	2.49%	4.14%	1.99%	3.14%	2.38%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	347	0	14	4	16	10	13	5	7	6	12	24	22	22	15	4	20	12	8	14	0	24	2	8	1	0	0	0	7	0	3	3	7	2	2	7	3	1	2	0	10	1	1	0	0	1	8	6	1	5	1	2	11	0					
		1.24%	0.0%	1.35%	0.83%	1.71%	1.16%	1.40%	0.89%	0.73%	1.21%	1.33%	1.87%	2.04%	1.92%	2.58%	0.97%	2.0%	1.49%	0.91%	1.52%	0.0%	2.56%	0.43%	2.86%	0.73%	0.0%	0.0%	0.0%	1.32%	0.0%	0.92%	0.99%	2.0%	0.92%	0.90%	1.02%	0.67%	0.28%	0.80%	0.0%	1.38%	0.38%	0.29%	0.0%	0.0%	0.24%	1.95%	1.10%	0.29%	1.38%	0.41%	0.66%	1.91%	0.0%					
22	"5. ""За Русь Святую"""	104	5	4	0	4	2	8	1	7	1	4	3	2	8	0	1	3	2	3	1	1	4	0	2	3	0	0	0	1	2	1	1	2	0	0	8	1	0	0	4	0	0	1	1	0	0	2	0	3	4	2	0	2	0					
		0.37%	2.16%	0.38%	0.0%	0.42%	0.23%	0.86%	0.17%	0.73%	0.20%	0.44%	0.23%	0.18%	0.69%	0.0%	0.24%	0.3%	0.24%	0.34%	0.10%	0.52%	0.42%	0.0%	0.71%	2.20%	0.0%	0.0%	0.0%	0.18%	0.61%	0.30%	0.33%	0.57%	0.0%	0.0%	1.16%	0.22%	0.0%	0.0%	1.06%	0.0%	0.0%	0.29%	0.49%	0.0%	0.0%	0.48%	0.0%	0.88%	1.10%	0.82%	0.0%	0.34%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	93	0	5	0	1	1	0	6	3	0	1	4	3	3	2	2	2	4	2	3	0	2	2	2	1	0	6	0	2	0	0	1	0	0	0	2	2	1	0	0	6	3	1	1	1	2	3	0	2	3	1	3	3	1					
		0.33%	0.0%	0.48%	0.0%	0.10%	0.11%	0.0%	1.07%	0.31%	0.0%	0.11%	0.31%	0.27%	0.26%	0.34%	0.48%	0.2%	0.49%	0.22%	0.32%	0.0%	0.21%	0.43%	0.71%	0.73%	0.0%	1.31%	0.0%	0.37%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.29%	0.45%	0.28%	0.0%	0.0%	0.82%	1.16%	0.29%	0.49%	0.33%	0.48%	0.73%	0.0%	0.59%	0.83%	0.41%	0.99%	0.52%	0.34%					
24	"7. ""Новый курс - Автомобильная Россия"""	110	0	7	3	3	6	3	4	3	5	9	10	4	9	3	0	7	1	2	5	0	6	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	4	0					
		0.39%	0.0%	0.67%	0.62%	0.32%	0.70%	0.32%	0.71%	0.31%	1.01%	1.00%	0.78%	0.37%	0.78%	0.51%	0.0%	0.7%	0.12%	0.22%	0.54%	0.0%	0.64%	0.21%	0.0%	0.0%	0.0%	0.21%	0.0%	0.18%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.95%	0.0%	0.0%	0.0%	0.69%	0.0%					
25	"8. ""Народно-республиканская партия России"""	29	0	0	0	0	0	0	0	3	2	0	1	0	3	1	0	2	1	1	3	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	2	0	0	0	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.40%	0.0%	0.07%	0.0%	0.26%	0.17%	0.0%	0.2%	0.12%	0.11%	0.32%	0.0%	0.10%	0.21%	0.0%	0.73%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.48%	0.48%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	40	0	4	0	1	0	0	0	1	0	0	3	0	4	1	0	1	3	0	0	0	6	0	0	0	1	0	0	1	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	4	2	2	0	0	0	0	0	0					
		0.14%	0.0%	0.38%	0.0%	0.10%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.23%	0.0%	0.34%	0.17%	0.0%	0.1%	0.37%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.92%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.97%	0.48%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	765	3	19	1	15	22	21	5	12	5	18	20	21	13	22	4	24	10	15	35	1	17	18	4	5	1	26	5	27	5	34	20	14	5	5	38	28	7	17	10	20	12	16	7	13	17	3	12	7	10	10	27	31	8					
		2.73%	1.29%	1.84%	0.20%	1.60%	2.56%	2.26%	0.89%	1.25%	1.01%	2.00%	1.56%	1.95%	1.13%	3.78%	0.97%	2.4%	1.24%	1.71%	3.81%	0.52%	1.81%	3.93%	1.43%	3.67%	0.53%	5.70%	2.79%	5.10%	1.54%	10.46%	6.62%	4.0%	2.30%	2.25%	5.54%	6.32%	1.97%	6.88%	2.66%	2.76%	4.65%	4.77%	3.44%	4.33%	4.13%	0.73%	2.20%	2.07%	2.77%	4.14%	8.97%	5.41%	2.73%					
28	"11. ""Истинные патриоты России"""	28	0	0	1	0	0	0	0	0	0	0	4	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	1	5	0	0	0	0	1	2	2	0					
		0.10%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.09%	0.08%	0.0%	0.24%	0.0%	0.12%	0.11%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.66%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.29%	0.0%	0.33%	1.21%	0.0%	0.0%	0.0%	0.0%	0.41%	0.66%	0.34%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	466	2	17	6	13	11	16	9	26	8	0	11	11	15	12	10	26	12	22	14	2	11	10	6	1	0	2	0	11	2	5	2	4	9	4	20	7	4	13	5	17	1	3	1	4	17	16	2	6	14	4	14	5	3					
		1.66%	0.86%	1.64%	1.25%	1.39%	1.28%	1.72%	1.61%	2.71%	1.62%	0.0%	0.85%	1.02%	1.31%	2.06%	2.44%	2.6%	1.49%	2.52%	1.52%	1.04%	1.17%	2.18%	2.15%	0.73%	0.0%	0.43%	0.0%	2.07%	0.61%	1.53%	0.66%	1.14%	4.14%	1.80%	2.91%	1.58%	1.12%	5.26%	1.33%	2.35%	0.38%	0.89%	0.49%	1.33%	4.13%	3.91%	0.36%	1.77%	3.87%	1.65%	4.65%	0.87%	1.02%					
30	"13. ""Демократическая партия России"""	56	3	0	0	3	3	3	1	0	2	0	3	1	0	1	2	2	2	0	6	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	3	0	4	0	0	0	0	1	1	0	1	4	0	1	2	0	0	0	2					
		0.20%	1.29%	0.0%	0.0%	0.32%	0.35%	0.32%	0.17%	0.0%	0.40%	0.0%	0.23%	0.09%	0.0%	0.17%	0.48%	0.2%	0.24%	0.0%	0.65%	0.0%	0.0%	0.21%	0.35%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.28%	0.0%	0.45%	0.43%	0.0%	1.12%	0.0%	0.0%	0.0%	0.0%	0.29%	0.49%	0.0%	0.24%	0.97%	0.0%	0.29%	0.55%	0.0%	0.0%	0.0%	0.68%					
31	"14. ""Великая Россия - Евразийский Союз"""	42	2	0	0	0	4	0	2	1	2	1	2	1	2	0	1	2	1	4	2	0	3	0	1	0	0	1	0	2	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0					
		0.15%	0.86%	0.0%	0.0%	0.0%	0.46%	0.0%	0.35%	0.10%	0.40%	0.11%	0.15%	0.09%	0.17%	0.0%	0.24%	0.2%	0.12%	0.45%	0.21%	0.0%	0.32%	0.0%	0.35%	0.0%	0.0%	0.21%	0.0%	0.37%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.22%	0.28%	0.40%	0.0%	0.13%	0.0%	0.29%	0.49%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	28	1	1	0	0	4	0	1	1	0	0	2	0	1	0	0	0	2	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	3					
		0.10%	0.43%	0.09%	0.0%	0.0%	0.46%	0.0%	0.17%	0.10%	0.0%	0.0%	0.15%	0.0%	0.08%	0.0%	0.0%	0.0%	0.24%	0.34%	0.21%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.55%	0.0%	0.0%	0.0%	1.02%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1801	16	60	18	91	86	52	44	53	35	65	92	118	102	60	37	96	77	91	91	1	111	14	12	3	5	16	4	27	7	14	19	8	5	4	28	16	13	3	8	31	4	4	6	10	12	12	22	26	12	17	4	35	4					
		6.44%	6.92%	5.81%	3.77%	9.75%	10.03%	5.60%	7.88%	5.54%	7.11%	7.24%	7.18%	10.96%	8.92%	10.32%	9.04%	9.6%	9.56%	10.42%	9.91%	0.52%	11.87%	3.05%	4.30%	2.20%	2.67%	3.50%	2.23%	5.10%	2.16%	4.30%	6.29%	2.28%	2.30%	1.80%	4.08%	3.61%	3.67%	1.21%	2.13%	4.28%	1.55%	1.19%	2.95%	3.33%	2.91%	2.93%	4.03%	7.69%	3.32%	7.05%	1.32%	6.10%	1.36%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	81	0	1	4	2	0	1	2	1	2	3	2	0	2	0	0	1	0	2	3	0	0	0	3	0	0	0	0	2	0	17	0	0	2	0	3	3	1	0	2	1	3	1	1	0	2	4	1	0	5	2	1	1	0					
		0.29%	0.0%	0.09%	0.83%	0.21%	0.0%	0.10%	0.35%	0.10%	0.40%	0.33%	0.15%	0.0%	0.17%	0.0%	0.0%	0.1%	0.0%	0.22%	0.32%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	5.23%	0.0%	0.0%	0.92%	0.0%	0.43%	0.67%	0.28%	0.0%	0.53%	0.13%	1.16%	0.29%	0.49%	0.0%	0.48%	0.97%	0.18%	0.0%	1.38%	0.82%	0.33%	0.17%	0.0%					
35	"18. ""ЛДПР"""	3147	21	132	83	103	102	120	100	110	60	130	115	149	131	70	66	103	109	142	119	7	170	14	38	7	9	23	7	59	36	31	16	28	32	34	54	17	16	32	34	64	19	23	16	42	51	48	40	45	22	33	29	62	24					
		11.26%	9.09%	12.80%	17.40%	11.03%	11.90%	12.94%	17.92%	11.50%	12.19%	14.49%	8.98%	13.84%	11.46%	12.04%	16.13%	10.3%	13.54%	16.26%	12.96%	3.66%	18.18%	3.05%	13.62%	5.14%	4.81%	5.04%	3.91%	11.15%	11.14%	9.53%	5.29%	8.0%	14.74%	15.31%	7.88%	3.83%	4.51%	12.95%	9.06%	8.85%	7.36%	6.86%	7.88%	14.0%	12.40%	11.73%	7.33%	13.31%	6.09%	13.69%	9.63%	10.82%	8.19%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	484	5	16	7	27	14	10	13	17	10	16	29	17	30	15	4	25	17	9	23	0	17	3	0	1	7	0	1	2	0	3	6	6	2	2	9	7	7	2	9	19	3	4	1	1	8	9	15	4	3	8	10	11	0					
		1.73%	2.16%	1.55%	1.46%	2.89%	1.63%	1.07%	2.32%	1.77%	2.03%	1.78%	2.26%	1.57%	2.62%	2.58%	0.97%	2.5%	2.11%	1.03%	2.50%	0.0%	1.81%	0.65%	0.0%	0.73%	3.74%	0.0%	0.55%	0.37%	0.0%	0.92%	1.98%	1.71%	0.92%	0.90%	1.31%	1.58%	1.97%	0.80%	2.4%	2.62%	1.16%	1.19%	0.49%	0.33%	1.94%	2.20%	2.75%	1.18%	0.83%	3.31%	3.32%	1.91%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	12744	53	460	188	344	265	450	215	408	171	312	509	356	403	212	167	372	288	326	304	164	335	306	117	96	123	311	131	267	240	178	186	209	128	114	330	252	264	141	217	404	146	192	134	182	177	196	359	189	160	112	161	247	173					
		45.63%	22.94%	44.61%	39.41%	36.87%	30.92%	48.54%	38.53%	42.67%	34.75%	34.78%	39.76%	33.08%	35.25%	36.48%	40.83%	37.2%	35.77%	37.34%	33.11%	85.86%	35.82%	66.81%	41.93%	70.58%	65.77%	68.20%	73.18%	50.47%	74.30%	54.76%	61.58%	59.71%	58.98%	51.35%	48.17%	56.88%	74.57%	57.08%	57.86%	55.87%	56.58%	57.31%	66.00%	60.66%	43.06%	47.92%	65.87%	55.91%	44.32%	46.47%	53.48%	43.10%	59.04%					
38	"21. ""Российская Конституционно-демократическая партия"""	80	3	4	2	3	5	0	1	3	1	0	4	2	3	1	2	2	2	3	1	0	2	0	1	0	1	0	0	0	0	0	1	2	1	0	2	2	0	0	2	4	0	1	2	2	2	2	5	0	2	0	0	2	2					
		0.28%	1.29%	0.38%	0.41%	0.32%	0.58%	0.0%	0.17%	0.31%	0.20%	0.0%	0.31%	0.18%	0.26%	0.17%	0.48%	0.2%	0.24%	0.34%	0.10%	0.0%	0.21%	0.0%	0.35%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.57%	0.46%	0.0%	0.29%	0.45%	0.0%	0.0%	0.53%	0.55%	0.0%	0.29%	0.98%	0.66%	0.48%	0.48%	0.91%	0.0%	0.55%	0.0%	0.0%	0.34%	0.68%					
39	"22. ""Развитие предпринимательства"""	38	1	5	0	1	0	1	1	3	1	2	0	0	2	2	1	1	0	0	2	0	4	0	3	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0					
		0.13%	0.43%	0.48%	0.0%	0.10%	0.0%	0.10%	0.17%	0.31%	0.20%	0.22%	0.0%	0.0%	0.17%	0.34%	0.24%	0.1%	0.0%	0.0%	0.21%	0.0%	0.42%	0.0%	1.07%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.33%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4612	84	175	118	190	223	157	81	222	116	216	242	235	245	110	64	194	172	153	173	8	121	63	58	5	23	65	28	53	24	8	31	32	18	40	110	65	22	14	53	79	43	53	17	22	72	50	11	22	59	21	23	74	55					
		16.51%	36.36%	16.97%	24.73%	20.36%	26.02%	16.93%	14.51%	23.22%	23.57%	24.08%	18.90%	21.84%	21.43%	18.93%	15.64%	19.4%	21.36%	17.52%	18.84%	4.18%	12.94%	13.75%	20.78%	3.67%	12.29%	14.25%	15.64%	10.01%	7.43%	2.46%	10.26%	9.14%	8.29%	18.01%	16.05%	14.67%	6.21%	5.66%	14.13%	10.92%	16.66%	15.82%	8.37%	7.33%	17.51%	12.22%	2.01%	6.50%	16.34%	8.71%	7.64%	12.91%	18.77%					
																																																												
41	Против всех	978	7	39	11	38	29	22	26	19	27	51	40	38	41	15	11	51	37	43	37	5	57	9	12	6	4	3	1	21	3	15	6	18	6	12	25	14	5	2	4	22	9	12	5	9	10	15	17	5	20	4	10	25	5					
		3.50%	3.03%	3.78%	2.30%	4.07%	3.38%	2.37%	4.65%	1.98%	5.48%	5.68%	3.12%	3.53%	3.58%	2.58%	2.68%	5.1%	4.59%	4.92%	4.03%	2.61%	6.09%	1.96%	4.30%	4.41%	2.13%	0.65%	0.55%	3.96%	0.92%	4.61%	1.98%	5.14%	2.76%	5.40%	3.64%	3.16%	1.41%	0.80%	1.06%	3.04%	3.48%	3.58%	2.46%	3.0%	2.43%	3.66%	3.11%	1.47%	5.54%	1.65%	3.32%	4.36%	1.70%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
