Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Каширская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4553	170	109	134	33	168	73	203	133	129	139	28	172	68	189	41	115	252	181	184	146	157	224	181	39	171	60	62	126	86	92	63	82	25	69	30	37	70	56	44	97	39	19	4	53					
		18.00%	16.36%	21.76%	22.48%	13.10%	18.73%	20.33%	21.99%	22.74%	20.98%	19.74%	16.57%	19.03%	18.89%	20.54%	7.55%	21.26%	21.36%	20.52%	24.08%	19.97%	20.85%	23.50%	21.27%	18.31%	20.58%	21.20%	16.99%	18.18%	13.52%	13.12%	21.58%	14.83%	10.25%	10.99%	15.79%	16.37%	18.13%	14.58%	25.58%	15.65%	8.44%	11.31%	1.14%	6.06%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3868	191	72	77	37	142	59	125	70	83	103	25	152	49	121	158	90	160	137	122	84	97	111	106	28	143	25	56	121	92	98	64	90	36	92	24	28	64	57	26	138	69	26	33	187					
		15.29%	18.38%	14.37%	12.92%	14.68%	15.83%	16.43%	13.54%	11.97%	13.50%	14.63%	14.79%	16.81%	13.61%	13.15%	29.10%	16.64%	13.56%	15.53%	15.97%	11.49%	12.88%	11.65%	12.46%	13.15%	17.21%	8.83%	15.34%	17.46%	14.47%	13.98%	21.92%	16.27%	14.75%	14.65%	12.63%	12.39%	16.58%	14.84%	15.12%	22.26%	14.94%	15.48%	9.43%	21.37%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	283	5	9	6	5	8	4	8	8	11	9	2	11	6	18	12	6	24	11	4	10	10	6	8	3	8	1	5	14	5	10	2	11	0	3	1	0	2	2	0	9	3	2	1	0					
		1.12%	0.48%	1.80%	1.01%	1.98%	0.89%	1.11%	0.87%	1.37%	1.79%	1.28%	1.18%	1.22%	1.67%	1.96%	2.21%	1.11%	2.03%	1.25%	0.52%	1.37%	1.33%	0.63%	0.94%	1.41%	0.96%	0.35%	1.37%	2.02%	0.79%	1.43%	0.68%	1.99%	0.00%	0.48%	0.53%	0.00%	0.52%	0.52%	0.00%	1.45%	0.65%	1.19%	0.29%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6227	168	133	151	75	266	93	247	159	163	194	51	223	82	231	142	145	332	196	196	219	185	272	196	69	191	68	91	143	131	165	59	164	101	156	62	77	115	124	24	149	148	16	17	38					
		24.62%	16.17%	26.55%	25.34%	29.76%	29.65%	25.91%	26.76%	27.18%	26.50%	27.56%	30.18%	24.67%	22.78%	25.11%	26.15%	26.80%	28.14%	22.22%	25.65%	29.96%	24.57%	28.54%	23.03%	32.39%	22.98%	24.03%	24.93%	20.63%	20.60%	23.54%	20.21%	29.66%	41.39%	24.84%	32.63%	34.07%	29.79%	32.29%	13.95%	24.03%	32.03%	9.52%	4.86%	4.34%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	960	33	27	38	14	28	22	35	22	16	38	1	43	12	61	21	38	53	54	30	42	34	38	26	9	32	11	16	35	19	16	10	14	9	10	5	4	0	3	0	10	10	5	8	8					
		3.80%	3.18%	5.39%	6.38%	5.56%	3.12%	6.13%	3.79%	3.76%	2.60%	5.40%	0.59%	4.76%	3.33%	6.63%	3.87%	7.02%	4.49%	6.12%	3.93%	5.75%	4.52%	3.99%	3.06%	4.23%	3.85%	3.89%	4.38%	5.05%	2.99%	2.28%	3.42%	2.53%	3.69%	1.59%	2.63%	1.77%	0.00%	0.78%	0.00%	1.61%	2.16%	2.98%	2.29%	0.91%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8445	444	124	178	75	245	92	270	177	186	202	51	269	127	268	141	136	313	281	210	204	223	258	287	59	256	78	128	223	263	293	83	164	68	279	65	75	119	130	78	199	183	91	277	573					
		33.39%	42.73%	24.75%	29.87%	29.76%	27.31%	25.63%	29.25%	30.26%	30.24%	28.69%	30.18%	29.76%	35.28%	29.13%	25.97%	25.14%	26.53%	31.86%	27.49%	27.91%	29.61%	27.07%	33.73%	27.70%	30.81%	27.56%	35.07%	32.18%	41.35%	41.80%	28.42%	29.66%	27.87%	44.43%	34.21%	33.19%	30.83%	33.85%	45.35%	32.10%	39.61%	54.17%	79.14%	65.49%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	156	6	7	2	2	13	4	6	3	1	4	2	5	5	5	6	3	9	7	4	13	5	8	5	0	0	0	2	5	5	1	0	5	0	1	1	0	1	1	0	5	2	2	0	0					
		0.62%	0.58%	1.40%	0.34%	0.79%	1.45%	1.11%	0.65%	0.51%	0.16%	0.57%	1.18%	0.55%	1.39%	0.54%	1.10%	0.55%	0.76%	0.79%	0.52%	1.78%	0.66%	0.84%	0.59%	0.00%	0.00%	0.00%	0.55%	0.72%	0.79%	0.14%	0.00%	0.90%	0.00%	0.16%	0.53%	0.00%	0.26%	0.26%	0.00%	0.81%	0.43%	1.19%	0.00%	0.00%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
