Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Верхнеуральская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	343	10	17	10	15	10	20	10	20	4	4	4	7	4	4	4	4	7	4	6	4	7	4	4	4	4	19	4	4	6	8	4	4	4	4	4	7	3	3	14	3	8	4	3	3	3	3	3	11	3	3	8	3	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	257	7	17	10	15	10	20	10	17	2	0	0	4	2	0	3	0	7	1	6	4	7	0	0	1	0	19	1	4	6	8	0	1	1	3	0	7	0	2	14	3	8	2	3	2	3	0	0	11	3	1	6	3	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	392	6	9	2	5	2	37	23	8	3	1	1	82	119	1	1	1	5	0	11	4	5	1	2	3	0	3	1	1	2	2	1	1	8	0	1	5	1	1	1	0	0	1	1	2	3	4	0	2	2	0	1	9	1	6					
14	Число погашенных неиспользованных открепительных удостоверений	86	3	0	0	0	0	0	0	3	2	4	4	3	2	4	1	4	0	3	0	0	0	4	4	3	4	0	3	0	0	0	4	3	3	1	4	0	3	1	0	0	0	2	0	1	0	3	3	0	0	2	2	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	373	6	16	11	14	17	25	14	13	5	2	0	19	8	4	3	2	14	0	5	6	25	5	0	8	1	32	5	4	2	1	0	7	7	2	4	17	0	4	9	6	1	0	0	0	17	2	0	8	4	4	2	5	5	2					
		1.83%	0.69%	1.70%	1.65%	1.46%	1.59%	1.47%	0.88%	0.92%	1.99%	3.17%	0.00%	2.64%	2.32%	1.59%	1.79%	1.36%	3.10%	0.00%	1.27%	3.16%	3.84%	2.43%	0.00%	5.19%	0.53%	3.58%	3.11%	1.98%	1.90%	0.76%	0.00%	2.90%	1.97%	1.82%	2.40%	2.22%	0.00%	2.82%	1.60%	4.88%	0.88%	0.00%	0.00%	0.00%	5.28%	2.02%	0.00%	1.24%	3.23%	1.76%	1.92%	2.31%	2.73%	1.98%					
19	2.Всероссийская политическая партия «Гражданская Сила»	55	4	1	1	4	0	7	10	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	1	2	0	2	0	0	0	0	0	2	0	1	1	0	1	0	1	1	3	0	0	0	1	1	0	1	0	0					
		0.27%	0.46%	0.11%	0.15%	0.42%	0.00%	0.41%	0.63%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.34%	0.62%	0.99%	0.00%	1.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.70%	0.18%	0.00%	0.88%	0.00%	0.60%	1.08%	0.93%	0.00%	0.00%	0.00%	0.81%	0.44%	0.00%	0.46%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	29	1	0	3	1	0	0	1	0	0	1	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	7	0	0	0	0	0	0	1	0	0	3	0	0					
		0.14%	0.11%	0.00%	0.45%	0.10%	0.00%	0.00%	0.06%	0.00%	0.00%	1.59%	0.00%	0.28%	0.29%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.95%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.18%	0.00%	0.00%	7.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	1.39%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1432	65	75	24	74	68	163	120	129	11	5	7	101	47	8	25	7	19	8	23	12	45	3	0	4	2	52	10	15	1	2	1	7	25	4	11	55	13	14	17	6	6	2	8	11	30	3	0	28	5	19	13	16	8	5					
		7.01%	7.43%	7.98%	3.60%	7.74%	6.38%	9.59%	7.56%	9.14%	4.38%	7.94%	6.73%	14.05%	13.62%	3.19%	14.88%	4.76%	4.20%	7.69%	5.85%	6.32%	6.91%	1.46%	0.00%	2.60%	1.05%	5.81%	6.21%	7.43%	0.95%	1.53%	0.94%	2.90%	7.04%	3.64%	6.59%	7.17%	9.77%	9.86%	3.03%	4.88%	5.26%	2.17%	4.79%	11.83%	9.32%	3.03%	0.00%	4.33%	4.03%	8.37%	12.50%	7.41%	4.37%	4.95%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	32	3	1	1	5	3	3	1	3	0	0	0	1	1	0	0	0	1	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0					
		0.16%	0.34%	0.11%	0.15%	0.52%	0.28%	0.18%	0.06%	0.21%	0.00%	0.00%	0.00%	0.14%	0.29%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	1.05%	0.15%	0.00%	1.23%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	46	3	5	2	0	4	4	3	0	0	0	1	0	1	1	1	1	0	0	1	0	4	0	0	0	0	2	0	1	1	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	2	1	0	2	0	0	0	0	0	0					
		0.23%	0.34%	0.53%	0.30%	0.00%	0.38%	0.24%	0.19%	0.00%	0.00%	0.00%	0.96%	0.00%	0.29%	0.40%	0.60%	0.68%	0.00%	0.00%	0.25%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.50%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	1.50%	0.00%	0.18%	0.00%	0.00%	0.00%	0.60%	0.00%	0.62%	1.01%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1431	87	82	61	70	79	109	142	111	21	5	3	38	16	7	13	4	42	6	53	9	38	7	3	5	14	61	10	8	10	7	2	7	20	13	13	41	5	3	52	9	11	0	2	5	18	2	4	44	6	16	6	11	11	9					
		7.01%	9.94%	8.72%	9.15%	7.32%	7.41%	6.41%	8.94%	7.87%	8.37%	7.94%	2.88%	5.29%	4.64%	2.79%	7.74%	2.72%	9.29%	5.77%	13.49%	4.74%	5.84%	3.40%	3.70%	3.25%	7.37%	6.82%	6.21%	3.96%	9.52%	5.34%	1.89%	2.90%	5.63%	11.82%	7.78%	5.35%	3.76%	2.11%	9.27%	7.32%	9.65%	0.00%	1.20%	5.38%	5.59%	2.02%	6.67%	6.80%	4.84%	7.05%	5.77%	5.09%	6.01%	8.91%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2542	124	100	69	145	208	193	174	173	53	11	21	54	64	30	18	13	66	20	41	40	45	30	13	14	8	118	17	26	18	18	15	32	49	9	23	117	22	6	72	5	6	6	12	7	22	17	17	73	14	26	5	14	44	5					
		12.45%	14.17%	10.64%	10.34%	15.17%	19.51%	11.35%	10.96%	12.26%	21.12%	17.46%	20.19%	7.51%	18.55%	11.95%	10.71%	8.84%	14.60%	19.23%	10.43%	21.05%	6.91%	14.56%	16.05%	9.09%	4.21%	13.18%	10.56%	12.87%	17.14%	13.74%	14.15%	13.28%	13.80%	8.18%	13.77%	15.25%	16.54%	4.23%	12.83%	4.07%	5.26%	6.52%	7.19%	7.53%	6.83%	17.17%	28.33%	11.28%	11.29%	11.45%	4.81%	6.48%	24.04%	4.95%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	220	6	8	16	12	11	13	13	17	11	8	4	4	10	3	1	3	2	1	6	0	0	1	0	3	0	6	1	1	5	1	2	0	7	0	1	6	3	0	4	2	0	2	1	0	2	0	0	5	3	4	3	5	3	0					
		1.08%	0.69%	0.85%	2.40%	1.26%	1.03%	0.76%	0.82%	1.20%	4.38%	12.70%	3.85%	0.56%	2.90%	1.20%	0.60%	2.04%	0.44%	0.96%	1.53%	0.00%	0.00%	0.49%	0.00%	1.95%	0.00%	0.67%	0.62%	0.50%	4.76%	0.76%	1.89%	0.00%	1.97%	0.00%	0.60%	0.78%	2.26%	0.00%	0.71%	1.63%	0.00%	2.17%	0.60%	0.00%	0.62%	0.00%	0.00%	0.77%	2.42%	1.76%	2.88%	2.31%	1.64%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13905	561	646	466	610	656	1145	1078	931	150	29	68	483	183	193	104	115	303	65	262	114	490	160	63	116	161	604	115	141	64	99	82	182	241	80	115	511	84	113	391	93	88	75	140	68	220	73	37	478	90	150	74	158	108	79					
		68.10%	64.11%	68.72%	69.87%	63.81%	61.54%	67.35%	67.88%	65.98%	59.76%	46.03%	65.38%	67.18%	53.04%	76.89%	61.90%	78.23%	67.04%	62.50%	66.67%	60.00%	75.27%	77.67%	77.78%	75.32%	84.74%	67.49%	71.43%	69.80%	60.95%	75.57%	77.36%	75.52%	67.89%	72.73%	68.86%	66.62%	63.16%	79.58%	69.70%	75.61%	77.19%	81.52%	83.83%	73.12%	68.32%	73.74%	61.67%	73.88%	72.58%	66.08%	71.15%	73.15%	59.02%	78.22%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	109	5	2	3	10	6	13	11	9	0	2	0	0	6	1	1	2	4	3	1	3	0	0	0	0	0	3	0	0	1	0	0	1	2	0	0	6	1	0	3	1	0	0	0	0	3	0	0	2	0	2	1	1	0	0					
		0.53%	0.57%	0.21%	0.45%	1.05%	0.56%	0.76%	0.69%	0.64%	0.00%	3.17%	0.00%	0.00%	1.74%	0.40%	0.60%	1.36%	0.88%	2.88%	0.25%	1.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.95%	0.00%	0.00%	0.41%	0.56%	0.00%	0.00%	0.78%	0.75%	0.00%	0.53%	0.81%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.31%	0.00%	0.88%	0.96%	0.46%	0.00%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
