Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Верхнеуральская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	905	23	18	20	33	30	35	30	23	29	4	4	13	8	4	14	4	53	24	26	39	23	44	10	4	4	43	4	19	4	4	4	4	4	4	4	33	8	4	63	17	24	4	24	20	13	9	14	23	6	7	4	9	4	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	905	23	18	20	33	30	35	30	23	29	4	4	13	8	4	14	4	53	24	26	39	23	44	10	4	4	43	4	19	4	4	4	4	4	4	4	33	8	4	63	17	24	4	24	20	13	9	14	23	6	7	4	9	4	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	349	3	10	8	6	9	12	0	5	3	1	1	87	85	3	3	0	7	2	12	6	0	2	2	2	0	5	3	2	1	1	2	2	0	3	1	12	0	1	3	2	5	8	3	1	4	0	1	5	2	2	2	3	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	7	3	3	4	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3444	164	123	117	183	212	213	188	184	71	25	18	123	47	41	30	35	92	16	56	42	108	50	10	35	19	193	33	17	22	15	24	31	70	29	31	137	29	31	90	22	19	27	32	21	43	16	13	99	23	40	23	43	44	25					
		18.64%	20.79%	16.38%	19.44%	21.45%	21.48%	14.11%	13.73%	14.20%	30.21%	40.32%	23.68%	18.20%	17.03%	19.25%	18.87%	27.56%	19.78%	15.24%	16.87%	27.45%	16.90%	20.83%	15.38%	25.55%	9.22%	24.13%	23.40%	9.50%	20.18%	14.02%	20.69%	14.62%	21.15%	26.13%	18.02%	22.80%	25.22%	22.79%	15.46%	15.94%	19.00%	26.73%	21.77%	22.34%	15.25%	18.39%	21.67%	16.92%	21.30%	18.87%	24.47%	22.51%	29.53%	26.04%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2297	90	90	81	118	112	195	167	162	39	1	4	53	18	23	22	16	70	9	73	20	81	34	10	12	20	113	12	27	8	27	9	15	31	13	30	75	21	11	91	18	12	14	13	6	62	4	9	61	17	25	11	18	14	10					
		12.43%	11.41%	11.98%	13.46%	13.83%	11.35%	12.91%	12.20%	12.50%	16.60%	1.61%	5.26%	7.84%	6.52%	10.80%	13.84%	12.60%	15.05%	8.57%	21.99%	13.07%	12.68%	14.17%	15.38%	8.76%	9.71%	14.13%	8.51%	15.08%	7.34%	25.23%	7.76%	7.08%	9.37%	11.71%	17.44%	12.48%	18.26%	8.09%	15.64%	13.04%	12.00%	13.86%	8.84%	6.38%	21.99%	4.60%	15.00%	10.43%	15.74%	11.79%	11.70%	9.42%	9.40%	10.42%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	156	7	12	6	8	10	8	15	15	4	1	0	8	5	1	3	0	1	1	2	0	2	0	0	2	0	8	1	1	0	1	0	3	2	1	1	3	1	1	2	1	0	0	0	1	1	1	1	2	3	5	0	2	3	0					
		0.84%	0.89%	1.60%	0.99%	0.94%	1.01%	0.53%	1.10%	1.16%	1.70%	1.61%	0.00%	1.18%	1.81%	0.47%	1.89%	0.00%	0.22%	0.95%	0.60%	0.00%	0.31%	0.00%	0.00%	1.46%	0.00%	1.00%	0.71%	0.56%	0.00%	0.93%	0.00%	1.42%	0.60%	0.90%	0.58%	0.50%	0.87%	0.74%	0.34%	0.72%	0.00%	0.00%	0.00%	1.06%	0.35%	1.15%	1.67%	0.34%	2.78%	2.36%	0.00%	1.05%	2.01%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3004	103	104	69	111	103	334	346	334	29	10	4	179	53	37	37	28	54	32	45	19	91	15	1	20	13	121	10	39	3	7	13	13	73	4	9	106	10	24	56	11	7	5	21	14	53	15	5	85	16	25	24	28	24	12					
		16.26%	13.05%	13.85%	11.46%	13.01%	10.44%	22.12%	25.27%	25.77%	12.34%	16.13%	5.26%	26.48%	19.20%	17.37%	23.27%	22.05%	11.61%	30.48%	13.55%	12.42%	14.24%	6.25%	1.54%	14.60%	6.31%	15.13%	7.09%	21.79%	2.75%	6.54%	11.21%	6.13%	22.05%	3.60%	5.23%	17.64%	8.70%	17.65%	9.62%	7.97%	7.00%	4.95%	14.29%	14.89%	18.79%	17.24%	8.33%	14.53%	14.81%	11.79%	25.53%	14.66%	16.11%	12.50%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	245	13	14	7	14	8	29	23	25	0	0	0	11	10	1	1	0	9	0	4	6	4	4	0	0	3	10	4	1	0	2	0	2	0	1	1	6	1	2	8	0	0	0	2	1	5	3	0	3	1	3	0	2	1	0					
		1.33%	1.65%	1.86%	1.16%	1.64%	0.81%	1.92%	1.68%	1.93%	0.00%	0.00%	0.00%	1.63%	3.62%	0.47%	0.63%	0.00%	1.94%	0.00%	1.20%	3.92%	0.63%	1.67%	0.00%	0.00%	1.46%	1.25%	2.84%	0.56%	0.00%	1.87%	0.00%	0.94%	0.00%	0.90%	0.58%	0.99%	0.87%	1.47%	1.37%	0.00%	0.00%	0.00%	1.36%	1.06%	1.77%	3.45%	0.00%	0.51%	0.93%	1.42%	0.00%	1.05%	0.67%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8960	391	399	311	402	532	686	596	535	91	25	50	282	135	108	63	46	233	45	145	64	336	135	44	67	149	340	80	90	75	51	70	145	149	61	98	262	51	64	322	86	62	51	75	50	115	47	30	326	46	110	35	95	56	48					
		48.49%	49.56%	53.13%	51.66%	47.13%	53.90%	45.43%	43.54%	41.28%	38.72%	40.32%	65.79%	41.72%	48.91%	50.70%	39.62%	36.22%	50.11%	42.86%	43.67%	41.83%	52.58%	56.25%	67.69%	48.91%	72.33%	42.50%	56.74%	50.28%	68.81%	47.66%	60.34%	68.40%	45.02%	54.95%	56.98%	43.59%	44.35%	47.06%	55.33%	62.32%	62.00%	50.50%	51.02%	53.19%	40.78%	54.02%	50.00%	55.73%	42.59%	51.89%	37.23%	49.74%	37.58%	50.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	71	4	2	3	6	4	6	10	8	0	0	0	4	2	0	1	0	1	0	2	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	2	1	0	2	2	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0					
		0.38%	0.51%	0.27%	0.50%	0.70%	0.41%	0.40%	0.73%	0.62%	0.00%	0.00%	0.00%	0.59%	0.72%	0.00%	0.63%	0.00%	0.22%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.56%	0.92%	0.93%	0.00%	0.00%	0.00%	0.00%	1.16%	0.17%	0.00%	1.47%	0.34%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.47%	1.06%	0.00%	0.00%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
