Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
"Наименование Избирательной комиссии:    Набережные Челны, Автозаводская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203					
		0.64%	0.91%	1.34%	0.68%	0.47%	0.97%	0.24%	0.59%	0.68%	0.68%	0.56%	0.71%	0.27%	0.76%	0.83%	0.78%	0.27%	0.46%	0.10%	0.50%	0.51%	0.94%	0.70%	0.59%	0.83%	0.76%	0.90%	0.54%	0.48%	1.20%	0.26%	0.95%	0.42%	0.99%	0.31%	1.20%	0.72%	0.68%	0.41%	0.53%	0.44%	0.75%	1.19%	0.26%	0.44%	0.51%	0.32%	0.25%	0.76%	0.61%	0.64%	0.41%	0.74%	0.44%					
23	6.Политическая партия «Партия социальной справедливости»	294	3	17	9	3	2	4	8	11	14	3	6	4	0	3	5	5	7	6	7	13	6	5	7	8	10	5	3	6	6	4	6	5	2	2	12	6	6	5	6	6	3	4	0	4	2	5	1	1	4	4	7	6	7					
		0.31%	0.18%	0.84%	0.44%	0.20%	0.14%	0.19%	0.39%	0.54%	0.68%	0.17%	0.36%	0.22%	0.00%	0.16%	0.24%	0.27%	0.36%	0.29%	0.35%	0.73%	0.35%	0.27%	0.32%	0.37%	0.45%	0.24%	0.18%	0.29%	0.29%	0.52%	0.36%	0.30%	0.25%	0.10%	0.60%	0.31%	0.41%	0.29%	0.29%	0.44%	0.23%	0.20%	0.00%	0.35%	0.13%	0.32%	0.05%	0.06%	0.22%	0.23%	0.41%	0.28%	0.34%					
24	7.Политическая партия «Либерально-демократическая партия России»	5524	107	127	111	94	122	140	126	125	146	111	128	64	91	61	121	82	134	70	22	107	63	150	162	127	142	150	80	75	134	32	131	84	46	128	90	67	90	82	159	64	100	100	84	71	67	79	150	138	156	71	122	150	91					
		5.80%	6.51%	6.30%	5.40%	6.33%	8.49%	6.79%	6.21%	6.10%	7.10%	6.22%	7.61%	3.49%	4.93%	3.17%	5.87%	4.44%	6.81%	3.35%	1.10%	6.00%	3.70%	8.10%	7.37%	5.88%	6.38%	7.12%	4.80%	3.59%	6.42%	4.13%	7.75%	4.99%	5.69%	6.51%	4.51%	3.45%	6.16%	4.80%	7.63%	4.66%	7.53%	4.95%	7.16%	6.23%	4.23%	5.13%	7.49%	8.04%	8.70%	4.11%	7.08%	6.92%	4.43%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	9759	96	271	273	205	165	202	202	191	41	130	248	134	178	205	172	183	149	209	369	127	192	221	268	200	228	288	135	175	131	70	260	154	125	263	152	210	180	126	270	122	111	199	118	107	161	130	273	240	259	156	98	220	167					
		10.25%	5.84%	13.45%	13.27%	13.80%	11.48%	9.80%	9.96%	9.32%	1.99%	7.29%	14.74%	7.30%	9.64%	10.66%	8.34%	9.90%	7.57%	10.01%	18.43%	7.13%	11.26%	11.93%	12.20%	9.25%	10.24%	13.66%	8.11%	8.39%	6.28%	9.03%	15.38%	9.16%	15.47%	13.38%	7.62%	10.82%	12.32%	7.37%	12.96%	8.89%	8.36%	9.85%	10.06%	9.39%	10.16%	8.44%	13.62%	13.99%	14.44%	9.03%	5.68%	10.15%	8.13%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	422	9	10	13	4	8	12	7	15	22	4	10	0	11	7	9	6	7	6	2	5	8	9	10	18	5	15	5	8	13	0	6	5	4	8	5	8	2	6	13	4	5	4	5	1	10	12	20	12	9	7	7	4	7					
		0.44%	0.55%	0.50%	0.63%	0.27%	0.56%	0.58%	0.34%	0.73%	1.07%	0.22%	0.59%	0.00%	0.60%	0.36%	0.44%	0.32%	0.36%	0.29%	0.10%	0.28%	0.47%	0.49%	0.46%	0.83%	0.22%	0.71%	0.30%	0.38%	0.62%	0.00%	0.36%	0.30%	0.50%	0.41%	0.25%	0.41%	0.14%	0.35%	0.62%	0.29%	0.38%	0.20%	0.43%	0.09%	0.63%	0.78%	0.99%	0.70%	0.50%	0.41%	0.41%	0.18%	0.34%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	61902	1060	1155	1226	871	836	1340	1326	1376	1376	1184	979	1394	1234	1251	1340	1269	1300	1558	1311	1172	1187	1104	1284	1450	1476	1187	1222	1440	1448	508	935	1167	485	1258	1359	1380	973	1296	1171	928	865	1350	732	745	1046	1018	1209	977	1008	1167	1148	1400	1421					
		65.02%	64.48%	57.32%	59.60%	58.61%	58.18%	65.02%	65.35%	67.15%	66.89%	66.37%	58.20%	75.93%	66.81%	65.05%	64.99%	68.67%	66.02%	74.62%	65.48%	65.77%	69.62%	59.61%	58.44%	67.10%	66.31%	56.31%	73.39%	68.99%	69.38%	65.55%	55.33%	69.38%	60.02%	63.99%	68.09%	71.13%	66.60%	75.79%	56.22%	67.64%	65.14%	66.80%	62.40%	65.41%	66.04%	66.10%	60.33%	56.93%	56.19%	67.57%	66.59%	64.61%	69.18%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	977	35	27	22	15	23	29	26	26	28	12	22	16	17	18	20	16	11	11	9	17	18	28	41	25	39	29	13	18	10	6	22	14	11	12	23	10	15	12	35	10	9	32	6	6	13	12	21	22	12	10	13	20	10					
		1.03%	2.13%	1.34%	1.07%	1.01%	1.60%	1.41%	1.28%	1.27%	1.36%	0.67%	1.31%	0.87%	0.92%	0.94%	0.97%	0.87%	0.56%	0.53%	0.45%	0.95%	1.06%	1.51%	1.87%	1.16%	1.75%	1.38%	0.78%	0.86%	0.48%	0.77%	1.30%	0.83%	1.36%	0.61%	1.15%	0.52%	1.03%	0.70%	1.68%	0.73%	0.68%	1.58%	0.51%	0.53%	0.82%	0.78%	1.05%	1.28%	0.67%	0.58%	0.75%	0.92%	0.49%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
