Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
"Наименование Избирательной комиссии:    Набережные Челны, Автозаводская"																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3435	30	71	21	85	12	60	20	52	38	114	72	116	49	43	105	26	74	84	64	5	114	108	94	112	62	64	7	49	8	40	126	45	80	60	112	48	20	79	22	18	182	81	33	101	10	98	41	46	26	40	42	141	49	62	74					
		3.77%	1.66%	5.01%	1.68%	6.45%	0.65%	4.32%	1.62%	3.52%	2.89%	5.94%	4.05%	6.80%	2.99%	2.44%	5.07%	1.78%	4.12%	4.90%	3.08%	0.36%	6.10%	5.47%	5.20%	6.29%	3.84%	4.99%	0.44%	2.70%	0.47%	2.07%	6.37%	2.09%	3.99%	2.94%	6.19%	3.31%	1.03%	4.07%	1.32%	1.04%	12.83%	5.61%	2.28%	6.19%	1.47%	6.30%	2.65%	6.23%	1.65%	2.30%	2.25%	7.60%	2.66%	4.12%	3.91%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	500	15	6	5	8	2	5	3	4	6	12	5	17	8	3	10	15	15	9	19	0	8	17	9	18	4	8	4	7	5	1	15	4	12	20	6	15	5	10	12	3	17	9	3	9	1	22	13	8	13	3	8	4	16	12	12					
		0.55%	0.83%	0.42%	0.40%	0.61%	0.11%	0.36%	0.24%	0.27%	0.46%	0.63%	0.28%	0.99%	0.49%	0.17%	0.48%	1.03%	0.83%	0.53%	0.91%	0.00%	0.43%	0.86%	0.50%	1.01%	0.25%	0.62%	0.25%	0.39%	0.29%	0.05%	0.76%	0.19%	0.60%	0.98%	0.33%	1.03%	0.26%	0.51%	0.72%	0.17%	1.20%	0.62%	0.21%	0.55%	0.15%	1.41%	0.84%	1.08%	0.82%	0.17%	0.43%	0.22%	0.87%	0.80%	0.63%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	15124	292	239	264	138	215	196	201	338	140	287	247	232	296	169	339	249	226	209	421	334	289	394	360	294	401	131	329	272	346	398	301	256	260	315	101	185	320	201	266	345	398	215	272	220	160	260	231	123	276	357	285	233	530	280	488					
		16.58%	16.13%	16.85%	21.14%	10.48%	11.63%	14.11%	16.28%	22.85%	10.64%	14.95%	13.90%	13.59%	18.09%	9.60%	16.36%	17.07%	12.58%	12.20%	20.27%	23.86%	15.47%	19.95%	19.92%	16.52%	24.85%	10.22%	20.65%	15.00%	20.32%	20.59%	15.21%	11.86%	12.97%	15.46%	5.58%	12.75%	16.55%	10.35%	15.93%	19.84%	28.07%	14.88%	18.76%	13.48%	23.56%	16.72%	14.94%	16.67%	17.47%	20.55%	15.26%	12.55%	28.76%	18.62%	25.78%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	965	20	27	17	8	7	12	3	5	16	43	9	27	19	9	15	34	40	16	20	3	21	30	7	28	6	26	3	20	9	4	25	5	20	20	18	12	5	21	32	7	43	31	3	16	1	8	14	20	15	5	32	38	35	20	15					
		1.06%	1.10%	1.90%	1.36%	0.61%	0.38%	0.86%	0.24%	0.34%	1.22%	2.24%	0.51%	1.58%	1.16%	0.51%	0.72%	2.33%	2.23%	0.93%	0.96%	0.21%	1.12%	1.52%	0.39%	1.57%	0.37%	2.03%	0.19%	1.10%	0.53%	0.21%	1.26%	0.23%	0.99%	0.98%	0.99%	0.83%	0.26%	1.08%	1.92%	0.40%	3.03%	2.15%	0.21%	0.98%	0.15%	0.51%	0.91%	2.71%	0.95%	0.29%	1.71%	2.05%	1.90%	1.33%	0.79%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	62186	1254	902	843	917	1512	1018	865	899	1014	1276	1152	1149	1046	1400	1343	992	1349	1256	1400	980	1195	1309	1176	1191	1055	882	1080	1233	1113	1263	1390	1619	1462	1381	1399	1030	1452	1472	1203	1297	529	954	927	1073	421	1037	976	454	1027	1161	1308	1302	1110	970	1168					
		68.18%	69.28%	63.61%	67.49%	69.63%	81.82%	73.29%	70.04%	60.78%	77.05%	66.46%	64.83%	67.31%	63.94%	79.50%	64.82%	67.99%	75.07%	73.32%	67.40%	70.00%	63.97%	66.28%	65.08%	66.91%	65.37%	68.80%	67.80%	68.01%	65.36%	65.34%	70.24%	75.02%	72.95%	67.76%	77.34%	70.99%	75.12%	75.80%	72.04%	74.58%	37.31%	66.02%	63.93%	65.75%	62.00%	66.69%	63.13%	61.52%	65.00%	66.84%	70.02%	70.15%	60.23%	64.49%	61.70%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	472	15	9	4	6	2	3	3	4	8	3	9	14	9	6	9	16	9	4	20	2	11	14	7	4	8	9	4	16	6	4	13	3	3	10	20	10	5	14	6	2	12	11	3	12	1	23	11	10	9	3	11	7	11	14	10					
		0.52%	0.83%	0.63%	0.32%	0.46%	0.11%	0.22%	0.24%	0.27%	0.61%	0.16%	0.51%	0.82%	0.55%	0.34%	0.43%	1.10%	0.50%	0.23%	0.96%	0.14%	0.59%	0.71%	0.39%	0.22%	0.50%	0.70%	0.25%	0.88%	0.35%	0.21%	0.66%	0.14%	0.15%	0.49%	1.11%	0.69%	0.26%	0.72%	0.36%	0.12%	0.85%	0.76%	0.21%	0.74%	0.15%	1.48%	0.71%	1.36%	0.57%	0.17%	0.59%	0.38%	0.60%	0.93%	0.53%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
