Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Вадинская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	66	2	3	0	4	13	12	7	2	0	4	0	2	3	1	6	0	0	1	2	2	1	0	1					
		1.17%	0.96%	1.75%	0.0%	0.80%	2.70%	2.01%	1.23%	3.27%	0.0%	1.56%	0.0%	0.77%	1.32%	0.40%	1.54%	0.0%	0.0%	0.33%	0.80%	2.08%	0.46%	0.0%	1.31%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	43	1	1	0	2	5	8	2	1	1	2	0	5	1	1	2	1	1	4	0	0	2	2	1					
		0.76%	0.48%	0.58%	0.0%	0.40%	1.03%	1.34%	0.35%	1.63%	0.52%	0.78%	0.0%	1.94%	0.44%	0.40%	0.51%	1.16%	0.41%	1.32%	0.0%	0.0%	0.92%	3.17%	1.31%					
22	"5. ""За Русь Святую"""	37	0	0	1	3	4	5	5	0	1	5	3	0	0	1	0	0	6	0	0	1	2	0	0					
		0.65%	0.0%	0.0%	1.26%	0.60%	0.83%	0.83%	0.87%	0.0%	0.52%	1.95%	4.61%	0.0%	0.0%	0.40%	0.0%	0.0%	2.48%	0.0%	0.0%	1.04%	0.92%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	20	2	1	0	5	0	0	4	1	0	0	0	1	1	2	0	0	1	1	0	0	1	0	0					
		0.35%	0.96%	0.58%	0.0%	1.00%	0.0%	0.0%	0.70%	1.63%	0.0%	0.0%	0.0%	0.38%	0.44%	0.80%	0.0%	0.0%	0.41%	0.33%	0.0%	0.0%	0.46%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	19	1	1	0	1	2	1	2	0	0	0	0	0	0	2	0	0	0	0	7	0	1	0	1					
		0.33%	0.48%	0.58%	0.0%	0.20%	0.41%	0.16%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	0.0%	0.0%	2.83%	0.0%	0.46%	0.0%	1.31%					
25	"8. ""Народно-республиканская партия России"""	11	1	0	0	0	0	1	3	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0					
		0.19%	0.48%	0.0%	0.0%	0.0%	0.0%	0.16%	0.52%	0.0%	0.52%	0.39%	1.53%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	1.58%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	4	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	219	3	10	5	13	10	18	16	3	10	25	5	12	7	14	8	0	17	17	12	1	9	4	0					
		3.89%	1.44%	5.84%	6.32%	2.62%	2.07%	3.01%	2.81%	4.91%	5.23%	9.76%	7.69%	4.66%	3.09%	5.64%	2.05%	0.0%	7.05%	5.64%	4.85%	1.04%	4.14%	6.34%	0.0%					
28	"11. ""Истинные патриоты России"""	5	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	26	0	0	1	1	3	2	4	0	0	3	0	1	1	3	0	0	2	2	0	0	3	0	0					
		0.46%	0.0%	0.0%	1.26%	0.20%	0.62%	0.33%	0.70%	0.0%	0.0%	1.17%	0.0%	0.38%	0.44%	1.20%	0.0%	0.0%	0.82%	0.66%	0.0%	0.0%	1.38%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	18	0	0	0	2	1	3	1	0	1	1	0	2	0	0	1	0	0	1	0	0	3	1	1					
		0.32%	0.0%	0.0%	0.0%	0.40%	0.20%	0.50%	0.17%	0.0%	0.52%	0.39%	0.0%	0.77%	0.0%	0.0%	0.25%	0.0%	0.0%	0.33%	0.0%	0.0%	1.38%	1.58%	1.31%					
31	"14. ""Великая Россия - Евразийский Союз"""	18	0	1	0	0	0	6	0	2	0	1	0	1	1	1	2	0	0	1	0	0	1	1	0					
		0.32%	0.0%	0.58%	0.0%	0.0%	0.0%	1.00%	0.0%	3.27%	0.0%	0.39%	0.0%	0.38%	0.44%	0.40%	0.51%	0.0%	0.0%	0.33%	0.0%	0.0%	0.46%	1.58%	0.0%					
32	"15. ""Партия СЛОН"""	7	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.20%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	3.17%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	151	4	4	2	9	15	18	19	1	2	4	1	22	12	6	3	8	4	5	5	3	3	0	1					
		2.68%	1.92%	2.33%	2.53%	1.81%	3.11%	3.01%	3.33%	1.63%	1.04%	1.56%	1.53%	8.56%	5.30%	2.41%	0.77%	9.30%	1.65%	1.66%	2.02%	3.12%	1.38%	0.0%	1.31%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	0	0	1	1	0	2	9	0	0	1	0	0	2	0	0	0	2	0	0	0	2	1	1					
		0.39%	0.0%	0.0%	1.26%	0.20%	0.0%	0.33%	1.58%	0.0%	0.0%	0.39%	0.0%	0.0%	0.88%	0.0%	0.0%	0.0%	0.82%	0.0%	0.0%	0.0%	0.92%	1.58%	1.31%					
35	"18. ""ЛДПР"""	415	20	15	7	46	52	51	49	4	14	27	3	19	14	13	10	2	13	18	9	6	16	4	3					
		7.38%	9.61%	8.77%	8.86%	9.27%	10.81%	8.54%	8.61%	6.55%	7.32%	10.54%	4.61%	7.39%	6.19%	5.24%	2.57%	2.32%	5.39%	5.98%	3.64%	6.25%	7.37%	6.34%	3.94%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	128	5	4	0	10	13	18	20	3	3	11	1	3	2	6	0	0	4	5	12	0	7	1	0					
		2.27%	2.40%	2.33%	0.0%	2.01%	2.70%	3.01%	3.51%	4.91%	1.57%	4.29%	1.53%	1.16%	0.88%	2.41%	0.0%	0.0%	1.65%	1.66%	4.85%	0.0%	3.22%	1.58%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	3411	117	110	42	307	269	342	350	38	133	136	42	147	127	158	299	58	147	161	174	53	114	38	49					
		60.68%	56.25%	64.32%	53.16%	61.89%	55.92%	57.28%	61.51%	62.29%	69.63%	53.12%	64.61%	57.19%	56.19%	63.70%	76.86%	67.44%	60.99%	53.48%	70.44%	55.20%	52.53%	60.31%	64.47%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	0	2	0	1	0	1	2	0	3	0	0	0	2	1	0	0	0	1	1	1	0	0	0					
		0.26%	0.0%	1.16%	0.0%	0.20%	0.0%	0.16%	0.35%	0.0%	1.57%	0.0%	0.0%	0.0%	0.88%	0.40%	0.0%	0.0%	0.0%	0.33%	0.40%	1.04%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	7	0	0	0	0	2	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.41%	0.16%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.31%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	585	27	10	16	58	47	64	35	1	7	21	6	33	29	18	52	13	30	56	14	9	21	6	12					
		10.40%	12.98%	5.84%	20.25%	11.69%	9.77%	10.72%	6.15%	1.63%	3.66%	8.20%	9.23%	12.84%	12.83%	7.25%	13.36%	15.11%	12.44%	18.60%	5.66%	9.37%	9.67%	9.52%	15.78%					
																														
41	Против всех	129	6	4	3	11	19	18	9	0	4	5	0	6	13	4	3	0	5	9	0	3	5	0	2					
		2.29%	2.88%	2.33%	3.79%	2.21%	3.95%	3.01%	1.58%	0.0%	2.09%	1.95%	0.0%	2.33%	5.75%	1.61%	0.77%	0.0%	2.07%	2.99%	0.0%	3.12%	2.30%	0.0%	2.63%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
