Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Лазовская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1580	УИК №1581	УИК №6601	УИК №6602	УИК №6603	УИК №6604	УИК №6606	УИК №6607	УИК №6608	УИК №6609	УИК №6610	УИК №6611	УИК №6612									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	219	10	13	8	7	10	16	12	12	5	1	11	3	23	11	7	17	12	0	10	4	1	2	13	2	0	0	3	0	2	0	0	1	0	0	0	1	2									
		3.48%	3.11%	4.15%	2.67%	3.27%	3.95%	5.35%	3.97%	4.56%	1.75%	1.96%	4.17%	2.11%	6.25%	5.39%	3.07%	4.11%	3.15%	0.00%	6.06%	1.80%	1.37%	0.94%	3.81%	1.42%	0.00%	0.00%	3.33%	0.00%	3.70%	0.00%	0.00%	3.57%	0.00%	0.00%	0.00%	4.00%	16.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	189	15	11	10	14	12	15	18	10	1	0	3	2	13	5	8	6	13	1	0	1	0	11	3	3	0	0	1	2	0	0	3	4	2	0	2	0	0									
		3.00%	4.66%	3.51%	3.33%	6.54%	4.74%	5.02%	5.96%	3.80%	0.35%	0.00%	1.14%	1.41%	3.53%	2.45%	3.51%	1.45%	3.41%	1.00%	0.00%	0.45%	0.00%	5.16%	0.88%	2.13%	0.00%	0.00%	1.11%	2.70%	0.00%	0.00%	10.71%	14.29%	11.11%	0.00%	8.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2999	116	142	128	91	89	139	117	109	169	34	93	81	130	86	88	228	158	65	88	130	57	108	158	105	2	4	65	57	47	37	16	11	4	18	13	13	3									
		47.62%	36.02%	45.37%	42.67%	42.52%	35.18%	46.49%	38.74%	41.44%	59.30%	66.67%	35.23%	57.04%	35.33%	42.16%	38.60%	55.07%	41.47%	65.00%	53.33%	58.56%	78.08%	50.70%	46.33%	74.47%	40.00%	80.00%	72.22%	77.03%	87.04%	63.79%	57.14%	39.29%	22.22%	100.00%	52.00%	52.00%	25.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	53	4	5	7	1	1	2	3	1	3	0	2	0	1	1	1	5	3	0	1	2	0	2	0	1	0	0	0	0	2	0	2	0	1	0	0	2	0									
		0.84%	1.24%	1.60%	2.33%	0.47%	0.40%	0.67%	0.99%	0.38%	1.05%	0.00%	0.76%	0.00%	0.27%	0.49%	0.44%	1.21%	0.79%	0.00%	0.61%	0.90%	0.00%	0.94%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	3.70%	0.00%	7.14%	0.00%	5.56%	0.00%	0.00%	8.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	1	0	0	1	0	0	2	0	4	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.19%	0.00%	0.00%	0.33%	0.00%	0.00%	0.33%	0.00%	0.00%	0.70%	0.00%	1.52%	0.00%	0.00%	0.00%	0.00%	0.24%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1269	50	70	44	42	66	45	67	60	61	10	49	36	90	51	49	68	87	23	30	38	4	52	90	13	1	1	12	14	3	13	7	3	5	0	3	9	3									
		20.15%	15.53%	22.36%	14.67%	19.63%	26.09%	15.05%	22.19%	22.81%	21.40%	19.61%	18.56%	25.35%	24.46%	25.00%	21.49%	16.43%	22.83%	23.00%	18.18%	17.12%	5.48%	24.41%	26.39%	9.22%	20.00%	20.00%	13.33%	18.92%	5.56%	22.41%	25.00%	10.71%	27.78%	0.00%	12.00%	36.00%	25.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	4	1	1	2	2	0	2	0	1	0	0	0	2	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.30%	1.24%	0.32%	0.33%	0.93%	0.79%	0.00%	0.66%	0.00%	0.35%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.26%	1.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	7	0	1	3	5	1	3	2	1	0	1	2	6	2	1	3	2	0	2	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.76%	2.17%	0.00%	0.33%	1.40%	1.98%	0.33%	0.99%	0.76%	0.35%	0.00%	0.38%	1.41%	1.63%	0.98%	0.44%	0.72%	0.52%	0.00%	1.21%	0.90%	0.00%	0.00%	0.59%	0.71%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.11%	0.31%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	5	6	9	3	2	3	6	4	0	0	3	1	4	1	4	3	3	0	2	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	1									
		1.03%	1.55%	1.92%	3.00%	1.40%	0.79%	1.00%	1.99%	1.52%	0.00%	0.00%	1.14%	0.70%	1.09%	0.49%	1.75%	0.72%	0.79%	0.00%	1.21%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	862	71	36	60	22	30	38	35	24	23	4	77	12	63	35	60	68	75	3	14	22	8	27	30	7	2	0	3	1	0	3	0	1	5	0	1	0	2									
		13.69%	22.05%	11.50%	20.00%	10.28%	11.86%	12.71%	11.59%	9.13%	8.07%	7.84%	29.17%	8.45%	17.12%	17.16%	26.32%	16.43%	19.69%	3.00%	8.48%	9.91%	10.96%	12.68%	8.80%	4.96%	40.00%	0.00%	3.33%	1.35%	0.00%	5.17%	0.00%	3.57%	27.78%	0.00%	4.00%	0.00%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	1	3	3	2	1	2	3	0	0	0	0	2	4	0	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.41%	0.31%	0.96%	1.00%	0.93%	0.40%	0.67%	0.99%	0.00%	0.00%	0.00%	0.00%	1.41%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.45%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	185	10	8	5	9	12	9	16	11	0	1	10	3	5	3	5	5	7	7	3	9	1	8	29	7	0	0	1	0	0	0	0	0	0	0	0	0	1									
		2.94%	3.11%	2.56%	1.67%	4.21%	4.74%	3.01%	5.30%	4.18%	0.00%	1.96%	3.79%	2.11%	1.36%	1.47%	2.19%	1.21%	1.84%	7.00%	1.82%	4.05%	1.37%	3.76%	8.50%	4.96%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.33%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
