Выборы Президента Российской Федерации																																																																				
																																																																				
"Наименование Избирательной комиссии:    Сочи, Адлерская"																																																																				
																																																																				
Итоги голосования 																																																																				
																																																																				
		Сумма	УИК №4301	УИК №4302	УИК №4303	УИК №4304	УИК №4305	УИК №4306	УИК №4307	УИК №4308	УИК №4309	УИК №4310	УИК №4311	УИК №4312	УИК №4313	УИК №4314	УИК №4315	УИК №4316	УИК №4317	УИК №4318	УИК №4319	УИК №4320	УИК №4321	УИК №4322	УИК №4323	УИК №4324	УИК №4325	УИК №4326	УИК №4327	УИК №4328	УИК №4329	УИК №4330	УИК №4331	УИК №4332	УИК №4333	УИК №4334	УИК №4335	УИК №4336	УИК №4337	УИК №4338	УИК №4339	УИК №4340	УИК №4341	УИК №4342	УИК №4343	УИК №4344	УИК №4345	УИК №4346	УИК №4347	УИК №4348	УИК №4349	УИК №4350	УИК №4351	УИК №4352	УИК №4353	УИК №4354	УИК №4355	УИК №4356	УИК №4357	УИК №4358	УИК №4359	УИК №4360	УИК №4361					
23	. Харитонов Николай Михайлович	4013	11	6	13	78	97	26	66	147	84	78	124	88	18	91	35	48	125	26	122	101	145	99	92	163	139	62	104	43	76	50	104	78	97	66	71	142	173	14	8	42	22	29	30	54	24	75	74	72	104	12	23	14	43	87	11	15	25	26	35	55	31					
		9.27%	9.24%	3.41%	15.12%	7.83%	9.26%	8.41%	6.75%	10.17%	10.22%	8.72%	9.58%	8.49%	5.84%	8.39%	9.49%	9.84%	11.02%	5.98%	12.84%	14.39%	12.63%	14.37%	10.37%	11.09%	13.34%	14.59%	14.92%	7.23%	6.86%	13.09%	10.53%	8.18%	8.58%	6.11%	5.81%	11.31%	11.53%	5.02%	4.88%	6.92%	11.28%	8.12%	9.74%	8.60%	6.74%	7.17%	8.06%	9.09%	10.47%	3.03%	8.36%	7.14%	14.58%	10.46%	5.42%	5.70%	10.82%	3.95%	6.80%	5.42%	5.86%					
																																																																				
24	Против всех	1256	5	12	2	23	13	5	15	39	25	26	39	36	7	34	16	9	46	14	27	18	40	27	25	48	39	13	14	19	30	12	23	35	32	24	52	56	46	5	7	18	3	6	13	27	12	20	35	22	12	10	16	11	8	34	11	7	3	4	11	11	4					
		2.90%	4.20%	6.82%	2.33%	2.31%	1.24%	1.62%	1.53%	2.70%	3.04%	2.91%	3.01%	3.47%	2.27%	3.13%	4.34%	1.84%	4.06%	3.22%	2.84%	2.56%	3.48%	3.92%	2.82%	3.27%	3.74%	3.06%	2.01%	3.19%	2.71%	3.14%	2.33%	3.67%	2.83%	2.22%	4.25%	4.46%	3.06%	1.79%	4.27%	2.97%	1.54%	1.68%	4.22%	4.30%	3.37%	1.91%	3.81%	2.78%	1.21%	2.53%	5.82%	5.61%	2.71%	4.09%	5.42%	2.66%	1.30%	0.61%	2.14%	1.08%	0.76%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
