Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Уржумская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	3	0	2	1	2	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.18%	0.57%	0.00%	0.34%	0.19%	0.35%	0.28%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.78%	0.94%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	56	1	2	6	4	4	7	2	0	0	0	0	3	0	0	0	0	0	3	1	1	3	0	1	0	0	0	0	3	1	0	1	1	1	2	1	1	1	0	1	2	1	0	1	0	1									
		0.52%	0.19%	0.50%	1.01%	0.74%	0.69%	0.99%	2.74%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.79%	0.37%	0.57%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.99%	1.52%	0.00%	0.53%	0.40%	0.58%	1.22%	0.22%	1.04%	0.44%	0.00%	0.71%	1.60%	0.58%	0.00%	0.26%	0.00%	0.61%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.71%	1.05%	0.00%	0.21%	0.00%	0.00%	0.19%	1.56%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.90%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	2	0	0	10	4	5	2	1	1	1	1	0	1	0	2	0	1	0	1	1	8	3	1	0	2	0	0	2	2	2	0	0	0	0	4	0	2	0	0	0	3	1	0	2	1									
		0.62%	0.38%	0.00%	0.00%	1.85%	0.69%	0.71%	2.74%	0.40%	1.06%	1.85%	0.38%	0.00%	1.52%	0.00%	0.71%	0.00%	1.30%	0.00%	0.79%	0.37%	1.51%	2.34%	0.47%	0.00%	1.69%	0.00%	0.00%	0.66%	3.03%	0.69%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.87%	0.00%	0.00%	0.00%	1.73%	1.39%	0.00%	1.80%	0.61%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1521	67	69	108	72	89	123	8	35	7	6	38	21	9	2	46	9	13	53	17	58	57	19	42	23	22	21	13	44	16	29	30	21	37	9	74	5	38	17	18	8	23	5	62	13	25									
		14.23%	12.69%	17.25%	18.12%	13.33%	15.37%	17.42%	10.96%	14.00%	7.45%	11.11%	14.34%	9.72%	13.64%	1.64%	16.25%	9.47%	16.88%	11.37%	13.49%	21.56%	10.75%	14.84%	19.81%	20.91%	18.64%	20.79%	20.97%	14.52%	24.24%	10.03%	15.79%	8.30%	21.39%	5.49%	16.02%	5.21%	16.59%	7.56%	12.86%	6.40%	13.29%	6.94%	15.82%	11.71%	15.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0									
		0.13%	0.00%	0.00%	0.17%	0.00%	0.00%	0.14%	0.00%	0.40%	0.00%	0.00%	0.00%	0.46%	0.00%	0.82%	0.00%	0.00%	0.00%	0.43%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	600	34	38	50	34	35	57	2	26	5	0	12	18	6	5	18	8	5	12	1	12	21	4	10	5	2	2	4	30	2	29	15	7	6	7	18	5	5	11	8	6	3	4	3	7	8									
		5.61%	6.44%	9.50%	8.39%	6.30%	6.04%	8.07%	2.74%	10.40%	5.32%	0.00%	4.53%	8.33%	9.09%	4.10%	6.36%	8.42%	6.49%	2.58%	0.79%	4.46%	3.96%	3.13%	4.72%	4.55%	1.69%	1.98%	6.45%	9.90%	3.03%	10.03%	7.89%	2.77%	3.47%	4.27%	3.90%	5.21%	2.18%	4.89%	5.71%	4.80%	1.73%	5.56%	0.77%	6.31%	4.91%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
