Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Актанышская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №2831									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	466	35	55	45	10	19	10	3	4	6	5	13	1	2	4	6	3	10	4	3	5	1	12	4	19	3	10	2	9	10	8	10	2	15	25	9	6	3	7	3	5	3	5	5	4	5	3	35									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	280	25	43	29	6	12	5	3	2	1	0	3	1	2	3	3	1	3	4	0	5	0	6	4	9	1	5	0	2	10	3	10	1	9	25	1	2	0	1	2	5	1	4	2	0	2	0	24									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	91	10	1	2	0	1	2	4	1	1	3	1	1	1	1	1	2	4	3	0	1	0	5	1	2	1	1	0	4	1	1	3	0	1	6	3	0	3	3	1	4	1	1	0	2	3	1	3									
14	Число погашенных неиспользованных открепительных удостоверений	186	10	12	16	4	7	5	0	2	5	5	10	0	0	1	3	2	7	0	3	0	1	6	0	10	2	5	2	7	0	5	0	1	6	0	8	4	3	6	1	0	2	1	3	4	3	3	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	3	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	28	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	3	5	0	0	0	0	0	0	0	1	0	1	0	0	2									
		0.12%	0.00%	0.10%	0.00%	0.00%	0.15%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.42%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.36%	0.00%	0.00%	0.24%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	44	0	2	0	2	2	3	0	2	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	1	0	1	0	2	0	0	0	1	3	10	0	0	0	1	0	0	0	4	1	2	0	0	1									
		0.19%	0.00%	0.10%	0.00%	0.27%	0.30%	0.44%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	1.10%	0.62%	0.00%	0.00%	0.00%	0.08%	0.00%	0.27%	0.00%	0.29%	0.00%	0.00%	0.00%	0.77%	0.42%	1.52%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	1.11%	0.83%	0.71%	0.00%	0.00%	0.12%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	19	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	5	1	1	0	0	0	0	0	0	0	1	0	0	2									
		0.08%	0.00%	0.10%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.17%	0.00%	0.77%	0.14%	0.76%	0.16%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.24%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22299	1349	2054	1358	749	636	674	190	290	398	332	305	82	97	290	202	193	673	272	178	297	102	886	264	1135	201	361	124	668	712	563	686	128	685	589	613	407	206	506	217	335	212	353	117	276	334	189	811									
		97.40%	97.97%	97.58%	98.05%	99.34%	96.95%	98.11%	98.96%	95.39%	96.60%	98.81%	97.13%	95.35%	98.98%	97.32%	97.12%	97.97%	97.54%	98.91%	98.34%	91.38%	98.08%	99.44%	98.14%	94.98%	99.01%	97.04%	99.20%	98.09%	99.58%	97.24%	96.08%	98.46%	97.03%	89.24%	98.08%	97.14%	97.63%	99.02%	98.19%	96.54%	97.70%	97.78%	97.50%	98.22%	99.11%	98.95%	97.83%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	120	8	8	3	0	6	4	0	4	0	2	1	1	0	2	0	1	7	1	0	7	0	1	2	22	2	3	0	1	0	2	5	0	3	12	1	1	2	1	1	0	0	0	1	1	1	0	3									
		0.52%	0.58%	0.38%	0.22%	0.00%	0.91%	0.58%	0.00%	1.32%	0.00%	0.60%	0.32%	1.16%	0.00%	0.67%	0.00%	0.51%	1.01%	0.36%	0.00%	2.15%	0.00%	0.11%	0.74%	1.84%	0.99%	0.81%	0.00%	0.15%	0.00%	0.35%	0.70%	0.00%	0.42%	1.82%	0.16%	0.24%	0.95%	0.20%	0.45%	0.00%	0.00%	0.00%	0.83%	0.36%	0.30%	0.00%	0.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2									
		0.03%	0.00%	0.10%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.01%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.14%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	306	20	20	20	3	8	6	2	5	14	2	6	2	1	5	4	2	10	2	0	18	2	4	3	26	0	5	1	4	3	11	21	0	5	21	8	9	3	3	2	12	3	1	0	0	1	2	6									
		1.34%	1.45%	0.95%	1.44%	0.40%	1.22%	0.87%	1.04%	1.64%	3.40%	0.60%	1.91%	2.33%	1.02%	1.68%	1.92%	1.02%	1.45%	0.73%	0.00%	5.54%	1.92%	0.45%	1.12%	2.18%	0.00%	1.34%	0.80%	0.59%	0.42%	1.90%	2.94%	0.00%	0.71%	3.18%	1.28%	2.15%	1.42%	0.59%	0.90%	3.46%	1.38%	0.28%	0.00%	0.00%	0.30%	1.05%	0.72%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.17%	0.00%	0.00%	0.14%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	35	0	3	2	0	0	0	0	2	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	2	0	1	2	0	2	6	0	0	0	0	1	0	2	2	0	0	1	0	2									
		0.15%	0.00%	0.14%	0.14%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.64%	0.00%	0.00%	0.34%	0.00%	0.51%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.29%	0.00%	0.17%	0.28%	0.00%	0.28%	0.91%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.92%	0.55%	0.00%	0.00%	0.30%	0.00%	0.24%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
