Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Алуштинская городская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37									
		1.64%	1.56%	1.80%	1.50%	1.14%	2.65%	1.43%	1.84%	0.84%	2.03%	3.52%	2.51%	2.68%	1.29%	1.39%	1.38%	0.66%	1.05%	1.43%	0.00%	0.85%	0.00%	0.00%	1.31%	1.43%	0.64%	1.47%	1.34%	3.43%	2.20%	0.93%	2.02%	0.92%	0.98%	2.62%	0.68%	10.17%	3.16%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	295	3	7	6	12	15	9	15	13	16	16	6	11	7	10	11	8	10	10	4	0	4	6	13	3	11	4	0	4	5	7	6	4	10	6	18	0	5									
		1.42%	1.17%	1.80%	0.90%	1.24%	1.59%	1.17%	1.45%	1.55%	1.63%	1.94%	0.84%	1.18%	0.90%	1.26%	1.69%	1.05%	1.50%	1.02%	2.50%	0.00%	1.10%	2.56%	1.42%	4.29%	2.34%	1.17%	0.00%	1.72%	1.22%	1.30%	1.01%	3.67%	1.63%	0.87%	3.07%	0.00%	3.16%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	300	3	3	14	10	9	3	23	14	15	11	18	13	9	14	8	11	9	18	3	2	4	5	13	1	4	2	1	6	6	9	5	1	4	20	6	0	3									
		1.45%	1.17%	0.77%	2.10%	1.04%	0.95%	0.39%	2.23%	1.67%	1.52%	1.33%	2.51%	1.39%	1.16%	1.77%	1.23%	1.45%	1.35%	1.83%	1.88%	1.69%	1.10%	2.14%	1.42%	1.43%	0.85%	0.59%	0.67%	2.58%	1.46%	1.68%	0.84%	0.92%	0.65%	2.92%	1.02%	0.00%	1.90%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13102	142	215	389	587	599	480	625	522	611	501	453	581	473	527	413	511	447	648	99	82	246	158	561	39	294	203	125	143	248	341	366	52	412	451	429	34	95									
		63.14%	55.47%	55.27%	58.23%	60.77%	63.45%	62.50%	60.62%	62.29%	62.09%	60.80%	63.18%	62.27%	60.80%	66.54%	63.44%	67.24%	67.22%	66.06%	61.88%	69.49%	67.77%	67.52%	61.45%	55.71%	62.42%	59.53%	83.89%	61.37%	60.49%	63.50%	61.62%	47.71%	67.10%	65.74%	73.08%	57.63%	60.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	161	1	5	6	6	4	4	13	10	8	10	7	9	9	4	5	8	4	8	0	1	2	3	4	0	1	0	0	2	2	3	7	0	3	5	3	1	3									
		0.78%	0.39%	1.29%	0.90%	0.62%	0.42%	0.52%	1.26%	1.19%	0.81%	1.21%	0.98%	0.96%	1.16%	0.51%	0.77%	1.05%	0.60%	0.82%	0.00%	0.85%	0.55%	1.28%	0.44%	0.00%	0.21%	0.00%	0.00%	0.86%	0.49%	0.56%	1.18%	0.00%	0.49%	0.73%	0.51%	1.69%	1.90%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	1	1	1	0	8	1	1	0	1	1	0	0	2	1	4	0	0	2	1	0	0	0	1	0	1	3	0	2	1	0	1	0	0	2	2	0	1									
		0.19%	0.39%	0.26%	0.15%	0.00%	0.85%	0.13%	0.10%	0.00%	0.10%	0.12%	0.00%	0.00%	0.26%	0.13%	0.61%	0.00%	0.00%	0.20%	0.63%	0.00%	0.00%	0.00%	0.11%	0.00%	0.21%	0.88%	0.00%	0.86%	0.24%	0.00%	0.17%	0.00%	0.00%	0.29%	0.34%	0.00%	0.63%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2890	23	67	92	147	116	117	136	115	129	117	98	136	128	100	86	87	90	118	22	20	59	22	136	14	65	60	15	28	62	61	113	31	88	111	54	5	22									
		13.93%	8.98%	17.22%	13.77%	15.22%	12.29%	15.23%	13.19%	13.72%	13.11%	14.20%	13.67%	14.58%	16.45%	12.63%	13.21%	11.45%	13.53%	12.03%	13.75%	16.95%	16.25%	9.40%	14.90%	20.00%	13.80%	17.60%	10.07%	12.02%	15.12%	11.36%	19.02%	28.44%	14.33%	16.18%	9.20%	8.47%	13.92%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	131	0	2	7	7	2	3	12	4	16	10	6	4	1	1	6	8	3	7	0	0	3	0	7	0	1	2	1	1	1	1	4	0	2	5	1	1	2									
		0.63%	0.00%	0.51%	1.05%	0.72%	0.21%	0.39%	1.16%	0.48%	1.63%	1.21%	0.84%	0.43%	0.13%	0.13%	0.92%	1.05%	0.45%	0.71%	0.00%	0.00%	0.83%	0.00%	0.77%	0.00%	0.21%	0.59%	0.67%	0.43%	0.24%	0.19%	0.67%	0.00%	0.33%	0.73%	0.17%	1.69%	1.27%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	115	3	6	4	7	5	2	6	6	7	5	3	5	6	8	4	6	1	5	4	1	0	0	6	0	2	2	0	1	1	2	0	0	2	0	3	0	2									
		0.55%	1.17%	1.54%	0.60%	0.72%	0.53%	0.26%	0.58%	0.72%	0.71%	0.61%	0.42%	0.54%	0.77%	1.01%	0.61%	0.79%	0.15%	0.51%	2.50%	0.85%	0.00%	0.00%	0.66%	0.00%	0.42%	0.59%	0.00%	0.43%	0.24%	0.37%	0.00%	0.00%	0.33%	0.00%	0.51%	0.00%	1.27%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	0	1	0	0	0	2	1	0	4	1	1	1	0	0	2	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1									
		0.09%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.19%	0.12%	0.00%	0.49%	0.14%	0.11%	0.13%	0.00%	0.00%	0.26%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	217	8	5	5	15	0	9	12	2	5	10	10	2	5	6	8	22	8	10	2	0	7	0	7	0	6	5	1	5	1	4	8	4	4	8	8	2	3									
		1.05%	3.13%	1.29%	0.75%	1.55%	0.00%	1.17%	1.16%	0.24%	0.51%	1.21%	1.39%	0.21%	0.64%	0.76%	1.23%	2.89%	1.20%	1.02%	1.25%	0.00%	1.93%	0.00%	0.77%	0.00%	1.27%	1.47%	0.67%	2.15%	0.24%	0.74%	1.35%	3.67%	0.65%	1.17%	1.36%	3.39%	1.90%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1594	46	45	68	75	74	80	91	66	86	65	51	84	64	59	46	51	43	71	16	2	12	13	69	10	37	14	1	8	26	59	31	12	53	28	25	5	8									
		7.68%	17.97%	11.57%	10.18%	7.76%	7.84%	10.42%	8.83%	7.88%	8.74%	7.89%	7.11%	9.00%	8.23%	7.45%	7.07%	6.71%	6.47%	7.24%	10.00%	1.69%	3.31%	5.56%	7.56%	14.29%	7.86%	4.11%	0.67%	3.43%	6.34%	10.99%	5.22%	11.01%	8.63%	4.08%	4.26%	8.47%	5.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	1	2	2	0	3	3	3	3	2	3	0	2	0	1	5	0	0	4	0	0	1	3	2	0	1	0	0	1	1	0	0	0	0	1	2	1	1									
		0.23%	0.39%	0.51%	0.30%	0.00%	0.32%	0.39%	0.29%	0.36%	0.20%	0.36%	0.00%	0.21%	0.00%	0.13%	0.77%	0.00%	0.00%	0.41%	0.00%	0.00%	0.28%	1.28%	0.22%	0.00%	0.21%	0.00%	0.00%	0.43%	0.24%	0.00%	0.00%	0.00%	0.00%	0.15%	0.34%	1.69%	0.63%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	994	14	16	53	63	60	30	56	60	46	26	36	43	46	37	24	26	28	40	7	0	14	18	59	0	31	13	1	10	33	21	31	2	18	15	11	4	2									
		4.79%	5.47%	4.11%	7.93%	6.52%	6.36%	3.91%	5.43%	7.16%	4.67%	3.16%	5.02%	4.61%	5.91%	4.67%	3.69%	3.42%	4.21%	4.08%	4.38%	0.00%	3.86%	7.69%	6.46%	0.00%	6.58%	3.81%	0.67%	4.29%	8.05%	3.91%	5.22%	1.83%	2.93%	2.19%	1.87%	6.78%	1.27%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
