Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Дмитровская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275									
		16.84%	13.96%	19.42%	13.45%	14.04%	15.63%	23.64%	16.43%	7.21%	21.43%	15.24%	17.23%	18.97%	11.60%	7.14%	8.72%	14.41%	13.13%	22.02%	14.54%	7.46%	19.66%	20.05%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	6	9									
		0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.54%	0.79%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	0	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0	2	1	0	0	3	6									
		0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	1.34%	0.00%	1.01%	0.36%	0.00%	0.00%	0.27%	0.53%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	2	0	0	1									
		0.15%	0.00%	0.72%	0.00%	1.75%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.72%	0.71%	0.00%	0.00%	0.09%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	0	1	0	0	2	0	2	0	3	1	0	0	1	0	0	0	0	1	0	0	11	13									
		0.60%	0.00%	0.72%	0.00%	0.00%	1.25%	0.00%	0.71%	0.00%	2.14%	0.61%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.99%	1.14%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1112	37	29	27	13	20	7	50	62	24	39	59	42	12	12	29	14	24	42	40	8	256	266									
		18.91%	16.67%	20.86%	15.79%	22.81%	12.50%	12.73%	17.86%	20.33%	17.14%	23.78%	18.15%	16.60%	6.63%	12.24%	19.46%	12.61%	12.12%	15.16%	14.18%	11.94%	23.19%	23.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	0	1	0	0	2	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	4	6									
		0.31%	0.00%	0.72%	0.00%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.67%	0.00%	0.51%	0.36%	0.00%	0.00%	0.36%	0.53%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	139	3	0	4	1	5	0	6	6	3	4	0	8	7	2	3	0	4	4	2	0	33	44									
		2.36%	1.35%	0.00%	2.34%	1.75%	3.13%	0.00%	2.14%	1.97%	2.14%	2.44%	0.00%	3.16%	3.87%	2.04%	2.01%	0.00%	2.02%	1.44%	0.71%	0.00%	2.99%	3.85%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
