Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Новоалександровская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	395	10	10	10	15	15	10	15	10	20	10	10	5	5	5	5	10	5	5	5	5	5	20	5	5	5	5	10	10	10	5	5	5	5	5	5	5	5	15	10	5	15	10	5	5	5	10	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	219	9	9	8	11	13	4	12	4	17	10	4	0	4	5	0	2	2	3	0	0	0	20	0	3	5	5	3	8	9	0	1	0	1	0	0	1	0	10	9	0	2	2	5	0	2	10	3	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	140	4	8	2	13	9	10	4	0	1	7	3	5	2	1	2	1	1	0	2	3	1	4	2	2	3	2	2	5	4	2	1	4	2	2	1	0	0	2	0	2	3	2	2	1	1	2	5	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	176	1	1	2	4	2	6	3	6	3	0	6	5	1	0	5	8	3	2	5	5	5	0	5	2	0	0	7	2	1	5	4	5	4	5	5	4	5	5	1	5	13	8	0	5	3	0	2	5	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	1.Политическая партия «Аграрная партия России»	329	8	6	6	13	8	9	10	9	3	4	10	2	0	2	1	6	8	4	1	0	3	14	7	0	1	9	9	16	27	0	2	0	0	8	3	2	2	24	8	1	21	24	8	3	0	11	1	2	13					
		1.20%	1.04%	0.69%	0.46%	1.08%	0.76%	1.12%	0.93%	1.13%	0.37%	0.43%	1.43%	1.65%	0.00%	0.54%	1.11%	0.91%	1.34%	0.80%	0.60%	0.00%	1.12%	1.22%	1.57%	0.00%	0.51%	1.86%	1.53%	1.76%	3.06%	0.00%	1.42%	0.00%	0.00%	5.06%	1.74%	1.36%	1.18%	1.37%	0.95%	0.83%	1.97%	2.08%	1.04%	1.00%	0.00%	1.63%	0.52%	1.21%	1.59%					
19	2.Всероссийская политическая партия «Гражданская Сила»	82	2	1	4	2	7	6	6	2	2	9	0	1	1	0	0	0	1	1	0	0	0	3	0	0	2	1	1	8	4	0	0	0	0	0	0	0	1	8	1	1	0	5	0	0	0	1	0	0	1					
		0.30%	0.26%	0.11%	0.30%	0.17%	0.67%	0.75%	0.56%	0.25%	0.24%	0.97%	0.00%	0.83%	0.58%	0.00%	0.00%	0.00%	0.17%	0.20%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	1.03%	0.21%	0.17%	0.88%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.46%	0.12%	0.83%	0.00%	0.43%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.12%					
20	3.Политическая партия «Демократическая партия России»	19	1	0	2	0	0	0	0	0	2	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	2	1	1	0	0	0	0	0					
		0.07%	0.13%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.14%	1.65%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.19%	0.17%	0.13%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2369	99	60	154	106	117	120	117	81	103	98	100	12	8	17	6	61	51	15	4	10	8	112	23	6	7	45	65	98	69	8	15	47	7	16	11	13	16	76	65	12	69	75	27	21	16	34	17	10	42					
		8.61%	12.82%	6.87%	11.71%	8.78%	11.13%	14.96%	10.84%	10.14%	12.56%	10.54%	14.29%	9.92%	4.65%	4.62%	6.67%	9.26%	8.56%	3.01%	2.41%	11.49%	2.99%	9.77%	5.15%	6.25%	3.59%	9.32%	11.02%	10.80%	7.82%	4.97%	10.64%	15.06%	8.54%	10.13%	6.40%	8.84%	9.41%	4.33%	7.76%	10.00%	6.48%	6.51%	3.52%	7.02%	7.37%	5.04%	8.90%	6.06%	5.14%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	172	5	5	7	24	7	7	7	7	16	5	3	0	1	0	0	4	1	2	0	0	0	2	3	0	0	2	10	19	2	0	0	0	0	0	1	0	0	5	0	1	12	8	6	0	0	0	0	0	0					
		0.62%	0.65%	0.57%	0.53%	1.99%	0.67%	0.87%	0.65%	0.88%	1.95%	0.54%	0.43%	0.00%	0.58%	0.00%	0.00%	0.61%	0.17%	0.40%	0.00%	0.00%	0.00%	0.17%	0.67%	0.00%	0.00%	0.41%	1.69%	2.09%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.29%	0.00%	0.83%	1.13%	0.69%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	43	11	4	3	4	2	2	0	0	1	3	1	0	1	0	1	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1					
		0.16%	1.42%	0.46%	0.23%	0.33%	0.19%	0.25%	0.00%	0.00%	0.12%	0.32%	0.14%	0.00%	0.58%	0.00%	1.11%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.51%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.15%	0.00%	0.61%	0.12%					
24	7.Политическая партия «Либерально-демократическая партия России»	1727	52	43	91	77	80	51	84	62	58	44	47	6	13	21	4	37	32	28	16	1	18	69	24	3	4	36	30	44	59	10	17	12	2	9	10	4	8	59	64	3	67	64	92	32	15	48	11	12	54					
		6.28%	6.74%	4.93%	6.92%	6.38%	7.61%	6.36%	7.78%	7.76%	7.07%	4.73%	6.71%	4.96%	7.56%	5.71%	4.44%	5.61%	5.37%	5.61%	9.64%	1.15%	6.72%	6.02%	5.37%	3.13%	2.05%	7.45%	5.08%	4.85%	6.69%	6.21%	12.06%	3.85%	2.44%	5.70%	5.81%	2.72%	4.71%	3.36%	7.64%	2.50%	6.29%	5.56%	12.01%	10.70%	6.91%	7.12%	5.76%	7.27%	6.61%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3879	151	120	160	217	181	92	165	103	117	164	102	21	20	57	10	127	106	97	42	4	45	256	82	3	4	60	91	133	174	15	17	36	8	7	20	5	19	103	79	9	145	191	85	17	7	69	3	24	116					
		14.09%	19.56%	13.75%	12.17%	17.98%	17.22%	11.47%	15.29%	12.89%	14.27%	17.63%	14.57%	17.36%	11.63%	15.49%	11.11%	19.27%	17.79%	19.44%	25.30%	4.60%	16.79%	22.34%	18.34%	3.13%	2.05%	12.42%	15.42%	14.66%	19.73%	9.32%	12.06%	11.54%	9.76%	4.43%	11.63%	3.40%	11.18%	5.87%	9.43%	7.50%	13.62%	16.58%	11.10%	5.69%	3.23%	10.24%	1.57%	14.55%	14.20%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	144	10	4	9	9	3	3	11	1	3	3	4	1	0	2	1	1	3	0	3	0	1	6	3	0	0	1	5	1	3	0	0	1	0	0	2	1	2	6	1	0	8	9	2	2	0	10	0	2	7					
		0.52%	1.30%	0.46%	0.68%	0.75%	0.29%	0.37%	1.02%	0.13%	0.37%	0.32%	0.57%	0.83%	0.00%	0.54%	1.11%	0.15%	0.50%	0.00%	1.81%	0.00%	0.37%	0.52%	0.67%	0.00%	0.00%	0.21%	0.85%	0.11%	0.34%	0.00%	0.00%	0.32%	0.00%	0.00%	1.16%	0.68%	1.18%	0.34%	0.12%	0.00%	0.75%	0.78%	0.26%	0.67%	0.00%	1.48%	0.00%	1.21%	0.86%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18348	422	621	853	737	631	504	654	526	498	586	423	75	128	269	65	402	373	338	97	72	190	670	297	80	171	320	376	567	528	125	87	213	65	115	123	121	122	1460	608	89	729	757	537	213	179	495	151	113	573					
		66.67%	54.66%	71.13%	64.87%	61.06%	60.04%	62.84%	60.61%	65.83%	60.73%	63.01%	60.43%	61.98%	74.42%	73.10%	72.22%	61.00%	62.58%	67.74%	58.43%	82.76%	70.90%	58.46%	66.44%	83.33%	87.69%	66.25%	63.73%	62.51%	59.86%	77.64%	61.70%	68.27%	79.27%	72.78%	71.51%	82.31%	71.76%	83.24%	72.55%	74.17%	68.45%	65.71%	70.10%	71.24%	82.49%	73.44%	79.06%	68.48%	70.13%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	151	4	7	10	5	7	4	13	6	11	4	6	1	0	0	0	4	5	4	2	0	0	1	6	2	0	5	1	7	8	1	0	0	0	0	0	0	0	2	3	2	5	5	1	1	0	3	4	0	1					
		0.55%	0.52%	0.80%	0.76%	0.41%	0.67%	0.50%	1.20%	0.75%	1.34%	0.43%	0.86%	0.83%	0.00%	0.00%	0.00%	0.61%	0.84%	0.80%	1.20%	0.00%	0.00%	0.09%	1.34%	2.08%	0.00%	1.04%	0.17%	0.77%	0.91%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.36%	1.67%	0.47%	0.43%	0.13%	0.33%	0.00%	0.45%	2.09%	0.00%	0.12%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
