Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
"Наименование Избирательной комиссии:    Ярославль, Красноперекопская"																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №878	УИК №879									
		0.53%	1.10%	0.94%	0.51%	0.19%	0.37%	0.68%	0.63%	0.58%	0.62%	0.72%	0.41%	0.17%	0.67%	0.58%	0.24%	0.18%	0.72%	0.46%	0.63%	0.44%	0.29%	0.76%	0.49%	0.86%	0.61%	1.33%	0.99%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2811	92	87	102	80	127	131	145	115	97	88	121	98	31	183	94	162	91	76	106	113	126	169	127	121	91	14	24									
		16.94%	20.26%	20.37%	17.35%	15.50%	15.49%	17.87%	18.13%	16.64%	19.92%	15.83%	16.42%	16.90%	20.67%	11.73%	11.14%	14.34%	16.34%	17.43%	16.61%	16.72%	18.23%	25.61%	20.68%	20.72%	18.50%	18.67%	23.76%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	288	4	8	4	7	16	13	12	10	15	7	19	16	1	26	18	14	18	9	11	7	11	11	8	10	11	0	2									
		1.74%	0.88%	1.87%	0.68%	1.36%	1.95%	1.77%	1.50%	1.45%	3.08%	1.26%	2.58%	2.76%	0.67%	1.67%	2.13%	1.24%	3.23%	2.06%	1.72%	1.04%	1.59%	1.67%	1.30%	1.71%	2.24%	0.00%	1.98%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	346	17	13	11	13	11	24	9	14	13	12	16	20	3	24	12	23	4	12	19	13	18	10	8	11	14	1	1									
		2.08%	3.74%	3.04%	1.87%	2.52%	1.34%	3.27%	1.13%	2.03%	2.67%	2.16%	2.17%	3.45%	2.00%	1.54%	1.42%	2.04%	0.72%	2.75%	2.98%	1.92%	2.60%	1.52%	1.30%	1.88%	2.85%	1.33%	0.99%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	1	2	1	1	0	2	0	0	3	2	0	0	1	1	0	0	1	1	0	0	0	1	0	2	0	0									
		0.11%	0.00%	0.23%	0.34%	0.19%	0.12%	0.00%	0.25%	0.00%	0.00%	0.54%	0.27%	0.00%	0.00%	0.06%	0.12%	0.00%	0.00%	0.23%	0.16%	0.00%	0.00%	0.00%	0.16%	0.00%	0.41%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	774	16	31	33	25	51	31	33	28	28	23	69	45	11	42	46	48	17	25	21	39	21	17	18	14	36	0	6									
		4.66%	3.52%	7.26%	5.61%	4.84%	6.22%	4.23%	4.13%	4.05%	5.75%	4.14%	9.36%	7.76%	7.33%	2.69%	5.45%	4.25%	3.05%	5.73%	3.29%	5.77%	3.04%	2.58%	2.93%	2.40%	7.32%	0.00%	5.94%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2290	71	59	71	70	137	97	133	108	77	88	104	89	25	89	79	130	88	69	116	109	103	112	83	107	55	11	10									
		13.80%	15.64%	13.82%	12.07%	13.57%	16.71%	13.23%	16.63%	15.63%	15.81%	15.83%	14.11%	15.34%	16.67%	5.71%	9.36%	11.50%	15.80%	15.83%	18.18%	16.12%	14.91%	16.97%	13.52%	18.32%	11.18%	14.67%	9.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	149	1	4	8	10	7	8	11	7	10	1	6	5	1	14	1	18	2	1	7	6	5	6	3	3	1	2	1									
		0.90%	0.22%	0.94%	1.36%	1.94%	0.85%	1.09%	1.38%	1.01%	2.05%	0.18%	0.81%	0.86%	0.67%	0.90%	0.12%	1.59%	0.36%	0.23%	1.10%	0.89%	0.72%	0.91%	0.49%	0.51%	0.20%	2.67%	0.99%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1312	21	33	64	47	93	79	99	89	54	51	57	51	17	44	45	41	31	27	52	63	70	39	60	41	26	4	14									
		7.91%	4.63%	7.73%	10.88%	9.11%	11.34%	10.78%	12.38%	12.88%	11.09%	9.17%	7.73%	8.79%	11.33%	2.82%	5.33%	3.63%	5.57%	6.19%	8.15%	9.32%	10.13%	5.91%	9.77%	7.02%	5.28%	5.33%	13.86%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
