Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Азовская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28					
30	"13. ""Демократическая партия России"""	40	0	2	1	2	2	0	0	2	1	2	1	4	4	0	2	2	0	3	0	0	1	1	0	0	1	0	5	4					
		0.44%	0.0%	0.41%	0.22%	0.31%	0.60%	0.0%	0.0%	1.53%	0.76%	0.41%	0.94%	1.21%	0.53%	0.0%	0.36%	0.48%	0.0%	2.25%	0.0%	0.0%	0.41%	0.17%	0.0%	0.0%	0.45%	0.0%	0.63%	2.39%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	3	0	1	0	2	0	2	1	0	2	0	1	2	0	2	1	0	0	2	2	1	1	1	0	0	0	2	1					
		0.30%	0.52%	0.0%	0.22%	0.0%	0.60%	0.0%	2.10%	0.76%	0.0%	0.41%	0.0%	0.30%	0.26%	0.0%	0.36%	0.24%	0.0%	0.0%	0.62%	1.04%	0.41%	0.17%	0.76%	0.0%	0.0%	0.0%	0.25%	0.59%					
32	"15. ""Партия СЛОН"""	15	1	0	3	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0					
		0.16%	0.17%	0.0%	0.67%	0.15%	0.0%	0.0%	0.0%	0.76%	0.0%	0.20%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.63%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	420	36	22	18	42	16	10	4	7	3	19	2	17	48	4	33	21	4	4	14	5	7	33	2	3	9	5	31	1					
		4.71%	6.27%	4.56%	4.03%	6.61%	4.80%	4.16%	4.21%	5.38%	2.29%	3.96%	1.88%	5.15%	6.43%	2.36%	6.04%	5.13%	3.36%	3.00%	4.40%	2.60%	2.91%	5.67%	1.53%	2.94%	4.05%	8.19%	3.91%	0.59%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	37	3	2	3	1	2	1	1	0	1	3	1	0	2	0	4	2	0	1	1	1	2	0	0	1	1	0	4	0					
		0.41%	0.52%	0.41%	0.67%	0.15%	0.60%	0.41%	1.05%	0.0%	0.76%	0.62%	0.94%	0.0%	0.26%	0.0%	0.73%	0.48%	0.0%	0.75%	0.31%	0.52%	0.83%	0.0%	0.0%	0.98%	0.45%	0.0%	0.50%	0.0%					
35	"18. ""ЛДПР"""	1174	71	75	62	63	49	37	13	16	12	67	10	63	77	2	86	49	19	22	47	10	26	101	35	25	39	10	80	8					
		13.18%	12.36%	15.56%	13.90%	9.92%	14.71%	15.41%	13.68%	12.30%	9.16%	13.98%	9.43%	19.09%	10.32%	1.18%	15.75%	11.98%	15.96%	16.54%	14.77%	5.20%	10.83%	17.38%	26.92%	24.50%	17.56%	16.39%	10.11%	4.79%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	133	7	8	1	2	3	2	1	2	1	9	1	2	10	0	7	11	5	2	16	3	1	5	5	4	11	0	11	3					
		1.49%	1.21%	1.65%	0.22%	0.31%	0.90%	0.83%	1.05%	1.53%	0.76%	1.87%	0.94%	0.60%	1.34%	0.0%	1.28%	2.68%	4.20%	1.50%	5.03%	1.56%	0.41%	0.86%	3.84%	3.92%	4.95%	0.0%	1.39%	1.79%					
37	"20. ""Политическая партия ""Единая Россия"""	3336	194	167	173	280	105	78	34	50	85	205	60	112	287	79	206	139	50	46	90	89	97	147	35	29	58	34	332	75					
		37.45%	33.79%	34.64%	38.78%	44.09%	31.53%	32.5%	35.78%	38.46%	64.88%	42.79%	56.60%	33.93%	38.47%	46.74%	37.72%	33.98%	42.01%	34.58%	28.30%	46.35%	40.41%	25.30%	26.92%	28.43%	26.12%	55.73%	41.97%	44.91%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	3	0	1	0	2	0	0	1	0	0	0					
		0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	1.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.18%	0.0%	0.0%	2.25%	0.0%	0.52%	0.0%	0.34%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	18	0	0	0	1	0	0	0	0	0	1	0	2	1	1	2	0	1	0	1	0	0	2	1	1	0	0	3	1					
		0.20%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.60%	0.13%	0.59%	0.36%	0.0%	0.84%	0.0%	0.31%	0.0%	0.0%	0.34%	0.76%	0.98%	0.0%	0.0%	0.37%	0.59%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1140	101	88	68	79	49	24	10	8	14	48	7	35	94	27	38	66	7	15	71	43	25	108	19	6	30	4	45	11					
		12.79%	17.59%	18.25%	15.24%	12.44%	14.71%	10.0%	10.52%	6.15%	10.68%	10.02%	6.60%	10.60%	12.60%	15.97%	6.95%	16.13%	5.88%	11.27%	22.32%	22.39%	10.41%	18.58%	14.61%	5.88%	13.51%	6.55%	5.68%	6.58%					
																																			
41	Против всех	363	13	37	16	37	7	19	1	7	1	6	7	14	33	11	17	14	6	6	9	0	14	23	7	9	16	6	22	5					
		4.07%	2.26%	7.67%	3.58%	5.82%	2.10%	7.91%	1.05%	5.38%	0.76%	1.25%	6.60%	4.24%	4.42%	6.50%	3.11%	3.42%	5.04%	4.51%	2.83%	0.0%	5.83%	3.95%	5.38%	8.82%	7.20%	9.83%	2.78%	2.99%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
