Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Колышлейская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607									
		15.44%	21.89%	14.72%	14.84%	14.69%	16.55%	12.35%	14.85%	11.08%	17.52%	10.57%	11.48%	15.85%	16.98%	19.11%	12.66%	12.14%	12.66%	22.63%	14.04%	13.28%	21.76%	24.28%	18.82%	16.86%	11.93%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	1	1	0	0	0	0	0	2	4	0	0	4	2	0	2	0	1	0	2	2	4	1	2	1	0									
		0.25%	0.38%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	1.46%	0.00%	0.00%	1.15%	0.38%	0.00%	0.53%	0.00%	0.25%	0.00%	0.28%	0.33%	0.72%	0.19%	0.29%	0.10%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	244	3	6	4	5	3	7	11	5	9	2	6	2	11	3	6	8	3	4	27	15	19	38	23	22	2									
		2.09%	1.13%	0.97%	1.56%	1.75%	1.08%	1.44%	3.33%	0.64%	3.28%	0.49%	1.32%	0.58%	2.08%	0.96%	1.58%	1.43%	0.76%	2.92%	3.83%	2.46%	3.42%	7.27%	3.30%	2.17%	0.41%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
