Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
"Наименование Избирательной комиссии:    Тула, Привокзальная"																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239									
		1.43%	1.17%	1.55%	0.72%	0.52%	1.18%	1.42%	1.19%	1.57%	1.14%	1.81%	1.75%	1.90%	0.52%	2.06%	0.93%	3.29%	1.28%	2.19%	1.49%	1.59%	1.28%	1.71%	0.67%	1.88%	1.31%	0.73%	0.79%	1.62%	1.00%	1.02%	0.72%	0.88%	1.55%	2.03%	2.23%	1.10%	3.27%	0.93%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	47	2	0	0	1	0	2	1	1	4	0	1	1	1	0	1	2	4	3	2	0	1	0	1	0	2	5	0	1	3	0	2	2	0	1	2	0	1	0	0									
		0.18%	0.29%	0.00%	0.00%	0.13%	0.00%	0.47%	0.20%	0.26%	0.46%	0.00%	0.15%	0.13%	0.26%	0.00%	0.19%	0.26%	0.57%	0.39%	0.23%	0.00%	0.26%	0.00%	0.13%	0.00%	0.26%	0.92%	0.00%	0.18%	0.43%	0.00%	0.24%	0.18%	0.00%	0.11%	0.28%	0.00%	0.18%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3689	96	84	76	94	92	51	82	54	138	119	93	126	67	93	85	122	125	124	122	65	63	95	91	117	124	100	122	85	108	109	147	109	55	108	141	98	75	17	17									
		14.47%	14.04%	13.00%	13.69%	12.26%	15.51%	12.09%	16.30%	14.17%	15.75%	16.55%	13.60%	15.93%	17.27%	12.76%	15.83%	16.07%	17.76%	15.98%	13.94%	10.37%	16.11%	13.55%	12.28%	16.93%	16.23%	18.32%	19.37%	15.34%	15.49%	8.58%	17.63%	9.60%	14.18%	11.51%	19.61%	13.52%	13.61%	15.74%	17.89%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	279	5	10	9	4	5	0	0	5	15	10	2	8	3	18	6	9	14	10	13	5	4	10	14	6	7	4	7	5	7	6	12	8	7	16	3	6	4	1	1									
		1.09%	0.73%	1.55%	1.62%	0.52%	0.84%	0.00%	0.00%	1.31%	1.71%	1.39%	0.29%	1.01%	0.77%	2.47%	1.12%	1.19%	1.99%	1.29%	1.49%	0.80%	1.02%	1.43%	1.89%	0.87%	0.92%	0.73%	1.11%	0.90%	1.00%	0.47%	1.44%	0.70%	1.80%	1.71%	0.42%	0.83%	0.73%	0.93%	1.05%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	366	7	6	11	8	6	6	7	13	20	12	15	13	4	13	11	12	5	13	9	4	13	10	18	6	12	4	3	11	7	5	11	8	6	22	14	6	15	0	0									
		1.44%	1.02%	0.93%	1.98%	1.04%	1.01%	1.42%	1.39%	3.41%	2.28%	1.67%	2.19%	1.64%	1.03%	1.78%	2.05%	1.58%	0.71%	1.68%	1.03%	0.64%	3.32%	1.43%	2.43%	0.87%	1.57%	0.73%	0.48%	1.99%	1.00%	0.39%	1.32%	0.70%	1.55%	2.35%	1.95%	0.83%	2.72%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	33	1	0	0	0	1	0	2	2	3	1	0	1	0	0	1	0	1	0	2	1	0	2	1	0	3	2	1	0	0	0	0	1	1	4	1	0	1	0	0									
		0.13%	0.15%	0.00%	0.00%	0.00%	0.17%	0.00%	0.40%	0.52%	0.34%	0.14%	0.00%	0.13%	0.00%	0.00%	0.19%	0.00%	0.14%	0.00%	0.23%	0.16%	0.00%	0.29%	0.13%	0.00%	0.39%	0.37%	0.16%	0.00%	0.00%	0.00%	0.00%	0.09%	0.26%	0.43%	0.14%	0.00%	0.18%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	752	22	17	14	21	25	10	15	4	24	25	25	16	11	29	15	28	17	37	28	14	15	23	31	10	30	17	15	19	18	21	13	18	8	48	29	11	26	0	3									
		2.95%	3.22%	2.63%	2.52%	2.74%	4.22%	2.37%	2.98%	1.05%	2.74%	3.48%	3.65%	2.02%	2.84%	3.98%	2.79%	3.69%	2.41%	4.77%	3.20%	2.23%	3.84%	3.28%	4.18%	1.45%	3.93%	3.11%	2.38%	3.43%	2.58%	1.65%	1.56%	1.58%	2.06%	5.12%	4.03%	1.52%	4.72%	0.00%	3.16%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3727	109	96	73	131	78	78	82	56	127	111	106	130	63	110	76	110	108	126	140	78	62	110	127	118	130	84	102	57	94	95	125	114	49	144	119	88	98	10	13									
		14.62%	15.94%	14.86%	13.15%	17.08%	13.15%	18.48%	16.30%	14.70%	14.50%	15.44%	15.50%	16.43%	16.24%	15.09%	14.15%	14.49%	15.34%	16.24%	16.00%	12.44%	15.86%	15.69%	17.14%	17.08%	17.02%	15.38%	16.19%	10.29%	13.49%	7.48%	14.99%	10.04%	12.63%	15.35%	16.55%	12.14%	17.79%	9.26%	13.68%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	94	2	6	2	1	3	1	1	1	4	2	6	3	1	1	1	6	2	4	2	4	1	3	2	2	6	2	1	2	3	3	1	2	0	3	6	1	3	0	0									
		0.37%	0.29%	0.93%	0.36%	0.13%	0.51%	0.24%	0.20%	0.26%	0.46%	0.28%	0.88%	0.38%	0.26%	0.14%	0.19%	0.79%	0.28%	0.52%	0.23%	0.64%	0.26%	0.43%	0.27%	0.29%	0.79%	0.37%	0.16%	0.36%	0.43%	0.24%	0.12%	0.18%	0.00%	0.32%	0.83%	0.14%	0.54%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1495	36	27	21	40	24	14	22	16	51	50	26	73	39	52	32	57	60	66	73	27	31	53	58	36	49	25	23	24	46	27	44	74	22	69	27	33	40	2	6									
		5.86%	5.26%	4.18%	3.78%	5.22%	4.05%	3.32%	4.37%	4.20%	5.82%	6.95%	3.80%	9.23%	10.05%	7.13%	5.96%	7.51%	8.52%	8.51%	8.34%	4.31%	7.93%	7.56%	7.83%	5.21%	6.41%	4.58%	3.65%	4.33%	6.60%	2.13%	5.28%	6.51%	5.67%	7.36%	3.76%	4.55%	7.26%	1.85%	6.32%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
