Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Новошешминская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322									
14	Число погашенных неиспользованных открепительных удостоверений	173	7	9	7	8	5	3	1	4	10	5	7	2	12	7	7	6	9	9	5	9	6	5	10	10	1	6	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	9	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	1	1	0	0	1	0	0	0									
		0.08%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.27%	0.00%	0.18%	0.00%	0.00%	0.00%	0.20%	0.19%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	28	0	2	1	2	2	2	1	4	0	0	0	0	0	1	0	0	0	0	0	4	3	2	0	4	0	0	0									
		0.25%	0.00%	0.44%	0.26%	0.75%	0.56%	1.16%	0.16%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.57%	1.56%	0.00%	0.70%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	14	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	1	3	0	1									
		0.13%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.18%	0.75%	0.00%	0.43%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10892	297	454	377	259	352	165	586	487	89	88	466	118	373	726	684	1119	689	487	98	480	503	126	320	548	385	387	229									
		97.50%	98.02%	99.34%	96.17%	97.00%	98.32%	95.38%	95.44%	96.25%	95.70%	98.88%	97.69%	97.52%	97.90%	98.11%	98.84%	98.42%	98.01%	97.79%	98.99%	96.00%	95.99%	98.44%	98.16%	96.14%	96.49%	98.47%	99.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	8	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.20%	0.00%	0.20%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	91	2	0	9	3	2	4	5	5	0	0	5	1	5	3	6	11	4	7	0	3	5	0	1	6	3	1	0									
		0.81%	0.66%	0.00%	2.30%	1.12%	0.56%	2.31%	0.81%	0.99%	0.00%	0.00%	1.05%	0.83%	1.31%	0.41%	0.87%	0.97%	0.57%	1.41%	0.00%	0.60%	0.95%	0.00%	0.31%	1.05%	0.75%	0.25%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.02%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	8	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	2	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.37%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.28%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	83	2	0	1	2	2	1	8	5	4	0	4	1	3	3	2	0	3	3	1	6	9	0	3	7	8	5	0									
		0.74%	0.66%	0.00%	0.26%	0.75%	0.56%	0.58%	1.30%	0.99%	4.30%	0.00%	0.84%	0.83%	0.79%	0.41%	0.29%	0.00%	0.43%	0.60%	1.01%	1.20%	1.72%	0.00%	0.92%	1.23%	2.01%	1.27%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	21	2	0	0	0	0	0	3	0	0	0	1	1	0	2	0	2	5	0	0	1	2	0	1	0	0	0	1									
		0.19%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.21%	0.83%	0.00%	0.27%	0.00%	0.18%	0.71%	0.00%	0.00%	0.20%	0.38%	0.00%	0.31%	0.00%	0.00%	0.00%	0.43%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
