Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Старицкая																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	91	4	9	1	9	6	4	1	2	3	0	1	5	2	1	1	3	5	5	9	1	2	1	1	2	3	2	0	0	2	6									
14	Число погашенных неиспользованных открепительных удостоверений	285	20	32	12	11	15	8	12	6	40	5	5	13	11	23	9	2	3	8	4	0	3	17	4	0	3	8	2	0	0	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	2	9	2	0	0	0	1	0	2	0	0	6	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	89	10	9	12	1	3	0	0	6	2	0	0	7	6	7	3	1	1	6	0	4	0	1	0	2	3	1	1	1	0	2									
		0.80%	1.18%	1.27%	2.06%	0.16%	0.95%	0.00%	0.00%	2.22%	0.23%	0.00%	0.00%	0.75%	2.59%	0.88%	0.83%	0.56%	1.04%	2.65%	0.00%	2.70%	0.00%	0.35%	0.00%	0.74%	1.05%	0.20%	1.05%	0.46%	0.00%	0.28%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	167	24	19	13	11	6	2	4	2	6	0	0	3	11	8	2	6	0	4	0	5	2	4	4	6	5	9	1	4	0	6									
		1.50%	2.83%	2.69%	2.23%	1.79%	1.90%	0.96%	0.71%	0.74%	0.68%	0.00%	0.00%	0.32%	4.74%	1.01%	0.56%	3.35%	0.00%	1.77%	0.00%	3.38%	2.30%	1.38%	2.50%	2.23%	1.75%	1.81%	1.05%	1.83%	0.00%	0.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	152	16	14	11	10	5	0	6	5	6	0	2	12	4	11	3	1	1	3	0	1	1	1	3	4	4	11	3	2	3	9									
		1.36%	1.89%	1.98%	1.89%	1.63%	1.58%	0.00%	1.07%	1.85%	0.68%	0.00%	1.01%	1.29%	1.72%	1.38%	0.83%	0.56%	1.04%	1.33%	0.00%	0.68%	1.15%	0.35%	1.88%	1.49%	1.40%	2.22%	3.16%	0.91%	2.86%	1.27%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7593	405	305	303	351	253	176	455	195	687	163	176	694	143	677	270	117	66	125	77	86	59	223	111	185	191	264	66	161	86	523									
		68.12%	47.82%	43.14%	51.97%	57.07%	80.06%	84.21%	81.11%	72.22%	77.98%	90.06%	88.89%	74.54%	61.64%	85.16%	75.00%	65.36%	68.75%	55.31%	77.00%	58.11%	67.82%	77.16%	69.38%	68.77%	66.78%	53.23%	69.47%	73.52%	81.90%	74.08%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	9	0	6	2	0	0	3	3	6	0	0	7	3	1	2	1	0	4	0	1	1	1	1	1	0	1	0	1	0	0									
		0.48%	1.06%	0.00%	1.03%	0.33%	0.00%	0.00%	0.53%	1.11%	0.68%	0.00%	0.00%	0.75%	1.29%	0.13%	0.56%	0.56%	0.00%	1.77%	0.00%	0.68%	1.15%	0.35%	0.63%	0.37%	0.00%	0.20%	0.00%	0.46%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.56%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1248	138	104	60	94	15	13	41	31	72	10	10	80	29	37	37	21	15	27	9	30	13	25	15	33	45	103	13	29	7	92									
		11.20%	16.29%	14.71%	10.29%	15.28%	4.75%	6.22%	7.31%	11.48%	8.17%	5.52%	5.05%	8.59%	12.50%	4.65%	10.28%	11.73%	15.63%	11.95%	9.00%	20.27%	14.94%	8.65%	9.38%	12.27%	15.73%	20.77%	13.68%	13.24%	6.67%	13.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	58	10	8	1	4	0	0	3	0	2	0	0	14	0	3	1	1	0	0	0	0	0	0	1	0	0	7	0	1	0	2									
		0.52%	1.18%	1.13%	0.17%	0.65%	0.00%	0.00%	0.53%	0.00%	0.23%	0.00%	0.00%	1.50%	0.00%	0.38%	0.28%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	1.41%	0.00%	0.46%	0.00%	0.28%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	60	2	14	5	6	0	0	1	0	2	0	2	10	3	1	1	2	0	1	2	0	0	1	0	1	0	3	0	0	0	3									
		0.54%	0.24%	1.98%	0.86%	0.98%	0.00%	0.00%	0.18%	0.00%	0.23%	0.00%	1.01%	1.07%	1.29%	0.13%	0.28%	1.12%	0.00%	0.44%	2.00%	0.00%	0.00%	0.35%	0.00%	0.37%	0.00%	0.60%	0.00%	0.00%	0.00%	0.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	3	4	2	1	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	1	0	0	2	0	1	0	0									
		0.18%	0.35%	0.57%	0.34%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.40%	0.00%	0.46%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	7	0	8	10	0	2	2	0	5	0	0	6	1	3	1	0	0	0	1	1	0	1	1	2	0	4	0	2	0	1									
		0.52%	0.83%	0.00%	1.37%	1.63%	0.00%	0.96%	0.36%	0.00%	0.57%	0.00%	0.00%	0.64%	0.43%	0.38%	0.28%	0.00%	0.00%	0.00%	1.00%	0.68%	0.00%	0.35%	0.63%	0.74%	0.00%	0.81%	0.00%	0.91%	0.00%	0.14%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	885	105	106	81	54	13	6	25	14	56	5	5	51	11	20	22	21	10	34	9	7	9	17	18	25	35	50	7	10	5	54									
		7.94%	12.40%	14.99%	13.89%	8.78%	4.11%	2.87%	4.46%	5.19%	6.36%	2.76%	2.53%	5.48%	4.74%	2.52%	6.11%	11.73%	10.42%	15.04%	9.00%	4.73%	10.34%	5.88%	11.25%	9.29%	12.24%	10.08%	7.37%	4.57%	4.76%	7.65%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	4	3	3	4	0	1	1	4	3	0	0	0	1	1	0	1	0	0	0	0	0	1	0	2	0	3	0	0	0	0									
		0.29%	0.47%	0.42%	0.51%	0.65%	0.00%	0.48%	0.18%	1.48%	0.34%	0.00%	0.00%	0.00%	0.43%	0.13%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.74%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	631	103	110	71	51	19	8	20	10	28	3	3	33	14	23	15	5	3	15	1	12	1	13	5	8	3	32	3	4	4	11									
		5.66%	12.16%	15.56%	12.18%	8.29%	6.01%	3.83%	3.57%	3.70%	3.18%	1.66%	1.52%	3.54%	6.03%	2.89%	4.17%	2.79%	3.13%	6.64%	1.00%	8.11%	1.15%	4.50%	3.13%	2.97%	1.05%	6.45%	3.16%	1.83%	3.81%	1.56%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
