Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Светлоярская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526	УИК №3527	УИК №3528	УИК №3529	УИК №3530									
		0.47%	0.82%	0.41%	0.00%	0.38%	0.20%	0.57%	0.87%	0.00%	0.58%	1.02%	0.32%	0.70%	0.00%	0.00%	0.38%	0.51%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.24%	0.96%	1.98%	1.55%	1.38%	0.97%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	56	6	3	4	5	4	4	4	1	2	2	1	2	0	1	2	1	0	0	1	0	0	1	0	4	0	0	0	3	5	0									
		0.50%	1.23%	0.61%	0.72%	0.95%	0.81%	0.76%	0.58%	1.04%	0.58%	0.51%	0.32%	0.47%	0.00%	0.19%	0.38%	0.25%	0.00%	0.00%	0.19%	0.00%	0.00%	0.65%	0.00%	0.48%	0.00%	0.00%	0.00%	0.83%	1.62%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	1	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.15%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.19%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	111	7	2	4	6	5	11	7	2	0	1	8	4	1	9	5	3	2	0	0	4	0	1	0	4	0	1	8	5	11	0									
		0.99%	1.44%	0.41%	0.72%	1.14%	1.01%	2.10%	1.02%	2.08%	0.00%	0.25%	2.60%	0.93%	0.44%	1.75%	0.96%	0.76%	1.31%	0.00%	0.00%	1.66%	0.00%	0.65%	0.00%	0.48%	0.00%	0.99%	2.07%	1.38%	3.56%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1751	72	69	95	83	65	87	107	9	44	50	63	91	30	86	46	15	4	5	126	31	60	20	30	221	17	33	61	62	35	34									
		15.77%	14.78%	14.08%	17.03%	15.78%	13.10%	16.63%	15.57%	9.38%	12.79%	12.69%	20.45%	21.16%	13.22%	16.73%	8.80%	3.79%	2.61%	13.51%	23.86%	12.86%	11.88%	12.99%	21.90%	26.66%	16.35%	32.67%	15.76%	17.13%	11.33%	13.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	182	12	2	4	2	4	5	3	3	8	13	5	3	6	2	3	32	3	1	19	5	10	2	0	10	0	2	6	6	9	2									
		1.64%	2.46%	0.41%	0.72%	0.38%	0.81%	0.96%	0.44%	3.13%	2.33%	3.30%	1.62%	0.70%	2.64%	0.39%	0.57%	8.08%	1.96%	2.70%	3.60%	2.07%	1.98%	1.30%	0.00%	1.21%	0.00%	1.98%	1.55%	1.66%	2.91%	0.78%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	357	17	15	22	17	21	30	36	2	5	24	6	13	11	11	8	5	2	0	11	7	16	3	2	28	0	2	9	15	11	8									
		3.22%	3.49%	3.06%	3.94%	3.23%	4.23%	5.74%	5.24%	2.08%	1.45%	6.09%	1.95%	3.02%	4.85%	2.14%	1.53%	1.26%	1.31%	0.00%	2.08%	2.90%	3.17%	1.95%	1.46%	3.38%	0.00%	1.98%	2.33%	4.14%	3.56%	3.11%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
