Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Булунская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №809	УИК №810	УИК №811									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1621	273	297	234	110	96	215	94	73	56	166	1	1	5									
		54.86%	57.84%	52.75%	55.98%	51.89%	66.67%	55.41%	46.31%	44.79%	71.79%	54.97%	33.33%	33.33%	83.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	15	3	7	0	1	0	2	1	0	0	1	0	0	0									
		0.51%	0.64%	1.24%	0.00%	0.47%	0.00%	0.52%	0.49%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	1	1	1	0	0	0	1	0	0	0	1	0	0									
		0.17%	0.21%	0.18%	0.24%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	33.33%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	279	44	92	42	50	6	14	6	6	1	15	1	1	1									
		9.44%	9.32%	16.34%	10.05%	23.58%	4.17%	3.61%	2.96%	3.68%	1.28%	4.97%	33.33%	33.33%	16.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	3	3	4	2	0	0	1	0	1	0	0	0	0									
		0.47%	0.64%	0.53%	0.96%	0.94%	0.00%	0.00%	0.49%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	5	1	2	1	0	0	0	0	0	1	0	0	0	0									
		0.17%	0.21%	0.36%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	2	0	0	0	0	0	0	0	1	0	0	0									
		0.10%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	13	1	6	0	0	0	2	3	1	0	0	0	0	0									
		0.44%	0.21%	1.07%	0.00%	0.00%	0.00%	0.52%	1.48%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	303	55	46	45	21	10	46	28	15	9	27	0	1	0									
		10.25%	11.65%	8.17%	10.77%	9.91%	6.94%	11.86%	13.79%	9.20%	11.54%	8.94%	0.00%	33.33%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	1	1	2	0	1	1	1	0	2	0	0	0									
		0.30%	0.00%	0.18%	0.24%	0.94%	0.00%	0.26%	0.49%	0.61%	0.00%	0.66%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	446	50	66	56	8	23	68	49	52	7	67	0	0	0									
		15.09%	10.59%	11.72%	13.40%	3.77%	15.97%	17.53%	24.14%	31.90%	8.97%	22.19%	0.00%	0.00%	0.00%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
