Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Бабынинская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	114	0	12	11	4	3	6	1	4	1	5	3	5	0	1	2	1	2	15	14	9	6	9	0									
14	Число погашенных неиспользованных открепительных удостоверений	110	0	0	4	2	0	0	0	3	0	5	10	0	6	0	0	9	3	14	22	3	11	15	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	2	12	3	1	0	2	3	3	0	0	1	1	0	1	0	0	0	2	3	5	0	2	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	110	1	2	2	7	1	8	0	0	1	5	0	2	2	5	1	0	0	13	9	35	4	6	6									
		1.46%	0.64%	0.20%	0.46%	2.20%	0.83%	3.72%	0.00%	0.00%	0.69%	1.82%	0.00%	0.74%	2.30%	2.09%	0.44%	0.00%	0.00%	1.53%	1.25%	3.76%	2.84%	2.05%	2.47%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	182	0	25	12	5	2	10	3	4	4	11	2	6	3	2	8	4	2	22	15	20	4	7	11									
		2.41%	0.00%	2.56%	2.76%	1.57%	1.65%	4.65%	0.86%	2.05%	2.78%	4.00%	1.96%	2.21%	3.45%	0.84%	3.52%	3.74%	1.32%	2.60%	2.09%	2.15%	2.84%	2.40%	4.53%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	185	5	21	10	9	2	2	7	2	9	9	0	6	0	1	2	1	3	25	21	32	4	9	5									
		2.45%	3.21%	2.15%	2.30%	2.83%	1.65%	0.93%	2.00%	1.03%	6.25%	3.27%	0.00%	2.21%	0.00%	0.42%	0.88%	0.93%	1.97%	2.95%	2.92%	3.44%	2.84%	3.08%	2.06%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3930	91	508	207	202	64	132	255	109	71	122	50	167	44	116	146	57	111	425	357	380	69	125	122									
		52.10%	58.33%	51.94%	47.70%	63.52%	52.89%	61.40%	72.86%	55.90%	49.31%	44.36%	49.02%	61.40%	50.57%	48.54%	64.32%	53.27%	73.03%	50.18%	49.72%	40.86%	48.94%	42.81%	50.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	49	1	7	1	0	2	2	3	1	1	2	0	6	0	2	1	0	0	2	4	10	1	1	2									
		0.65%	0.64%	0.72%	0.23%	0.00%	1.65%	0.93%	0.86%	0.51%	0.69%	0.73%	0.00%	2.21%	0.00%	0.84%	0.44%	0.00%	0.00%	0.24%	0.56%	1.08%	0.71%	0.34%	0.82%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0									
		0.09%	0.00%	0.00%	0.23%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.34%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1359	29	166	87	33	27	32	41	52	31	62	9	35	24	35	22	27	25	167	133	202	20	63	37									
		18.02%	18.59%	16.97%	20.05%	10.38%	22.31%	14.88%	11.71%	26.67%	21.53%	22.55%	8.82%	12.87%	27.59%	14.64%	9.69%	25.23%	16.45%	19.72%	18.52%	21.72%	14.18%	21.58%	15.23%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	36	0	6	3	0	1	0	0	0	0	1	1	3	1	1	0	0	1	4	4	5	0	3	2									
		0.48%	0.00%	0.61%	0.69%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.36%	0.98%	1.10%	1.15%	0.42%	0.00%	0.00%	0.66%	0.47%	0.56%	0.54%	0.00%	1.03%	0.82%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	74	0	10	2	5	0	4	4	1	1	3	0	8	0	2	0	1	0	6	5	9	0	6	7									
		0.98%	0.00%	1.02%	0.46%	1.57%	0.00%	1.86%	1.14%	0.51%	0.69%	1.09%	0.00%	2.94%	0.00%	0.84%	0.00%	0.93%	0.00%	0.71%	0.70%	0.97%	0.00%	2.05%	2.88%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	3	1	4	0	1	0									
		0.20%	0.64%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.98%	0.00%	0.00%	0.42%	0.00%	0.93%	0.00%	0.35%	0.14%	0.43%	0.00%	0.34%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	86	0	9	5	1	3	2	3	0	1	4	1	3	0	3	0	1	1	8	10	16	3	5	7									
		1.14%	0.00%	0.92%	1.15%	0.31%	2.48%	0.93%	0.86%	0.00%	0.69%	1.45%	0.98%	1.10%	0.00%	1.26%	0.00%	0.93%	0.66%	0.94%	1.39%	1.72%	2.13%	1.71%	2.88%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1032	20	165	64	41	12	10	24	19	16	39	34	17	9	59	33	6	3	125	103	141	23	41	28									
		13.68%	12.82%	16.87%	14.75%	12.89%	9.92%	4.65%	6.86%	9.74%	11.11%	14.18%	33.33%	6.25%	10.34%	24.69%	14.54%	5.61%	1.97%	14.76%	14.35%	15.16%	16.31%	14.04%	11.52%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	2	7	2	2	2	1	0	2	1	0	0	0	0	4	1	3	0	6	7	12	0	5	0									
		0.76%	1.28%	0.72%	0.46%	0.63%	1.65%	0.47%	0.00%	1.03%	0.69%	0.00%	0.00%	0.00%	0.00%	1.67%	0.44%	2.80%	0.00%	0.71%	0.97%	1.29%	0.00%	1.71%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	283	4	29	17	11	1	5	7	3	2	14	1	11	1	8	10	1	2	30	35	53	11	15	12									
		3.75%	2.56%	2.97%	3.92%	3.46%	0.83%	2.33%	2.00%	1.54%	1.39%	5.09%	0.98%	4.04%	1.15%	3.35%	4.41%	0.93%	1.32%	3.54%	4.87%	5.70%	7.80%	5.14%	4.94%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
