Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
"Наименование Избирательной комиссии:    Калуга, Ленинская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №413	УИК №414					
		0.28%	0.25%	0.35%	0.35%	0.10%	0.00%	0.51%	0.34%	0.23%	0.52%	0.19%	0.16%	0.00%	0.35%	0.12%	0.17%	0.08%	0.38%	0.23%	0.29%	0.55%	0.33%	0.31%	0.18%	0.49%	0.34%	0.37%	0.32%	0.35%	0.50%	0.44%	0.13%	0.07%	0.23%	0.32%	0.12%	0.33%	0.53%	0.15%	0.08%	0.12%	0.24%	0.00%	0.59%	0.00%	0.36%	0.00%	0.30%	0.24%	0.70%	0.28%	0.11%					
24	7.Политическая партия «Либерально-демократическая партия России»	4662	98	76	93	69	82	66	69	62	75	89	93	75	35	71	82	95	102	90	105	108	98	93	82	101	90	72	106	93	111	114	125	131	99	103	196	88	107	110	113	92	43	105	113	10	53	19	96	30	297	62	75					
		8.40%	6.09%	6.68%	6.43%	7.22%	6.43%	6.73%	7.82%	7.12%	7.76%	8.53%	7.42%	9.62%	12.32%	8.60%	7.10%	7.76%	7.79%	6.94%	7.56%	7.46%	6.49%	7.31%	7.31%	7.05%	6.10%	6.61%	8.54%	8.04%	7.89%	8.44%	8.38%	8.83%	7.64%	8.29%	11.52%	7.27%	9.51%	8.10%	8.99%	10.74%	10.19%	10.52%	11.07%	7.25%	9.53%	8.76%	9.52%	7.21%	51.92%	5.84%	8.23%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4827	151	100	139	102	114	87	74	83	80	88	99	83	21	83	138	113	119	131	145	135	135	121	113	125	96	96	118	85	126	103	120	155	104	101	96	101	88	124	102	84	32	84	88	12	38	23	59	31	7	94	81					
		8.69%	9.39%	8.79%	9.61%	10.67%	8.94%	8.87%	8.39%	9.53%	8.28%	8.44%	7.89%	10.64%	7.39%	10.05%	11.95%	9.22%	9.08%	10.11%	10.45%	9.33%	8.94%	9.51%	10.08%	8.72%	6.51%	8.82%	9.51%	7.35%	8.96%	7.63%	8.05%	10.45%	8.03%	8.13%	5.64%	8.34%	7.82%	9.13%	8.12%	9.80%	7.58%	8.42%	8.62%	8.70%	6.83%	10.60%	5.85%	7.45%	1.22%	8.86%	8.89%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	779	21	16	26	6	31	14	15	15	16	15	19	12	5	6	25	18	9	15	19	27	23	22	22	23	23	13	14	16	20	22	17	16	18	15	22	18	4	18	18	14	2	14	13	0	2	4	10	5	7	23	11					
		1.40%	1.31%	1.41%	1.80%	0.63%	2.43%	1.43%	1.70%	1.72%	1.66%	1.44%	1.52%	1.54%	1.76%	0.73%	2.16%	1.47%	0.69%	1.16%	1.37%	1.87%	1.52%	1.73%	1.96%	1.61%	1.56%	1.19%	1.13%	1.38%	1.42%	1.63%	1.14%	1.08%	1.39%	1.21%	1.29%	1.49%	0.36%	1.33%	1.43%	1.63%	0.47%	1.40%	1.27%	0.00%	0.36%	1.84%	0.99%	1.20%	1.22%	2.17%	1.21%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30279	762	571	696	543	686	502	450	457	462	587	743	422	177	465	576	663	752	647	723	713	796	659	591	747	828	572	655	578	714	691	864	846	688	743	1088	700	673	762	702	496	259	631	641	91	372	154	674	267	156	559	485					
		54.53%	47.39%	50.18%	48.10%	56.80%	53.80%	51.17%	51.02%	52.47%	47.83%	56.28%	59.25%	54.10%	62.32%	56.30%	49.87%	54.12%	57.40%	49.92%	52.09%	49.27%	52.72%	51.81%	52.72%	52.13%	56.14%	52.53%	52.78%	50.00%	50.75%	51.19%	57.95%	57.05%	53.13%	59.82%	63.96%	57.80%	59.82%	56.11%	55.89%	57.88%	61.37%	63.23%	62.78%	65.94%	66.91%	70.97%	66.87%	64.18%	27.27%	52.69%	53.24%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1539	80	46	58	31	56	30	20	32	46	33	32	16	5	12	28	44	25	34	49	38	31	37	43	57	51	35	26	22	42	27	32	30	34	30	40	38	14	33	40	20	6	13	16	1	3	0	11	4	5	45	38					
		2.77%	4.98%	4.04%	4.01%	3.24%	4.39%	3.06%	2.27%	3.67%	4.76%	3.16%	2.55%	2.05%	1.76%	1.45%	2.42%	3.59%	1.91%	2.62%	3.53%	2.63%	2.05%	2.91%	3.84%	3.98%	3.46%	3.21%	2.10%	1.90%	2.99%	2.00%	2.15%	2.02%	2.63%	2.42%	2.35%	3.14%	1.24%	2.43%	3.18%	2.33%	1.42%	1.30%	1.57%	0.72%	0.54%	0.00%	1.09%	0.96%	0.87%	4.24%	4.17%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
