Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
"Наименование Избирательной комиссии:    Калуга, Ленинская"																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2234	45	21	50	25	60	30	8	32	20	20	23	65	48	65	70	100	31	27	40	35	100	160	35	20	40	58	50	42	32	30	28	27	47	31	30	35	40	35	57	60	245	40	20	37	40	15	15	15	15	20	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2029	43	21	42	22	60	29	8	28	16	18	23	58	42	64	66	100	28	27	37	35	77	138	32	20	40	58	40	40	27	30	26	27	39	31	27	31	40	32	53	55	245	32	16	25	40	5	3	9	6	18	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1758	40	31	50	27	41	30	60	29	26	24	40	46	48	67	27	30	37	26	20	22	37	40	64	21	26	22	30	18	21	11	24	33	15	22	10	18	18	27	46	24	61	14	14	23	29	8	12	15	12	8	125	189					
14	Число погашенных неиспользованных открепительных удостоверений	205	2	0	8	3	0	1	0	4	4	2	0	7	6	1	4	0	3	0	3	0	23	22	3	0	0	0	10	2	5	0	2	0	8	0	3	4	0	3	4	5	0	8	4	12	0	10	12	6	9	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	369	0	3	2	0	56	2	1	0	1	4	0	3	1	150	1	0	1	2	3	0	4	102	1	1	0	0	1	2	1	1	0	1	5	0	2	3	5	0	2	1	1	2	1	0	1	0	1	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	10438	323	192	282	181	259	188	46	180	156	178	197	272	299	285	138	149	272	274	211	255	274	289	274	179	221	242	286	195	182	169	217	233	285	212	231	239	238	246	253	263	227	194	152	198	151	60	23	65	42	153	79	29					
		18.65%	20.73%	18.41%	18.21%	18.60%	18.55%	19.75%	14.38%	17.89%	18.27%	21.02%	21.11%	19.25%	20.72%	21.86%	19.22%	18.37%	22.13%	21.97%	17.31%	20.40%	18.86%	22.09%	21.32%	17.53%	18.76%	17.20%	19.38%	18.82%	17.38%	15.68%	19.44%	19.68%	20.46%	17.38%	17.98%	19.07%	19.29%	19.31%	16.77%	19.55%	16.44%	17.80%	17.41%	17.05%	14.17%	14.05%	13.69%	12.80%	18.34%	15.99%	16.09%	6.28%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7672	141	133	186	117	154	110	47	145	101	89	113	162	182	160	100	97	171	161	147	135	171	183	161	147	146	186	194	133	99	162	187	162	187	207	181	206	173	167	224	184	220	194	129	181	192	68	36	81	43	168	56	193					
		13.70%	9.05%	12.75%	12.01%	12.02%	11.03%	11.55%	14.69%	14.41%	11.83%	10.51%	12.11%	11.46%	12.61%	12.27%	13.93%	11.96%	13.91%	12.91%	12.06%	10.80%	11.77%	13.99%	12.53%	14.40%	12.39%	13.22%	13.14%	12.84%	9.46%	15.03%	16.76%	13.68%	13.42%	16.97%	14.09%	16.44%	14.02%	13.11%	14.84%	13.68%	15.93%	17.80%	14.78%	15.59%	18.01%	15.93%	21.43%	15.94%	18.78%	17.55%	11.41%	41.77%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	838	18	10	21	11	18	17	10	14	11	12	21	19	18	15	11	12	13	16	25	30	31	26	12	21	18	26	16	12	20	15	17	16	24	20	17	20	12	26	26	26	20	10	9	24	12	8	1	4	0	12	4	11					
		1.50%	1.16%	0.96%	1.36%	1.13%	1.29%	1.79%	3.13%	1.39%	1.29%	1.42%	2.25%	1.34%	1.25%	1.15%	1.53%	1.48%	1.06%	1.28%	2.05%	2.40%	2.13%	1.99%	0.93%	2.06%	1.53%	1.85%	1.08%	1.16%	1.91%	1.39%	1.52%	1.35%	1.72%	1.64%	1.32%	1.60%	0.97%	2.04%	1.72%	1.93%	1.45%	0.92%	1.03%	2.07%	1.13%	1.87%	0.60%	0.79%	0.00%	1.25%	0.81%	2.38%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13185	454	262	391	214	365	241	70	235	211	211	233	320	314	257	159	196	261	278	305	323	369	291	297	246	344	352	403	253	241	253	214	308	356	256	330	297	300	271	370	325	294	259	160	219	233	111	29	119	31	193	134	27					
		23.55%	29.14%	25.12%	25.24%	21.99%	26.15%	25.32%	21.88%	23.36%	24.71%	24.91%	24.97%	22.65%	21.76%	19.71%	22.14%	24.17%	21.24%	22.29%	25.02%	25.84%	25.40%	22.25%	23.11%	24.09%	29.20%	25.02%	27.30%	24.42%	23.02%	23.47%	19.18%	26.01%	25.56%	20.98%	25.68%	23.70%	24.31%	21.27%	24.52%	24.16%	21.29%	23.76%	18.33%	18.86%	21.86%	25.99%	17.26%	23.43%	13.54%	20.17%	27.29%	5.84%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3677	150	86	140	87	143	82	25	77	67	71	81	104	113	91	38	75	77	88	76	72	111	91	75	63	75	84	84	74	93	72	70	81	71	55	79	48	106	107	89	65	77	52	42	39	48	16	8	12	3	27	12	5					
		6.57%	9.63%	8.25%	9.04%	8.94%	10.24%	8.61%	7.81%	7.65%	7.85%	8.38%	8.68%	7.36%	7.83%	6.98%	5.29%	9.25%	6.27%	7.06%	6.23%	5.76%	7.64%	6.96%	5.84%	6.17%	6.37%	5.97%	5.69%	7.14%	8.88%	6.68%	6.27%	6.84%	5.10%	4.51%	6.15%	3.83%	8.59%	8.40%	5.90%	4.83%	5.58%	4.77%	4.81%	3.36%	4.50%	3.75%	4.76%	2.36%	1.31%	2.82%	2.44%	1.08%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18991	444	341	497	335	424	293	113	335	285	270	264	503	491	457	252	268	417	405	436	404	464	392	428	358	351	489	456	337	384	380	382	362	448	435	423	421	386	434	528	458	512	367	363	480	404	158	70	216	108	386	197	180					
		33.92%	28.50%	32.69%	32.09%	34.43%	30.37%	30.78%	35.31%	33.30%	33.37%	31.88%	28.30%	35.60%	34.03%	35.05%	35.10%	33.05%	33.93%	32.48%	35.77%	32.32%	31.93%	29.97%	33.31%	35.06%	29.80%	34.75%	30.89%	32.53%	36.68%	35.25%	34.23%	30.57%	32.16%	35.66%	32.92%	33.60%	31.28%	34.07%	34.99%	34.05%	37.07%	33.67%	41.58%	41.34%	37.90%	37.00%	41.67%	42.52%	47.16%	40.33%	40.12%	38.96%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	473	11	10	14	8	16	10	5	9	12	7	6	10	11	16	11	5	4	12	6	16	13	11	11	7	9	8	15	13	14	8	13	10	10	15	10	7	10	8	8	11	10	4	8	11	13	0	1	4	0	5	3	4					
		0.84%	0.71%	0.96%	0.90%	0.82%	1.15%	1.05%	1.56%	0.89%	1.41%	0.83%	0.64%	0.71%	0.76%	1.23%	1.53%	0.62%	0.33%	0.96%	0.49%	1.28%	0.89%	0.84%	0.86%	0.69%	0.76%	0.57%	1.02%	1.25%	1.34%	0.74%	1.16%	0.84%	0.72%	1.23%	0.78%	0.56%	0.81%	0.63%	0.53%	0.82%	0.72%	0.37%	0.92%	0.95%	1.22%	0.00%	0.60%	0.79%	0.00%	0.52%	0.61%	0.87%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
