Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Мирнинская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №808									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	442	8	19	3	25	25	5	11	7	3	20	14	29	20	23	12	9	8	1	1	0	10	21	8	11	16	9	15	13	1	4	18	23	13	17	20									
		1.77%	1.79%	4.18%	1.35%	3.16%	2.76%	1.72%	1.92%	1.05%	1.90%	2.50%	1.54%	3.19%	2.17%	1.81%	1.14%	2.43%	1.50%	1.20%	0.70%	0.00%	1.68%	2.11%	1.41%	1.46%	1.46%	0.74%	1.22%	1.15%	0.46%	1.59%	1.80%	1.90%	1.15%	2.01%	2.03%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	545	7	12	3	21	18	5	8	17	0	12	20	17	31	29	26	11	21	2	10	5	7	18	12	21	24	30	30	15	4	1	19	23	17	17	32									
		2.19%	1.57%	2.64%	1.35%	2.65%	1.98%	1.72%	1.39%	2.55%	0.00%	1.50%	2.19%	1.87%	3.37%	2.28%	2.48%	2.96%	3.93%	2.41%	6.99%	2.33%	1.17%	1.81%	2.12%	2.79%	2.20%	2.47%	2.45%	1.33%	1.83%	0.40%	1.90%	1.90%	1.51%	2.01%	3.25%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	568	7	6	4	31	30	4	11	16	0	19	12	19	23	33	24	6	11	1	5	3	14	33	17	22	23	23	30	24	4	8	18	33	28	11	15									
		2.28%	1.57%	1.32%	1.79%	3.92%	3.31%	1.38%	1.92%	2.40%	0.00%	2.38%	1.32%	2.09%	2.50%	2.60%	2.29%	1.62%	2.06%	1.20%	3.50%	1.40%	2.35%	3.32%	2.99%	2.93%	2.10%	1.89%	2.45%	2.13%	1.83%	3.19%	1.80%	2.73%	2.48%	1.30%	1.52%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12552	223	232	96	375	431	136	320	310	19	358	434	450	474	608	542	181	281	55	67	98	249	507	267	365	559	642	666	616	110	142	567	678	653	467	374									
		50.37%	50.00%	50.99%	43.05%	47.41%	47.52%	46.90%	55.75%	46.55%	12.03%	44.75%	47.59%	49.56%	51.52%	47.87%	51.62%	48.79%	52.52%	66.27%	46.85%	45.58%	41.71%	51.06%	47.09%	48.54%	51.14%	52.80%	54.37%	54.66%	50.46%	56.57%	56.81%	56.03%	57.89%	55.20%	38.01%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	243	5	4	2	10	10	6	5	12	1	6	15	9	9	17	13	6	3	0	0	2	4	6	2	4	13	12	14	8	0	1	8	5	13	6	12									
		0.98%	1.12%	0.88%	0.90%	1.26%	1.10%	2.07%	0.87%	1.80%	0.63%	0.75%	1.64%	0.99%	0.98%	1.34%	1.24%	1.62%	0.56%	0.00%	0.00%	0.93%	0.67%	0.60%	0.35%	0.53%	1.19%	0.99%	1.14%	0.71%	0.00%	0.40%	0.80%	0.41%	1.15%	0.71%	1.22%									
24	"6. Политическая партия ""Гражданская Платформа"""	69	1	0	0	7	4	1	1	2	0	4	1	2	1	8	3	0	3	0	0	1	2	2	2	0	5	2	0	1	0	1	2	3	3	1	6									
		0.28%	0.22%	0.00%	0.00%	0.88%	0.44%	0.34%	0.17%	0.30%	0.00%	0.50%	0.11%	0.22%	0.11%	0.63%	0.29%	0.00%	0.56%	0.00%	0.00%	0.47%	0.34%	0.20%	0.35%	0.00%	0.46%	0.16%	0.00%	0.09%	0.00%	0.40%	0.20%	0.25%	0.27%	0.12%	0.61%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4860	113	84	60	137	180	74	85	139	17	149	198	159	160	193	183	76	38	17	12	8	175	214	145	195	253	226	239	211	50	48	175	199	179	150	319									
		19.50%	25.34%	18.46%	26.91%	17.32%	19.85%	25.52%	14.81%	20.87%	10.76%	18.63%	21.71%	17.51%	17.39%	15.20%	17.43%	20.49%	7.10%	20.48%	8.39%	3.72%	29.31%	21.55%	25.57%	25.93%	23.15%	18.59%	19.51%	18.72%	22.94%	19.12%	17.54%	16.45%	15.87%	17.73%	32.42%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	91	0	0	0	4	2	1	1	6	0	4	1	4	4	11	9	2	2	0	0	0	1	3	4	2	0	2	1	3	1	0	3	6	7	3	4									
		0.37%	0.00%	0.00%	0.00%	0.51%	0.22%	0.34%	0.17%	0.90%	0.00%	0.50%	0.11%	0.44%	0.43%	0.87%	0.86%	0.54%	0.37%	0.00%	0.00%	0.00%	0.17%	0.30%	0.71%	0.27%	0.00%	0.16%	0.08%	0.27%	0.46%	0.00%	0.30%	0.50%	0.62%	0.35%	0.41%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	179	2	1	1	6	6	2	12	2	0	6	5	13	12	20	12	4	2	0	0	1	1	5	6	5	4	8	7	4	1	1	4	8	5	7	6									
		0.72%	0.45%	0.22%	0.45%	0.76%	0.66%	0.69%	2.09%	0.30%	0.00%	0.75%	0.55%	1.43%	1.30%	1.57%	1.14%	1.08%	0.37%	0.00%	0.00%	0.47%	0.17%	0.50%	1.06%	0.66%	0.37%	0.66%	0.57%	0.35%	0.46%	0.40%	0.40%	0.66%	0.44%	0.83%	0.61%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	39	0	1	1	0	1	0	2	1	0	2	1	3	1	1	2	1	1	0	0	0	0	3	0	4	1	0	2	4	0	0	3	0	0	2	2									
		0.16%	0.00%	0.22%	0.45%	0.00%	0.11%	0.00%	0.35%	0.15%	0.00%	0.25%	0.11%	0.33%	0.11%	0.08%	0.19%	0.27%	0.19%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.53%	0.09%	0.00%	0.16%	0.35%	0.00%	0.00%	0.30%	0.00%	0.00%	0.24%	0.20%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	208	4	1	4	4	14	4	8	7	0	9	11	12	9	18	12	3	4	1	0	3	3	4	3	3	4	7	7	7	0	5	5	8	9	8	7									
		0.83%	0.90%	0.22%	1.79%	0.51%	1.54%	1.38%	1.39%	1.05%	0.00%	1.13%	1.21%	1.32%	0.98%	1.42%	1.14%	0.81%	0.75%	1.20%	0.00%	1.40%	0.50%	0.40%	0.53%	0.40%	0.37%	0.58%	0.57%	0.62%	0.00%	1.99%	0.50%	0.66%	0.80%	0.95%	0.71%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2815	50	55	31	88	107	28	64	85	2	118	119	107	105	168	116	39	97	3	37	35	53	96	62	60	112	153	114	105	24	17	107	136	120	85	117									
		11.30%	11.21%	12.09%	13.90%	11.13%	11.80%	9.66%	11.15%	12.76%	1.27%	14.75%	13.05%	11.78%	11.41%	13.23%	11.05%	10.51%	18.13%	3.61%	25.87%	16.28%	8.88%	9.67%	10.93%	7.98%	10.25%	12.58%	9.31%	9.32%	11.01%	6.77%	10.72%	11.24%	10.64%	10.05%	11.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	110	2	0	0	3	6	2	0	4	2	4	4	1	5	11	1	0	4	0	1	1	4	5	2	2	4	3	10	5	1	0	1	8	4	5	5									
		0.44%	0.45%	0.00%	0.00%	0.38%	0.66%	0.69%	0.00%	0.60%	1.27%	0.50%	0.44%	0.11%	0.54%	0.87%	0.10%	0.00%	0.75%	0.00%	0.70%	0.47%	0.67%	0.50%	0.35%	0.27%	0.37%	0.25%	0.82%	0.44%	0.46%	0.00%	0.10%	0.66%	0.35%	0.59%	0.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1400	16	28	15	56	40	17	36	39	3	65	47	53	44	105	70	30	55	2	8	54	54	55	26	35	41	51	53	72	7	12	38	51	51	43	28									
		5.62%	3.59%	6.15%	6.73%	7.08%	4.41%	5.86%	6.27%	5.86%	1.90%	8.13%	5.15%	5.84%	4.78%	8.27%	6.67%	8.09%	10.28%	2.41%	5.59%	25.12%	9.05%	5.54%	4.59%	4.65%	3.75%	4.19%	4.33%	6.39%	3.21%	4.78%	3.81%	4.21%	4.52%	5.08%	2.85%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
