Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Белоярская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293					
		2.11%	1.65%	3.24%	2.94%	1.44%	1.6%	2.10%	2.19%	1.99%	1.66%	1.00%	0.76%	2.82%	1.53%	0.82%	2.85%	3.89%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	448	39	37	25	52	21	39	44	55	18	9	10	41	13	20	7	18					
		3.32%	4.96%	3.33%	2.62%	5.34%	3.36%	4.82%	5.07%	5.22%	1.99%	3.02%	1.28%	4.14%	1.53%	2.36%	0.76%	2.41%					
22	"5. ""За Русь Святую"""	76	8	4	3	6	7	9	4	4	2	1	1	0	13	4	4	6					
		0.56%	1.01%	0.36%	0.31%	0.61%	1.12%	1.11%	0.46%	0.37%	0.22%	0.33%	0.12%	0.0%	1.53%	0.47%	0.43%	0.80%					
23	"6. ""Объединенная Российская партия ""Русь"""	41	1	5	2	8	3	2	1	4	1	1	0	6	1	0	1	5					
		0.30%	0.12%	0.45%	0.21%	0.82%	0.48%	0.24%	0.11%	0.37%	0.11%	0.33%	0.0%	0.60%	0.11%	0.0%	0.10%	0.67%					
24	"7. ""Новый курс - Автомобильная Россия"""	107	5	13	15	11	3	9	12	4	2	1	10	5	6	5	1	5					
		0.79%	0.63%	1.17%	1.57%	1.13%	0.48%	1.11%	1.38%	0.37%	0.22%	0.33%	1.28%	0.50%	0.70%	0.59%	0.10%	0.67%					
25	"8. ""Народно-республиканская партия России"""	15	3	0	1	1	0	2	0	0	1	0	0	1	0	1	2	3					
		0.11%	0.38%	0.0%	0.10%	0.10%	0.0%	0.24%	0.0%	0.0%	0.11%	0.0%	0.0%	0.10%	0.0%	0.11%	0.21%	0.40%					
26	"9. ""Российская экологическая партия ""Зеленые"""	36	2	2	1	2	3	4	8	5	1	0	2	4	0	0	0	2					
		0.26%	0.25%	0.18%	0.10%	0.20%	0.48%	0.49%	0.92%	0.47%	0.11%	0.0%	0.25%	0.40%	0.0%	0.0%	0.0%	0.26%					
27	"10. ""Аграрная партия России"""	168	17	11	12	7	6	12	7	7	6	4	5	14	10	12	19	19					
		1.24%	2.16%	0.99%	1.26%	0.72%	0.96%	1.48%	0.80%	0.66%	0.66%	1.34%	0.64%	1.41%	1.17%	1.41%	2.08%	2.55%					
28	"11. ""Истинные патриоты России"""	18	0	1	0	0	0	0	3	2	3	0	2	1	0	2	3	1					
		0.13%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.34%	0.18%	0.33%	0.0%	0.25%	0.10%	0.0%	0.23%	0.32%	0.13%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	130	7	12	13	8	6	3	7	2	7	3	7	13	5	8	14	15					
		0.96%	0.89%	1.08%	1.36%	0.82%	0.96%	0.37%	0.80%	0.18%	0.77%	1.00%	0.89%	1.31%	0.58%	0.94%	1.53%	2.01%					
30	"13. ""Демократическая партия России"""	23	0	1	2	4	1	2	1	1	2	0	1	2	2	0	2	2					
		0.17%	0.0%	0.09%	0.21%	0.41%	0.16%	0.24%	0.11%	0.09%	0.22%	0.0%	0.12%	0.20%	0.23%	0.0%	0.21%	0.26%					
31	"14. ""Великая Россия - Евразийский Союз"""	26	0	6	1	2	2	2	1	2	1	0	0	1	1	2	4	1					
		0.19%	0.0%	0.54%	0.10%	0.20%	0.32%	0.24%	0.11%	0.18%	0.11%	0.0%	0.0%	0.10%	0.11%	0.23%	0.43%	0.13%					
32	"15. ""Партия СЛОН"""	23	1	1	1	1	1	0	1	0	1	2	0	0	2	2	2	8					
		0.17%	0.12%	0.09%	0.10%	0.10%	0.16%	0.0%	0.11%	0.0%	0.11%	0.67%	0.0%	0.0%	0.23%	0.23%	0.21%	1.07%					
33	"16. ""Родина"" (народно-патриотический союз)"""	562	44	42	41	63	23	33	36	49	36	19	21	31	30	22	35	37					
		4.16%	5.60%	3.79%	4.30%	6.48%	3.68%	4.08%	4.15%	4.65%	3.98%	6.37%	2.69%	3.13%	3.53%	2.59%	3.84%	4.97%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	1	1	0	0	2	0	1	1	2	0	1	3	1	2	2	3					
		0.14%	0.12%	0.09%	0.0%	0.0%	0.32%	0.0%	0.11%	0.09%	0.22%	0.0%	0.12%	0.30%	0.11%	0.23%	0.21%	0.40%					
35	"18. ""ЛДПР"""	1960	140	183	124	168	101	130	102	189	203	60	78	120	94	86	106	76					
		14.52%	17.83%	16.51%	13.02%	17.28%	16.16%	16.08%	11.76%	17.94%	22.48%	20.13%	10.0%	12.12%	11.07%	10.15%	11.63%	10.21%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	123	7	10	4	10	5	5	18	11	12	5	4	8	2	8	9	5					
		0.91%	0.89%	0.90%	0.42%	1.02%	0.8%	0.61%	2.07%	1.04%	1.32%	1.67%	0.51%	0.80%	0.23%	0.94%	0.98%	0.67%					
37	"20. ""Политическая партия ""Единая Россия"""	7402	415	577	548	477	329	428	440	557	458	141	540	527	526	515	542	382					
		54.86%	52.86%	52.07%	57.56%	49.07%	52.64%	52.97%	50.74%	52.89%	50.71%	47.31%	69.23%	53.23%	61.95%	60.80%	59.49%	51.34%					
38	"21. ""Российская Конституционно-демократическая партия"""	23	0	2	3	1	2	2	3	1	0	0	0	2	0	3	4	0					
		0.17%	0.0%	0.18%	0.31%	0.10%	0.32%	0.24%	0.34%	0.09%	0.0%	0.0%	0.0%	0.20%	0.0%	0.35%	0.43%	0.0%					
39	"22. ""Развитие предпринимательства"""	28	2	3	2	3	2	1	0	4	1	1	0	2	0	0	4	3					
		0.20%	0.25%	0.27%	0.21%	0.30%	0.32%	0.12%	0.0%	0.37%	0.11%	0.33%	0.0%	0.20%	0.0%	0.0%	0.43%	0.40%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	480	14	48	34	36	23	32	44	38	40	21	14	23	19	28	41	25					
		3.55%	1.78%	4.33%	3.57%	3.70%	3.68%	3.96%	5.07%	3.60%	4.42%	7.04%	1.79%	2.32%	2.23%	3.30%	4.50%	3.36%					
																							
41	Против всех	720	33	59	50	37	39	32	57	37	41	10	37	90	61	77	30	30					
		5.33%	4.20%	5.32%	5.25%	3.80%	6.24%	3.96%	6.57%	3.51%	4.54%	3.35%	4.74%	9.09%	7.18%	9.09%	3.29%	4.03%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
