Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Пильнинская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	69	7	2	6	2	3	0	4	1	3	0	0	0	0	0	0	0	4	1	0	0	1	0	2	0	6	1	1	5	3	5	6	1	3	1	1									
		0.76%	1.13%	0.31%	0.71%	0.31%	0.66%	0.00%	0.92%	0.66%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.74%	0.93%	0.00%	0.00%	0.53%	0.00%	1.18%	0.00%	1.47%	0.72%	0.95%	2.94%	2.75%	1.77%	1.47%	0.30%	5.66%	0.52%	0.42%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	288	19	16	35	22	13	2	10	7	10	3	20	6	4	8	9	2	5	2	2	5	4	0	9	2	16	3	2	10	7	6	12	6	1	1	9									
		3.19%	3.07%	2.47%	4.17%	3.40%	2.84%	0.99%	2.31%	4.64%	2.92%	2.29%	4.34%	3.41%	2.80%	6.84%	4.74%	2.33%	3.42%	1.85%	4.08%	6.94%	2.11%	0.00%	5.33%	3.85%	3.91%	2.17%	1.90%	5.88%	6.42%	2.13%	2.94%	1.78%	1.89%	0.52%	3.75%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	154	19	10	19	13	4	2	7	3	2	0	28	3	1	3	6	0	0	0	0	1	1	0	5	3	8	0	1	0	0	1	2	8	0	4	0									
		1.71%	3.07%	1.54%	2.26%	2.01%	0.87%	0.99%	1.62%	1.99%	0.58%	0.00%	6.07%	1.70%	0.70%	2.56%	3.16%	0.00%	0.00%	0.00%	0.00%	1.39%	0.53%	0.00%	2.96%	5.77%	1.96%	0.00%	0.95%	0.00%	0.00%	0.35%	0.49%	2.37%	0.00%	2.09%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5951	270	454	422	343	295	170	316	97	234	85	311	119	94	93	112	67	114	67	39	36	154	128	116	32	291	101	53	122	82	201	308	252	31	158	184									
		65.89%	43.62%	70.06%	50.24%	52.93%	64.41%	83.74%	72.98%	64.24%	68.22%	64.89%	67.46%	67.61%	65.73%	79.49%	58.95%	77.91%	78.08%	62.04%	79.59%	50.00%	81.05%	82.05%	68.64%	61.54%	71.15%	73.19%	50.48%	71.76%	75.23%	71.28%	75.49%	74.56%	58.49%	82.72%	76.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	1	4	5	1	0	0	3	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0									
		0.28%	0.16%	0.62%	0.60%	0.15%	0.00%	0.00%	0.69%	0.66%	0.29%	0.76%	0.00%	0.00%	0.70%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.24%	0.00%	0.95%	0.59%	0.00%	0.00%	0.25%	0.30%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	0	3	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0									
		0.18%	0.00%	0.00%	0.36%	0.46%	0.00%	0.00%	0.00%	0.00%	0.58%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.74%	0.89%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1044	129	58	165	122	41	14	31	17	60	21	36	25	23	4	20	6	9	21	4	14	10	18	18	5	43	16	21	16	8	13	10	19	9	5	13									
		11.56%	20.84%	8.95%	19.64%	18.83%	8.95%	6.90%	7.16%	11.26%	17.49%	16.03%	7.81%	14.20%	16.08%	3.42%	10.53%	6.98%	6.16%	19.44%	8.16%	19.44%	5.26%	11.54%	10.65%	9.62%	10.51%	11.59%	20.00%	9.41%	7.34%	4.61%	2.45%	5.62%	16.98%	2.62%	5.42%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	1	6	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1									
		0.25%	0.16%	0.93%	0.48%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.92%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.25%	0.30%	1.89%	0.52%	0.42%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	3	0	6	1	2	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	2	1	0	1	1									
		0.30%	0.48%	0.00%	0.71%	0.15%	0.44%	0.00%	0.00%	0.00%	0.00%	3.05%	0.00%	0.00%	0.70%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.59%	0.00%	0.00%	0.49%	0.30%	0.00%	0.52%	0.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	2	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0									
		0.17%	0.32%	0.46%	0.48%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.35%	0.25%	0.30%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	7	1	2	4	5	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	3	0	1	1	3									
		0.39%	1.13%	0.15%	0.24%	0.62%	1.09%	0.00%	0.23%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.86%	0.00%	0.92%	0.00%	0.74%	0.00%	1.89%	0.52%	1.25%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1040	117	62	124	106	66	12	36	20	19	12	54	17	17	9	37	9	13	11	4	16	15	10	14	6	31	16	14	11	7	38	43	37	6	12	19									
		11.51%	18.90%	9.57%	14.76%	16.36%	14.41%	5.91%	8.31%	13.25%	5.54%	9.16%	11.71%	9.66%	11.89%	7.69%	19.47%	10.47%	8.90%	10.19%	8.16%	22.22%	7.89%	6.41%	8.28%	11.54%	7.58%	11.59%	13.33%	6.47%	6.42%	13.48%	10.54%	10.95%	11.32%	6.28%	7.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	3	8	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	1	0	0	0									
		0.23%	0.00%	0.46%	0.95%	0.31%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.72%	0.00%	0.59%	0.00%	0.35%	0.00%	0.30%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	170	24	23	17	14	9	1	8	3	10	4	12	4	0	0	3	0	0	4	0	0	3	0	2	3	5	0	3	0	1	2	3	7	0	1	4									
		1.88%	3.88%	3.55%	2.02%	2.16%	1.97%	0.49%	1.85%	1.99%	2.92%	3.05%	2.60%	2.27%	0.00%	0.00%	1.58%	0.00%	0.00%	3.70%	0.00%	0.00%	1.58%	0.00%	1.18%	5.77%	1.22%	0.00%	2.86%	0.00%	0.92%	0.71%	0.74%	2.07%	0.00%	0.52%	1.67%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
