Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Соликамская городская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №3601	УИК №3602	УИК №3603	УИК №3604	УИК №3605	УИК №3606	УИК №3607	УИК №3608	УИК №3609	УИК №3610	УИК №3611	УИК №3612	УИК №3613	УИК №3614	УИК №3615	УИК №3616	УИК №3617	УИК №3618	УИК №3619	УИК №3620	УИК №3621	УИК №3622	УИК №3623	УИК №3624	УИК №3625	УИК №3626	УИК №3627	УИК №3628	УИК №3629	УИК №3630	УИК №3631	УИК №3632	УИК №3633	УИК №3634	УИК №3635	УИК №3636	УИК №3637	УИК №3638	УИК №3639	УИК №3640	УИК №3641	УИК №3642	УИК №3643	УИК №3644	УИК №3645					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1620	50	10	50	30	60	40	50	50	50	30	60	60	40	40	40	40	20	50	50	60	30	40	60	60	50	20	50	20	20	60	60	40	30	10	20	25	25	20	20	10	30	40	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	304	7	1	6	2	12	7	14	16	5	3	6	9	11	5	12	7	1	7	12	16	8	9	7	9	8	3	11	1	11	16	20	6	6	1	5	3	3	0	3	0	5	10	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	222	9	0	4	2	4	6	0	7	4	2	2	2	2	0	2	2	0	2	11	9	30	2	4	9	4	7	11	1	5	10	5	13	11	1	1	4	2	1	0	3	2	9	0	16	1					
14	Число погашенных неиспользованных открепительных удостоверений	1316	43	9	44	28	48	33	36	34	45	27	54	51	29	35	28	33	19	43	38	44	22	31	53	51	42	17	39	19	9	44	40	34	24	9	15	22	22	20	17	10	25	30	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5688	112	26	117	117	198	163	213	263	244	74	200	230	167	130	103	118	47	174	209	284	59	127	235	236	205	74	215	43	66	214	191	133	110	5	32	40	58	91	52	35	85	159	3	18	13					
		17.87%	13.88%	14.21%	16.05%	21.83%	16.16%	19.29%	16.30%	19.34%	19.77%	15.78%	15.49%	19.38%	20.37%	18.06%	15.94%	20.24%	17.80%	18.28%	19.72%	21.21%	12.04%	15.47%	18.77%	17.25%	19.96%	17.75%	19.65%	14.93%	18.28%	17.91%	17.36%	17.83%	17.19%	11.11%	13.73%	12.70%	14.76%	23.88%	16.20%	24.31%	17.97%	20.33%	2.08%	12.50%	13.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6719	225	38	156	92	263	159	226	280	268	117	242	235	155	108	146	94	57	172	255	275	120	213	303	285	205	77	235	82	66	264	256	160	143	11	63	77	80	64	63	33	99	182	25	33	17					
		21.11%	27.88%	20.77%	21.40%	17.16%	21.47%	18.82%	17.29%	20.59%	21.72%	24.95%	18.75%	19.80%	18.90%	15.00%	22.60%	16.12%	21.59%	18.07%	24.06%	20.54%	24.49%	25.94%	24.20%	20.83%	19.96%	18.47%	21.48%	28.47%	18.28%	22.09%	23.27%	21.45%	22.34%	24.44%	27.04%	24.44%	20.36%	16.80%	19.63%	22.92%	20.93%	23.27%	17.36%	22.92%	17.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	304	8	2	10	3	16	9	11	14	10	1	14	7	9	8	5	7	6	12	11	12	4	4	9	13	9	4	14	4	2	14	11	6	8	1	4	1	6	1	4	2	3	3	0	2	0					
		0.96%	0.99%	1.09%	1.37%	0.56%	1.31%	1.07%	0.84%	1.03%	0.81%	0.21%	1.08%	0.59%	1.10%	1.11%	0.77%	1.20%	2.27%	1.26%	1.04%	0.90%	0.82%	0.49%	0.72%	0.95%	0.88%	0.96%	1.28%	1.39%	0.55%	1.17%	1.00%	0.80%	1.25%	2.22%	1.72%	0.32%	1.53%	0.26%	1.25%	1.39%	0.63%	0.38%	0.00%	1.39%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7143	144	43	149	124	293	184	252	316	253	67	297	217	169	173	126	115	42	219	234	312	131	215	292	357	262	119	296	56	97	285	226	187	165	8	53	71	104	68	69	31	110	178	0	17	17					
		22.44%	17.84%	23.50%	20.44%	23.13%	23.92%	21.78%	19.28%	23.24%	20.50%	14.29%	23.01%	18.28%	20.61%	24.03%	19.50%	19.73%	15.91%	23.00%	22.08%	23.30%	26.73%	26.19%	23.32%	26.10%	25.51%	28.54%	27.06%	19.44%	26.87%	23.85%	20.55%	25.07%	25.78%	17.78%	22.75%	22.54%	26.46%	17.85%	21.50%	21.53%	23.26%	22.76%	0.00%	11.81%	17.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1085	17	5	26	12	28	35	49	47	36	14	38	41	41	33	27	25	4	16	43	59	8	23	42	63	28	13	55	5	21	34	41	21	21	1	3	8	14	14	11	7	26	25	0	3	2					
		3.41%	2.11%	2.73%	3.57%	2.24%	2.29%	4.14%	3.75%	3.46%	2.92%	2.99%	2.94%	3.45%	5.00%	4.58%	4.18%	4.29%	1.52%	1.68%	4.06%	4.41%	1.63%	2.80%	3.35%	4.61%	2.73%	3.12%	5.03%	1.74%	5.82%	2.85%	3.73%	2.82%	3.28%	2.22%	1.29%	2.54%	3.56%	3.67%	3.43%	4.86%	5.50%	3.20%	0.00%	2.08%	2.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10050	281	66	247	174	387	267	531	416	391	178	460	430	262	245	211	206	103	335	278	360	157	211	329	379	295	122	262	93	106	350	341	219	178	18	74	110	112	134	114	31	140	217	116	68	46					
		31.57%	34.82%	36.07%	33.88%	32.46%	31.59%	31.60%	40.63%	30.59%	31.69%	37.95%	35.63%	36.23%	31.95%	34.03%	32.66%	35.33%	39.02%	35.19%	26.23%	26.89%	32.04%	25.70%	26.28%	27.70%	28.72%	29.26%	23.95%	32.29%	29.36%	29.29%	31.00%	29.36%	27.81%	40.00%	31.76%	34.92%	28.50%	35.17%	35.51%	21.53%	29.60%	27.75%	80.56%	47.22%	46.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	216	5	0	7	5	6	5	12	4	9	2	11	8	4	5	6	7	2	5	11	17	4	9	9	11	5	0	6	1	1	8	9	3	4	0	1	1	3	0	1	2	1	4	0	2	0					
		0.68%	0.62%	0.00%	0.96%	0.93%	0.49%	0.59%	0.92%	0.29%	0.73%	0.43%	0.85%	0.67%	0.49%	0.69%	0.93%	1.20%	0.76%	0.53%	1.04%	1.27%	0.82%	1.10%	0.72%	0.80%	0.49%	0.00%	0.55%	0.35%	0.28%	0.67%	0.82%	0.40%	0.63%	0.00%	0.43%	0.32%	0.76%	0.00%	0.31%	1.39%	0.21%	0.51%	0.00%	1.39%	0.00%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
