Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Новоалтайская городская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	486	16	15	14	20	14	27	9	12	9	14	14	14	15	15	22	15	15	20	18	22	23	20	14	15	15	20	19	15	10	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	369	13	10	12	16	14	20	4	7	4	3	13	13	13	10	16	13	13	16	14	20	19	17	8	14	5	16	18	15	5	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	186	5	1	3	6	11	22	4	2	6	6	7	7	5	7	4	5	2	3	7	3	15	4	6	10	4	5	6	7	4	9									
14	Число погашенных неиспользованных открепительных удостоверений	117	3	5	2	4	0	7	5	5	5	11	1	1	2	5	6	2	2	4	4	2	4	3	6	1	10	4	1	0	5	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	61	0	0	3	2	0	1	1	3	1	1	3	3	5	5	1	1	0	8	1	2	4	3	2	2	3	2	1	2	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	270	5	5	8	6	2	19	4	9	7	2	5	7	13	9	16	13	17	15	19	11	14	21	10	5	4	8	5	5	6	0									
		1.25%	0.76%	0.64%	1.29%	0.75%	0.31%	1.64%	0.70%	1.39%	1.75%	1.10%	0.68%	0.88%	1.12%	0.94%	1.87%	1.65%	1.61%	1.69%	2.03%	1.70%	1.71%	2.05%	2.29%	0.71%	0.76%	0.96%	1.10%	0.60%	1.69%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	966	23	37	27	25	29	44	17	23	14	5	39	38	44	53	31	34	54	41	60	29	39	63	18	42	25	28	16	34	14	20									
		4.46%	3.51%	4.76%	4.37%	3.14%	4.52%	3.81%	2.98%	3.55%	3.51%	2.76%	5.27%	4.79%	3.80%	5.54%	3.63%	4.31%	5.12%	4.62%	6.42%	4.48%	4.77%	6.14%	4.13%	5.99%	4.78%	3.37%	3.51%	4.08%	3.95%	4.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	414	12	14	9	14	8	20	14	12	7	6	18	13	21	20	12	14	30	16	23	9	14	21	9	16	10	14	5	7	19	7									
		1.91%	1.83%	1.80%	1.46%	1.76%	1.25%	1.73%	2.46%	1.85%	1.75%	3.31%	2.43%	1.64%	1.81%	2.09%	1.41%	1.77%	2.84%	1.80%	2.46%	1.39%	1.71%	2.05%	2.06%	2.28%	1.91%	1.68%	1.10%	0.84%	5.37%	1.64%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7204	224	300	200	257	219	384	192	215	156	60	260	254	371	295	317	261	321	274	270	210	289	335	150	249	187	271	165	260	118	140									
		33.25%	34.20%	38.56%	32.36%	32.29%	34.17%	33.22%	33.68%	33.18%	39.10%	33.15%	35.14%	31.99%	32.01%	30.83%	37.12%	33.08%	30.43%	30.86%	28.91%	32.46%	35.33%	32.65%	34.40%	35.52%	35.76%	32.61%	36.18%	31.18%	33.33%	32.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	177	6	9	6	5	4	9	0	9	3	0	7	9	8	7	5	1	6	10	9	9	12	14	4	3	1	6	5	3	2	5									
		0.82%	0.92%	1.16%	0.97%	0.63%	0.62%	0.78%	0.00%	1.39%	0.75%	0.00%	0.95%	1.13%	0.69%	0.73%	0.59%	0.13%	0.57%	1.13%	0.96%	1.39%	1.47%	1.36%	0.92%	0.43%	0.19%	0.72%	1.10%	0.36%	0.56%	1.17%									
24	"6. Политическая партия ""Гражданская Платформа"""	32	2	2	1	5	0	1	3	1	1	0	0	2	1	0	1	0	1	0	0	0	1	2	0	2	0	1	3	2	0	0									
		0.15%	0.31%	0.26%	0.16%	0.63%	0.00%	0.09%	0.53%	0.15%	0.25%	0.00%	0.00%	0.25%	0.09%	0.00%	0.12%	0.00%	0.09%	0.00%	0.00%	0.00%	0.12%	0.19%	0.00%	0.29%	0.00%	0.12%	0.66%	0.24%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4401	136	171	143	185	145	191	93	108	86	59	127	163	191	162	199	153	177	177	174	131	164	168	91	164	112	225	117	218	90	81									
		20.31%	20.76%	21.98%	23.14%	23.24%	22.62%	16.52%	16.32%	16.67%	21.55%	32.60%	17.16%	20.53%	16.48%	16.93%	23.30%	19.39%	16.78%	19.93%	18.63%	20.25%	20.05%	16.37%	20.87%	23.40%	21.41%	27.08%	25.66%	26.14%	25.42%	18.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	131	9	3	4	4	3	7	5	3	0	1	12	2	6	3	5	5	7	8	6	3	7	5	0	3	1	5	2	2	6	4									
		0.60%	1.37%	0.39%	0.65%	0.50%	0.47%	0.61%	0.88%	0.46%	0.00%	0.55%	1.62%	0.25%	0.52%	0.31%	0.59%	0.63%	0.66%	0.90%	0.64%	0.46%	0.86%	0.49%	0.00%	0.43%	0.19%	0.60%	0.44%	0.24%	1.69%	0.94%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	201	8	4	3	4	6	13	5	3	4	0	6	6	19	8	12	12	9	14	11	6	11	9	2	4	3	3	1	10	3	2									
		0.93%	1.22%	0.51%	0.49%	0.50%	0.94%	1.12%	0.88%	0.46%	1.00%	0.00%	0.81%	0.76%	1.64%	0.84%	1.41%	1.52%	0.85%	1.58%	1.18%	0.93%	1.34%	0.88%	0.46%	0.57%	0.57%	0.36%	0.22%	1.20%	0.85%	0.47%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	0	2	2	1	0	0	0	0	0	0	1	1	1	1	1	0	4	0	0	0	2	2	0	0	2	0	1	2	1	2									
		0.12%	0.00%	0.26%	0.32%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.13%	0.09%	0.10%	0.12%	0.00%	0.38%	0.00%	0.00%	0.00%	0.24%	0.19%	0.00%	0.00%	0.38%	0.00%	0.22%	0.24%	0.28%	0.47%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	337	5	6	11	5	6	17	15	13	6	1	14	8	30	16	21	18	14	11	14	12	15	12	3	7	7	15	6	13	7	9									
		1.56%	0.76%	0.77%	1.78%	0.63%	0.94%	1.47%	2.63%	2.01%	1.50%	0.55%	1.89%	1.01%	2.59%	1.67%	2.46%	2.28%	1.33%	1.24%	1.50%	1.85%	1.83%	1.17%	0.69%	0.99%	1.34%	1.81%	1.32%	1.56%	1.98%	2.11%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4081	101	109	120	153	106	219	116	131	59	27	134	179	247	217	158	132	227	175	214	121	134	170	75	127	98	155	80	165	53	79									
		18.84%	15.42%	14.01%	19.42%	19.22%	16.54%	18.94%	20.35%	20.22%	14.79%	14.92%	18.11%	22.54%	21.31%	22.68%	18.50%	16.73%	21.52%	19.71%	22.91%	18.70%	16.38%	16.57%	17.20%	18.12%	18.74%	18.65%	17.54%	19.78%	14.97%	18.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	4	0	1	1	0	1	1	0	2	0	1	3	5	4	1	5	4	5	2	3	1	10	1	5	2	0	2	1	0	2									
		0.31%	0.61%	0.00%	0.16%	0.13%	0.00%	0.09%	0.18%	0.00%	0.50%	0.00%	0.14%	0.38%	0.43%	0.42%	0.12%	0.63%	0.38%	0.56%	0.21%	0.46%	0.12%	0.97%	0.23%	0.71%	0.38%	0.00%	0.44%	0.12%	0.00%	0.47%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2775	101	97	64	117	100	199	86	99	28	16	92	93	173	143	59	120	147	129	118	88	100	167	46	43	50	72	41	89	31	67									
		12.81%	15.42%	12.47%	10.36%	14.70%	15.60%	17.21%	15.09%	15.28%	7.02%	8.84%	12.43%	11.71%	14.93%	14.94%	6.91%	15.21%	13.93%	14.53%	12.63%	13.60%	12.22%	16.28%	10.55%	6.13%	9.56%	8.66%	8.99%	10.67%	8.76%	15.69%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
