Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Торбеевская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712					
22	. Хакамада Ирина Муцуовна	11	0	3	2	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.15%	0.10%	0.23%	0.00%	0.43%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	172	29	49	15	16	1	2	1	1	2	1	2	1	2	5	6	1	2	6	2	6	3	0	2	0	3	2	2	3	0	3	0	2	0	2					
		1.01%	1.97%	2.45%	0.73%	0.94%	0.20%	0.85%	0.28%	0.37%	0.62%	1.54%	0.25%	0.34%	1.16%	1.50%	1.53%	0.92%	1.85%	1.81%	1.46%	0.50%	0.53%	0.00%	0.71%	0.00%	1.10%	1.96%	0.26%	1.33%	0.00%	0.48%	0.00%	0.49%	0.00%	0.63%					
																																									
24	Против всех	13	3	1	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.20%	0.05%	0.19%	0.18%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
