Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Лиманская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	96	2	3	11	9	1	4	39	1	2	1	0	1	0	1	0	0	3	3	3	2	0	0	5	3	2	0									
		0.96%	0.36%	0.40%	1.22%	1.39%	0.69%	0.64%	7.99%	0.20%	0.32%	0.30%	0.00%	1.16%	0.00%	0.21%	0.00%	0.00%	0.70%	0.40%	0.63%	0.46%	0.00%	0.00%	0.92%	1.26%	1.11%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	516	25	35	38	20	3	32	27	15	24	9	2	3	0	24	8	3	10	141	25	24	11	3	23	3	3	5									
		5.14%	4.45%	4.62%	4.20%	3.09%	2.08%	5.11%	5.53%	3.02%	3.80%	2.72%	3.33%	3.49%	0.00%	5.08%	3.94%	3.66%	2.35%	18.95%	5.26%	5.49%	4.58%	2.75%	4.25%	1.26%	1.67%	4.90%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	204	7	17	19	12	1	17	14	13	5	4	0	4	0	6	3	1	8	29	14	4	8	5	8	2	2	1									
		2.03%	1.25%	2.24%	2.10%	1.85%	0.69%	2.72%	2.87%	2.62%	0.79%	1.21%	0.00%	4.65%	0.00%	1.27%	1.48%	1.22%	1.88%	3.90%	2.95%	0.92%	3.33%	4.59%	1.48%	0.84%	1.11%	0.98%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4499	232	324	370	281	62	262	178	274	317	190	35	46	44	221	83	33	189	290	197	232	113	43	225	126	76	56									
		44.78%	41.28%	42.74%	40.93%	43.36%	43.06%	41.85%	36.48%	55.13%	50.16%	57.40%	58.33%	53.49%	70.97%	46.82%	40.89%	40.24%	44.37%	38.98%	41.47%	53.09%	47.08%	39.45%	41.59%	52.94%	42.22%	54.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	6	4	3	5	0	5	0	0	1	1	0	0	0	1	0	1	5	1	0	1	2	1	2	0	0	0									
		0.39%	1.07%	0.53%	0.33%	0.77%	0.00%	0.80%	0.00%	0.00%	0.16%	0.30%	0.00%	0.00%	0.00%	0.21%	0.00%	1.22%	1.17%	0.13%	0.00%	0.23%	0.83%	0.92%	0.37%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	0	1	1	1	6	0	0	0	1	0	0	0	0	0	0	0	0	1	1	3	0	1	0	0	0									
		0.16%	0.00%	0.00%	0.11%	0.15%	0.69%	0.96%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.23%	1.25%	0.00%	0.18%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1701	113	155	177	118	23	76	75	84	151	62	7	23	8	69	32	6	71	108	71	69	17	7	79	49	38	13									
		16.93%	20.11%	20.45%	19.58%	18.21%	15.97%	12.14%	15.37%	16.90%	23.89%	18.73%	11.67%	26.74%	12.90%	14.62%	15.76%	7.32%	16.67%	14.52%	14.95%	15.79%	7.08%	6.42%	14.60%	20.59%	21.11%	12.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	40	3	5	3	5	0	2	0	3	2	0	0	0	0	2	0	0	1	9	1	0	0	2	0	0	1	1									
		0.40%	0.53%	0.66%	0.33%	0.77%	0.00%	0.32%	0.00%	0.60%	0.32%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.23%	1.21%	0.21%	0.00%	0.00%	1.83%	0.00%	0.00%	0.56%	0.98%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	3	3	8	6	0	4	6	0	2	1	0	0	0	2	0	0	0	2	0	0	1	1	3	1	0	0									
		0.43%	0.53%	0.40%	0.88%	0.93%	0.00%	0.64%	1.23%	0.00%	0.32%	0.30%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.42%	0.92%	0.55%	0.42%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	1	1	3	0	0	0	0	0	1	0									
		0.11%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.23%	0.13%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	60	10	9	10	2	0	2	0	2	2	0	2	0	1	5	1	0	0	2	1	3	1	1	2	0	4	0									
		0.60%	1.78%	1.19%	1.11%	0.31%	0.00%	0.32%	0.00%	0.40%	0.32%	0.00%	3.33%	0.00%	1.61%	1.06%	0.49%	0.00%	0.00%	0.27%	0.21%	0.69%	0.42%	0.92%	0.37%	0.00%	2.22%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1638	95	128	161	110	34	123	90	56	86	34	6	4	7	95	44	23	54	57	98	36	43	34	124	35	44	17									
		16.30%	16.90%	16.89%	17.81%	16.98%	23.61%	19.65%	18.44%	11.27%	13.61%	10.27%	10.00%	4.65%	11.29%	20.13%	21.67%	28.05%	12.68%	7.66%	20.63%	8.24%	17.92%	31.19%	22.92%	14.71%	24.44%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	37	4	7	3	2	1	2	0	2	1	2	0	0	0	1	0	0	0	1	2	2	0	2	4	0	1	0									
		0.37%	0.71%	0.92%	0.33%	0.31%	0.69%	0.32%	0.00%	0.40%	0.16%	0.60%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.13%	0.42%	0.46%	0.00%	1.83%	0.74%	0.00%	0.56%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	789	50	44	86	55	11	35	26	34	39	20	3	3	2	21	14	15	80	65	43	40	28	9	44	13	5	4									
		7.85%	8.90%	5.80%	9.51%	8.49%	7.64%	5.59%	5.33%	6.84%	6.17%	6.04%	5.00%	3.49%	3.23%	4.45%	6.90%	18.29%	18.78%	8.74%	9.05%	9.15%	11.67%	8.26%	8.13%	5.46%	2.78%	3.92%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
