Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Курская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697					
		11.31%	14.95%	12.73%	11.78%	16.27%	12.85%	14.07%	21.09%	7.04%	23.13%	6.75%	11.77%	13.91%	13.48%	4.17%	3.41%	15.40%	7.69%	11.65%	8.43%	13.24%	12.20%	2.33%	17.32%	15.61%	8.19%	8.14%	10.41%	13.59%	6.53%	7.88%	5.26%	0.90%	7.79%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	313	12	14	28	8	12	14	3	2	6	10	25	7	7	20	8	18	4	8	8	3	21	17	10	14	5	3	10	1	1	7	4	2	1					
		1.87%	1.27%	1.52%	3.20%	1.35%	1.97%	2.59%	1.09%	2.81%	4.47%	1.40%	3.20%	1.83%	1.34%	1.51%	1.24%	2.31%	1.80%	0.93%	1.27%	1.04%	4.57%	3.60%	1.57%	1.24%	2.04%	2.22%	2.16%	0.48%	0.50%	1.72%	5.26%	1.81%	1.29%					
37	"20. ""Политическая партия ""Единая Россия"""	5127	323	302	262	175	199	142	46	9	40	136	318	164	188	241	120	261	60	267	237	73	187	235	188	443	48	31	136	65	40	107	6	43	35					
		30.73%	34.25%	32.86%	29.97%	29.66%	32.78%	26.29%	16.72%	12.67%	29.85%	19.12%	40.71%	43.04%	36.22%	18.28%	18.60%	33.50%	27.14%	31.11%	37.73%	25.43%	40.74%	49.89%	29.60%	39.51%	19.67%	22.96%	29.50%	31.55%	20.10%	26.35%	7.89%	39.09%	45.45%					
38	"21. ""Российская Конституционно-демократическая партия"""	56	1	5	0	1	0	1	1	1	0	9	1	3	0	4	1	4	0	2	2	1	1	7	2	3	3	0	1	0	0	0	0	1	1					
		0.33%	0.10%	0.54%	0.0%	0.16%	0.0%	0.18%	0.36%	1.40%	0.0%	1.26%	0.12%	0.78%	0.0%	0.30%	0.15%	0.51%	0.0%	0.23%	0.31%	0.34%	0.21%	1.48%	0.31%	0.26%	1.22%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.90%	1.29%					
39	"22. ""Развитие предпринимательства"""	37	3	4	1	1	4	1	0	1	0	1	2	0	1	8	2	1	1	0	0	0	0	1	1	0	2	0	1	1	0	0	0	0	0					
		0.22%	0.31%	0.43%	0.11%	0.16%	0.65%	0.18%	0.0%	1.40%	0.0%	0.14%	0.25%	0.0%	0.19%	0.60%	0.31%	0.12%	0.45%	0.0%	0.0%	0.0%	0.0%	0.21%	0.15%	0.0%	0.81%	0.0%	0.21%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3772	163	189	152	105	97	105	34	28	11	219	144	43	92	566	331	127	49	198	124	58	53	116	88	169	99	38	115	43	60	92	26	20	18					
		22.61%	17.28%	20.56%	17.39%	17.79%	15.98%	19.44%	12.36%	39.43%	8.20%	30.80%	18.43%	11.28%	17.72%	42.94%	51.31%	16.30%	22.17%	23.07%	19.74%	20.20%	11.54%	24.62%	13.85%	15.07%	40.57%	28.14%	24.94%	20.87%	30.15%	22.66%	34.21%	18.18%	23.37%					
																																								
41	Против всех	649	35	51	45	38	28	29	13	2	3	14	36	12	9	75	36	28	4	24	12	16	12	10	17	29	4	3	21	12	8	16	0	4	3					
		3.89%	3.71%	5.54%	5.14%	6.44%	4.61%	5.37%	4.72%	2.81%	2.23%	1.96%	4.60%	3.14%	1.73%	5.69%	5.58%	3.59%	1.80%	2.79%	1.91%	5.57%	2.61%	2.12%	2.67%	2.58%	1.63%	2.22%	4.55%	5.82%	4.02%	3.94%	0.0%	3.63%	3.89%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
