Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Сюмсинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925									
		0.29%	0.00%	1.14%	0.00%	0.26%	0.94%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.38%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.24%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	816	81	54	92	68	49	14	11	13	5	19	12	30	14	6	29	21	15	36	17	28	3	86	79	32	2									
		14.61%	16.30%	12.33%	19.96%	17.53%	11.53%	9.46%	16.18%	11.11%	10.42%	13.19%	11.54%	11.28%	8.64%	9.84%	16.96%	12.57%	9.38%	11.15%	16.04%	15.22%	5.08%	19.86%	18.76%	17.68%	3.64%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	1	1	2	1	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0									
		0.23%	0.20%	0.23%	0.43%	0.26%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.62%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.54%	0.00%	0.23%	0.24%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	6	0	1	5	6	1	1	0	2	0	0	2	1	0	2	0	0	0	0	0	0	2	7	0	0									
		0.64%	1.21%	0.00%	0.22%	1.29%	1.41%	0.68%	1.47%	0.00%	4.17%	0.00%	0.00%	0.75%	0.62%	0.00%	1.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	1.66%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0									
		0.07%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.23%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	22	0	1	3	2	3	0	0	0	0	0	0	0	0	0	1	1	2	0	1	3	0	1	3	1	0									
		0.39%	0.00%	0.23%	0.65%	0.52%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.60%	1.25%	0.00%	0.94%	1.63%	0.00%	0.23%	0.71%	0.55%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	724	74	88	60	51	74	10	10	4	4	22	9	34	30	13	10	9	9	35	10	26	5	58	49	20	10									
		12.96%	14.89%	20.09%	13.02%	13.14%	17.41%	6.76%	14.71%	3.42%	8.33%	15.28%	8.65%	12.78%	18.52%	21.31%	5.85%	5.39%	5.63%	10.84%	9.43%	14.13%	8.47%	13.39%	11.64%	11.05%	18.18%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	2	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0									
		0.18%	0.40%	0.00%	0.22%	0.26%	0.47%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.55%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	174	21	25	17	14	17	3	1	4	1	3	2	7	4	0	2	3	3	8	2	2	0	16	14	3	2									
		3.11%	4.23%	5.71%	3.69%	3.61%	4.00%	2.03%	1.47%	3.42%	2.08%	2.08%	1.92%	2.63%	2.47%	0.00%	1.17%	1.80%	1.88%	2.48%	1.89%	1.09%	0.00%	3.70%	3.33%	1.66%	3.64%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
