Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
"Наименование Избирательной комиссии:    Брянск, Фокинская"																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	240	5	5	5	5	5	5	15	5	10	10	5	10	5	5	5	5	5	10	10	5	10	10	10	5	10	5	15	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	164	1	4	5	2	5	5	8	1	8	6	3	9	4	5	3	1	2	6	8	4	6	6	7	5	8	2	15	10	7	5	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	112	3	7	7	1	2	7	1	1	2	0	5	0	2	6	23	1	4	1	2	4	0	1	1	6	0	5	4	13	2	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	76	4	1	0	3	0	0	7	4	2	4	2	1	1	0	2	4	3	4	2	1	4	4	3	0	2	3	0	0	3	5	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	0	4	1	1	3	4	2	0	2	1	4	1	3	1	1	1	1	2	3	0	2	1	0	1	0	1	2	1	0	2	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	381	27	15	9	4	2	9	4	2	11	38	17	12	17	14	5	1	9	22	20	13	18	11	12	12	34	3	14	9	5	3	9									
		1.06%	2.85%	1.02%	1.33%	0.64%	0.14%	0.66%	0.35%	0.71%	0.75%	2.48%	1.08%	0.76%	1.18%	1.02%	0.45%	0.13%	0.80%	1.78%	1.54%	1.66%	1.87%	0.85%	2.22%	0.92%	2.83%	0.18%	0.77%	0.79%	0.77%	0.22%	1.02%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	382	13	11	13	22	8	17	6	3	9	18	14	15	7	7	20	2	12	15	15	15	3	18	8	0	38	4	21	23	14	6	5									
		1.06%	1.37%	0.75%	1.93%	3.50%	0.54%	1.24%	0.52%	1.07%	0.61%	1.18%	0.89%	0.95%	0.49%	0.51%	1.80%	0.26%	1.06%	1.22%	1.16%	1.92%	0.31%	1.39%	1.48%	0.00%	3.17%	0.24%	1.16%	2.02%	2.15%	0.45%	0.57%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	394	3	10	19	11	12	10	7	3	19	34	12	19	27	6	25	2	13	11	17	14	2	21	11	40	2	3	6	18	13	4	0									
		1.09%	0.32%	0.68%	2.81%	1.75%	0.81%	0.73%	0.61%	1.07%	1.29%	2.22%	0.76%	1.20%	1.87%	0.44%	2.25%	0.26%	1.15%	0.89%	1.31%	1.79%	0.21%	1.62%	2.03%	3.08%	0.17%	0.18%	0.33%	1.58%	1.99%	0.30%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22718	568	884	277	210	957	795	742	155	954	996	1022	1047	966	897	666	415	714	858	863	405	630	836	335	870	790	1106	1212	725	394	829	600									
		63.00%	59.92%	59.97%	41.04%	33.44%	64.79%	58.11%	64.92%	55.16%	64.72%	65.06%	65.01%	66.31%	66.99%	65.19%	60.00%	54.11%	63.30%	69.53%	66.49%	51.72%	65.56%	64.46%	61.92%	67.03%	65.83%	67.03%	66.99%	63.60%	60.43%	61.87%	68.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	173	7	1	10	5	9	2	2	1	2	11	2	22	5	4	17	1	2	8	6	11	1	10	3	5	2	1	8	4	5	0	6									
		0.48%	0.74%	0.07%	1.48%	0.80%	0.61%	0.15%	0.17%	0.36%	0.14%	0.72%	0.13%	1.39%	0.35%	0.29%	1.53%	0.13%	0.18%	0.65%	0.46%	1.40%	0.10%	0.77%	0.55%	0.39%	0.17%	0.06%	0.44%	0.35%	0.77%	0.00%	0.68%									
24	"6. Политическая партия ""Гражданская Платформа"""	88	4	2	2	2	7	3	5	0	3	1	6	9	2	3	6	1	4	4	4	4	1	3	0	5	0	1	0	1	1	0	4									
		0.24%	0.42%	0.14%	0.30%	0.32%	0.47%	0.22%	0.44%	0.00%	0.20%	0.07%	0.38%	0.57%	0.14%	0.22%	0.54%	0.13%	0.35%	0.32%	0.31%	0.51%	0.10%	0.23%	0.00%	0.39%	0.00%	0.06%	0.00%	0.09%	0.15%	0.00%	0.45%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3846	119	118	121	125	118	205	104	45	147	127	142	183	175	179	111	107	112	151	111	96	122	119	62	169	147	134	217	98	56	29	97									
		10.67%	12.55%	8.01%	17.93%	19.90%	7.99%	14.99%	9.10%	16.01%	9.97%	8.30%	9.03%	11.59%	12.14%	13.01%	10.00%	13.95%	9.93%	12.24%	8.55%	12.26%	12.70%	9.18%	11.46%	13.02%	12.25%	8.12%	11.99%	8.60%	8.59%	2.16%	10.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	126	2	7	1	12	4	4	3	3	4	14	2	15	0	3	0	2	2	5	6	7	2	4	3	3	0	2	7	5	1	0	3									
		0.35%	0.21%	0.47%	0.15%	1.91%	0.27%	0.29%	0.26%	1.07%	0.27%	0.91%	0.13%	0.95%	0.00%	0.22%	0.00%	0.26%	0.18%	0.41%	0.46%	0.89%	0.21%	0.31%	0.55%	0.23%	0.00%	0.12%	0.39%	0.44%	0.15%	0.00%	0.34%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	185	14	11	8	7	9	5	4	0	2	11	3	10	4	9	0	0	6	12	12	9	1	7	5	0	0	1	18	4	7	4	2									
		0.51%	1.48%	0.75%	1.19%	1.11%	0.61%	0.37%	0.35%	0.00%	0.14%	0.72%	0.19%	0.63%	0.28%	0.65%	0.00%	0.00%	0.53%	0.97%	0.92%	1.15%	0.10%	0.54%	0.92%	0.00%	0.00%	0.06%	0.99%	0.35%	1.07%	0.30%	0.23%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	61	2	14	3	0	3	2	3	0	2	1	3	6	0	0	0	0	2	2	5	1	1	2	1	0	0	2	1	0	0	0	5									
		0.17%	0.21%	0.95%	0.44%	0.00%	0.20%	0.15%	0.26%	0.00%	0.14%	0.07%	0.19%	0.38%	0.00%	0.00%	0.00%	0.00%	0.18%	0.16%	0.39%	0.13%	0.10%	0.15%	0.18%	0.00%	0.00%	0.12%	0.06%	0.00%	0.00%	0.00%	0.57%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	289	18	9	11	8	14	4	6	1	1	31	9	18	6	6	3	3	7	5	14	7	22	10	3	20	1	2	6	11	15	2	16									
		0.80%	1.90%	0.61%	1.63%	1.27%	0.95%	0.29%	0.52%	0.36%	0.07%	2.02%	0.57%	1.14%	0.42%	0.44%	0.27%	0.39%	0.62%	0.41%	1.08%	0.89%	2.29%	0.77%	0.55%	1.54%	0.08%	0.12%	0.33%	0.96%	2.30%	0.15%	1.81%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5058	131	295	117	130	250	231	170	46	234	121	236	159	173	153	200	138	157	61	116	109	120	174	61	143	119	268	181	145	100	438	82									
		14.03%	13.82%	20.01%	17.33%	20.70%	16.93%	16.89%	14.87%	16.37%	15.88%	7.90%	15.01%	10.07%	11.99%	11.12%	18.02%	17.99%	13.92%	4.94%	8.94%	13.92%	12.49%	13.42%	11.28%	11.02%	9.92%	16.24%	10.01%	12.72%	15.34%	32.69%	9.30%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	130	1	12	0	0	5	4	5	1	1	3	6	7	8	10	2	1	5	8	3	7	2	5	2	3	0	2	15	4	1	0	7									
		0.36%	0.11%	0.81%	0.00%	0.00%	0.34%	0.29%	0.44%	0.36%	0.07%	0.20%	0.38%	0.44%	0.55%	0.73%	0.18%	0.13%	0.44%	0.65%	0.23%	0.89%	0.21%	0.39%	0.37%	0.23%	0.00%	0.12%	0.83%	0.35%	0.15%	0.00%	0.79%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2003	24	74	72	85	74	77	80	16	78	109	95	48	36	73	55	84	79	69	93	64	36	62	28	28	67	121	103	75	32	22	44									
		5.55%	2.53%	5.02%	10.67%	13.54%	5.01%	5.63%	6.99%	5.69%	5.29%	7.12%	6.04%	3.04%	2.50%	5.31%	4.95%	10.95%	7.00%	5.59%	7.16%	8.17%	3.75%	4.78%	5.18%	2.16%	5.58%	7.33%	5.69%	6.58%	4.91%	1.64%	4.99%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
