Выборы Президента Российской Федерации																																																																		
																																																																		
Наименование Избирательной комиссии:    Миякинская																																																																		
																																																																		
Итоги голосования 																																																																		
																																																																		
		Сумма	УИК №2988	УИК №2989	УИК №2990	УИК №2991	УИК №2992	УИК №2993	УИК №2994	УИК №2995	УИК №2996	УИК №2997	УИК №2998	УИК №2999	УИК №3000	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041	УИК №3042	УИК №3043	УИК №3044	УИК №3045	УИК №3046					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																		
18	. Глазьев Сергей Юрьевич	32	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	2	0	1	0	0	2	0	0	1	0	0	3	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	2	1	0	3	0	2	3					
		0.16%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.82%	0.00%	0.00%	0.81%	0.00%	0.61%	0.00%	0.54%	0.00%	0.00%	1.30%	0.00%	0.00%	0.19%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.41%	0.65%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.30%	0.46%	0.00%	0.00%	1.30%	0.21%	0.00%	0.21%	0.00%	0.19%	0.35%					
19	. Малышкин Олег Александрович	16	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0					
		0.08%	0.36%	0.00%	0.00%	0.32%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.41%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.25%	0.71%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.22%	0.10%	0.00%					
20	. Миронов Сергей Михайлович	16	1	1	0	1	2	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0					
		0.08%	0.36%	0.24%	0.00%	0.32%	0.48%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.19%	0.00%					
21	. Путин Владимир Владимирович	19660	266	398	205	310	398	537	249	201	369	184	67	449	351	358	120	298	202	235	134	322	295	184	245	332	149	140	148	513	320	526	383	138	114	367	517	239	149	559	118	64	387	481	205	393	146	405	507	479	322	214	322	87	147	473	230	1407	450	1001	851					
		97.83%	96.38%	96.84%	98.56%	98.41%	96.37%	98.53%	88.93%	98.05%	98.14%	99.46%	98.53%	97.19%	97.77%	97.81%	98.36%	99.00%	98.54%	95.53%	92.41%	98.17%	98.66%	98.92%	99.59%	99.10%	96.75%	98.59%	97.37%	98.84%	99.38%	98.13%	97.21%	97.87%	98.28%	98.66%	97.73%	97.95%	96.13%	98.07%	90.77%	95.52%	98.98%	98.36%	100.00%	98.00%	96.69%	98.06%	99.80%	98.97%	97.87%	97.72%	98.47%	96.67%	95.45%	97.93%	98.29%	98.05%	98.04%	97.09%	97.93%					
22	. Хакамада Ирина Муцуовна	41	5	1	0	0	1	1	2	0	1	0	0	0	2	2	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	2	0	0	0	2	2	0	0	0	2	0	2	0	1	0	0	0	0	0	1	2	2	2	1	0					
		0.20%	1.81%	0.24%	0.00%	0.00%	0.24%	0.18%	0.71%	0.00%	0.27%	0.00%	0.00%	0.00%	0.56%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.54%	0.41%	0.00%	0.00%	0.70%	0.00%	0.19%	0.00%	0.19%	0.00%	0.00%	0.00%	0.27%	0.38%	0.00%	0.00%	0.00%	1.54%	2.99%	0.00%	0.00%	0.00%	0.50%	0.00%	0.48%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.85%	0.14%	0.44%	0.10%	0.00%					
23	. Харитонов Николай Михайлович	242	3	10	0	0	9	5	4	3	6	1	1	13	5	2	1	3	1	0	0	3	3	0	0	0	3	1	4	1	2	7	7	2	2	0	7	4	3	11	10	1	2	7	0	5	2	5	0	4	6	3	5	2	3	4	2	20	5	14	15					
		1.20%	1.09%	2.43%	0.00%	0.00%	2.18%	0.92%	1.43%	1.46%	1.60%	0.54%	1.47%	2.81%	1.39%	0.55%	0.82%	1.00%	0.49%	0.00%	0.00%	0.91%	1.00%	0.00%	0.00%	0.00%	1.95%	0.70%	2.63%	0.19%	0.62%	1.31%	1.78%	1.42%	1.72%	0.00%	1.32%	1.64%	1.94%	1.93%	7.69%	1.49%	0.51%	1.43%	0.00%	1.25%	1.32%	1.21%	0.00%	0.83%	1.82%	1.37%	1.53%	2.22%	1.95%	0.83%	0.85%	1.39%	1.09%	1.36%	1.73%					
																																																																		
24	Против всех	12	0	1	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
		0.06%	0.00%	0.24%	0.00%	0.32%	0.48%	0.18%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
