Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Стерлибашевская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849									
14	Число погашенных неиспользованных открепительных удостоверений	89	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	0	0	13	0	7	5	2	0	5	2	0	0	14	0	0	3	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	4	3	3	5	0	2	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	96	2	2	0	2	4	2	0	3	4	2	10	5	1	2	1	1	5	2	7	4	11	3	0	3	3	2	3	1	5	0	4	2	0									
		0.67%	0.39%	0.43%	0.00%	0.84%	0.92%	0.36%	0.00%	1.09%	1.02%	0.37%	1.95%	0.98%	0.29%	0.80%	0.52%	0.33%	2.11%	0.35%	0.64%	0.75%	1.33%	0.24%	0.00%	0.79%	1.07%	1.10%	0.50%	0.85%	1.59%	0.00%	1.22%	0.73%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	199	1	19	2	1	1	0	5	1	1	1	0	2	0	1	0	4	8	1	39	66	29	3	0	1	1	1	8	0	0	0	1	2	0									
		1.39%	0.19%	4.11%	1.27%	0.42%	0.23%	0.00%	2.24%	0.36%	0.26%	0.19%	0.00%	0.39%	0.00%	0.40%	0.00%	1.33%	3.38%	0.18%	3.57%	12.38%	3.50%	0.24%	0.00%	0.26%	0.36%	0.55%	1.34%	0.00%	0.00%	0.00%	0.30%	0.73%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	91	2	18	0	1	2	3	3	1	1	2	8	2	4	1	1	0	6	2	12	11	5	0	0	2	1	1	1	0	0	0	1	0	0									
		0.63%	0.39%	3.90%	0.00%	0.42%	0.46%	0.54%	1.35%	0.36%	0.26%	0.37%	1.56%	0.39%	1.17%	0.40%	0.52%	0.00%	2.53%	0.35%	1.10%	2.06%	0.60%	0.00%	0.00%	0.53%	0.36%	0.55%	0.17%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8911	291	285	98	152	270	348	138	170	242	330	321	317	212	155	120	183	173	353	647	260	397	934	589	244	177	113	464	74	181	218	198	170	87									
		62.04%	56.40%	61.69%	62.03%	63.60%	61.93%	62.14%	61.88%	61.82%	61.73%	61.80%	62.57%	61.91%	62.17%	62.00%	62.50%	61.00%	72.99%	61.93%	59.25%	48.78%	47.95%	75.38%	58.09%	64.21%	63.21%	62.43%	77.72%	62.71%	57.64%	64.88%	60.37%	61.82%	63.04%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	2	2	0	1	2	0	0	1	2	3	6	2	0	1	1	4	2	3	3	5	8	0	0	1	1	1	2	0	1	0	0	0	0									
		0.38%	0.39%	0.43%	0.00%	0.42%	0.46%	0.00%	0.00%	0.36%	0.51%	0.56%	1.17%	0.39%	0.00%	0.40%	0.52%	1.33%	0.84%	0.53%	0.27%	0.94%	0.97%	0.00%	0.00%	0.26%	0.36%	0.55%	0.34%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	3	1	0	0	0	0	0	0	1	0	0	0	0									
		0.09%	0.39%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.18%	0.18%	0.00%	0.36%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	316	5	34	1	2	4	2	3	3	4	5	6	5	3	2	2	5	10	6	34	42	66	0	0	0	0	1	37	0	15	13	3	3	0									
		2.20%	0.97%	7.36%	0.63%	0.84%	0.92%	0.36%	1.35%	1.09%	1.02%	0.94%	1.17%	0.98%	0.88%	0.80%	1.04%	1.67%	4.22%	1.05%	3.11%	7.88%	7.97%	0.00%	0.00%	0.00%	0.00%	0.55%	6.20%	0.00%	4.78%	3.87%	0.91%	1.09%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.18%	0.27%	0.00%	0.36%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	14	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	3	1	0	0	0	0	0	0	1	0	0	0	0									
		0.10%	0.19%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.18%	0.18%	0.38%	0.36%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0									
		0.06%	0.39%	0.22%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.12%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	1	5	3	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	1	2	17	1	0	0	0	0	2	0	1	0	2	0	0									
		0.28%	0.19%	1.08%	1.90%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.40%	0.00%	0.67%	0.00%	0.00%	0.09%	0.38%	2.05%	0.08%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.32%	0.00%	0.61%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4104	191	55	51	69	143	184	64	90	130	176	150	169	114	82	63	90	26	188	312	107	185	264	405	129	92	59	59	41	101	69	109	92	45									
		28.57%	37.02%	11.90%	32.28%	28.87%	32.80%	32.86%	28.70%	32.73%	33.16%	32.96%	29.24%	33.01%	33.43%	32.80%	32.81%	30.00%	10.97%	32.98%	28.57%	20.08%	22.34%	21.31%	39.94%	33.95%	32.86%	32.60%	9.88%	34.75%	32.17%	20.54%	33.23%	33.45%	32.61%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	1	0	14	1	0	0	0	0	0	0	0	0	0	0	0									
		0.17%	0.19%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.18%	0.09%	0.00%	1.69%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	396	14	16	3	11	10	18	10	6	8	11	12	10	7	5	4	6	4	11	19	16	69	24	20	0	5	3	12	2	6	36	6	6	6									
		2.76%	2.71%	3.46%	1.90%	4.60%	2.29%	3.21%	4.48%	2.18%	2.04%	2.06%	2.34%	1.95%	2.05%	2.00%	2.08%	2.00%	1.69%	1.93%	1.74%	3.00%	8.33%	1.94%	1.97%	0.00%	1.79%	1.66%	2.01%	1.69%	1.91%	10.71%	1.83%	2.18%	4.35%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
