Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Бутурлиновская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541									
		0.24%	0.10%	0.90%	0.00%	0.24%	0.13%	0.51%	0.11%	0.32%	0.21%	0.35%	0.23%	0.30%	0.00%	0.39%	0.00%	0.76%	0.52%	0.18%	0.00%	0.42%	0.24%	0.06%	0.49%	0.17%	0.40%	0.00%	0.00%	0.19%	0.56%	0.00%	0.00%	0.12%	0.00%	0.35%	0.53%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	1	0	0	0	2	3	6	0	0	0	0	3	0	2	0	0	0	1	1	0	1	0	2	1	2	0	0	3	1	2	0	0	0	0	3	0	0	0	0	0	0									
		0.12%	0.10%	0.00%	0.00%	0.00%	0.25%	0.38%	0.65%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.26%	0.00%	0.00%	0.00%	0.18%	0.30%	0.00%	0.12%	0.00%	0.14%	0.17%	0.40%	0.00%	0.00%	0.29%	0.28%	0.43%	0.00%	0.00%	0.00%	0.00%	1.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2267	107	21	11	115	137	113	104	157	32	114	31	33	107	153	5	13	59	77	49	32	83	79	109	26	48	9	46	30	37	42	10	65	36	36	24	12	27	6	38	22	12									
		8.12%	11.22%	1.34%	1.31%	13.97%	17.43%	14.34%	11.34%	16.94%	3.33%	19.69%	3.59%	2.49%	11.78%	19.95%	3.70%	9.85%	15.49%	14.18%	14.54%	13.50%	9.94%	4.91%	7.67%	4.33%	9.68%	1.17%	4.11%	2.92%	10.34%	9.13%	2.04%	7.80%	5.29%	6.23%	12.63%	12.50%	4.58%	3.17%	14.13%	11.52%	3.41%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	52	1	0	0	3	6	5	1	4	1	2	1	2	3	0	0	0	1	0	0	3	3	3	3	0	2	2	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0									
		0.19%	0.10%	0.00%	0.00%	0.36%	0.76%	0.63%	0.11%	0.43%	0.10%	0.35%	0.12%	0.15%	0.33%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	1.27%	0.36%	0.19%	0.21%	0.00%	0.40%	0.26%	0.00%	0.10%	0.28%	0.22%	0.00%	0.12%	0.15%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	75	4	3	0	4	4	13	6	9	1	1	3	4	0	3	0	1	1	0	0	1	1	1	6	1	2	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	1									
		0.27%	0.42%	0.19%	0.00%	0.49%	0.51%	1.65%	0.65%	0.97%	0.10%	0.17%	0.35%	0.30%	0.00%	0.39%	0.00%	0.76%	0.26%	0.00%	0.00%	0.42%	0.12%	0.06%	0.42%	0.17%	0.40%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.15%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	1	1	0	1	1	1	0	1	0	1	1	3	1	0	0	0	0	0	0	1	1	1	6	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.10%	0.06%	0.00%	0.12%	0.13%	0.13%	0.00%	0.11%	0.00%	0.17%	0.12%	0.23%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.12%	0.06%	0.42%	0.00%	0.00%	0.26%	0.00%	0.10%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	89	1	5	7	7	3	7	4	4	0	1	1	3	4	4	0	0	1	1	2	1	2	2	4	2	3	3	0	3	2	0	0	8	2	0	0	0	0	0	0	0	2									
		0.32%	0.10%	0.32%	0.84%	0.85%	0.38%	0.89%	0.44%	0.43%	0.00%	0.17%	0.12%	0.23%	0.44%	0.52%	0.00%	0.00%	0.26%	0.18%	0.59%	0.42%	0.24%	0.12%	0.28%	0.33%	0.60%	0.39%	0.00%	0.29%	0.56%	0.00%	0.00%	0.96%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2512	120	38	25	126	141	144	150	164	7	72	18	67	125	89	3	14	28	31	27	35	137	60	198	56	61	25	57	31	33	25	24	114	89	56	11	6	21	11	37	25	11									
		8.99%	12.58%	2.43%	2.99%	15.31%	17.94%	18.27%	16.36%	17.69%	0.73%	12.44%	2.08%	5.06%	13.77%	11.60%	2.22%	10.61%	7.35%	5.71%	8.01%	14.77%	16.41%	3.73%	13.92%	9.33%	12.30%	3.26%	5.09%	3.02%	9.22%	5.43%	4.91%	13.69%	13.07%	9.69%	5.79%	6.25%	3.57%	5.82%	13.75%	13.09%	3.13%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	328	11	5	15	8	19	14	6	12	5	6	6	15	0	8	0	5	15	10	2	14	18	7	11	4	5	2	0	2	6	14	5	11	14	8	3	1	5	2	4	14	16									
		1.17%	1.15%	0.32%	1.79%	0.97%	2.42%	1.78%	0.65%	1.29%	0.52%	1.04%	0.69%	1.13%	0.00%	1.04%	0.00%	3.79%	3.94%	1.84%	0.59%	5.91%	2.16%	0.44%	0.77%	0.67%	1.01%	0.26%	0.00%	0.19%	1.68%	3.04%	1.02%	1.32%	2.06%	1.38%	1.58%	1.04%	0.85%	1.06%	1.49%	7.33%	4.55%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1163	25	100	92	34	30	32	26	26	106	16	5	20	22	17	1	0	4	10	12	11	9	8	13	63	10	76	110	92	4	9	57	9	8	9	9	1	42	16	17	7	5									
		4.17%	2.62%	6.39%	10.99%	4.13%	3.82%	4.06%	2.84%	2.80%	11.03%	2.76%	0.58%	1.51%	2.42%	2.22%	0.74%	0.00%	1.05%	1.84%	3.56%	4.64%	1.08%	0.50%	0.91%	10.50%	2.02%	9.92%	9.82%	8.96%	1.12%	1.96%	11.66%	1.08%	1.17%	1.56%	4.74%	1.04%	7.13%	8.47%	6.32%	3.66%	1.42%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
