Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																				
Дата голосования: 18.09.2016																																																																				
																																																																				
Наименование Избирательной комиссии:    Зеленодольская																																																																				
																																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																																				
																																																																				
		Сумма	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №2822									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	149	4	0	5	4	2	10	0	2	0	0	0	4	0	0	0	0	0	0	0	24	9	2	0	13	1	2	0	5	6	4	1	0	9	1	4	0	0	0	0	0	0	13	11	0	0	2	0	0	0	0	0	0	0	0	0	0	11									
		0.33%	0.68%	0.00%	0.23%	0.17%	0.08%	1.16%	0.00%	0.16%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.97%	0.14%	0.00%	2.74%	0.11%	0.26%	0.00%	0.63%	0.68%	0.45%	0.50%	0.00%	0.94%	0.10%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.73%	1.16%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	314	4	18	4	3	13	13	0	39	0	0	0	4	1	0	0	0	0	0	0	31	11	6	3	9	1	2	0	9	10	8	3	6	23	2	10	9	0	0	0	0	2	36	15	0	3	1	0	0	2	0	0	0	0	0	1	0	12									
		0.69%	0.68%	4.76%	0.18%	0.12%	0.51%	1.50%	0.00%	3.05%	0.00%	0.00%	0.00%	0.27%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	1.18%	0.43%	0.37%	1.89%	0.11%	0.26%	0.00%	1.13%	1.13%	0.90%	1.49%	0.59%	2.41%	0.21%	1.05%	1.74%	0.00%	0.00%	0.00%	0.00%	0.33%	4.79%	1.59%	0.00%	0.44%	0.55%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.48%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	184	3	0	5	3	3	9	0	2	0	0	0	11	1	0	1	0	2	0	0	33	13	8	0	6	2	3	0	4	6	2	1	2	3	1	4	11	0	0	0	0	1	4	9	0	2	0	0	0	0	0	0	0	0	0	0	0	29									
		0.40%	0.51%	0.00%	0.23%	0.12%	0.12%	1.04%	0.00%	0.16%	0.00%	0.00%	0.00%	0.75%	0.20%	0.00%	0.50%	0.00%	0.38%	0.00%	0.00%	1.31%	1.39%	0.57%	0.00%	1.26%	0.22%	0.40%	0.00%	0.50%	0.68%	0.23%	0.50%	0.20%	0.31%	0.10%	0.42%	2.13%	0.00%	0.00%	0.00%	0.00%	0.17%	0.53%	0.95%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	38481	518	303	1811	2095	2237	636	1213	1036	549	738	530	1205	476	405	187	147	501	351	1796	1972	750	1155	691	314	730	650	1216	584	685	711	181	848	693	823	758	429	331	279	209	109	551	538	772	240	627	165	152	152	156	326	385	422	457	208	242	118	2118									
		84.18%	87.80%	80.16%	83.07%	87.00%	87.11%	73.61%	88.99%	80.94%	88.98%	89.02%	89.23%	82.25%	93.33%	92.47%	93.03%	94.84%	94.89%	96.16%	80.18%	78.32%	80.47%	82.50%	85.20%	66.11%	80.66%	85.75%	82.33%	73.00%	77.14%	80.07%	89.60%	83.88%	72.49%	84.67%	79.96%	82.98%	93.50%	90.88%	94.14%	94.78%	91.07%	71.54%	81.69%	94.86%	91.94%	90.16%	96.20%	95.00%	95.12%	92.88%	95.53%	95.91%	95.01%	95.85%	96.03%	94.40%	84.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	85	0	0	0	3	2	9	0	3	0	0	0	4	0	0	0	0	0	0	0	24	1	1	0	3	3	2	0	2	3	2	1	0	2	1	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12									
		0.19%	0.00%	0.00%	0.00%	0.12%	0.08%	1.04%	0.00%	0.23%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.11%	0.07%	0.00%	0.63%	0.33%	0.26%	0.00%	0.25%	0.34%	0.23%	0.50%	0.00%	0.21%	0.10%	0.32%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	0	0	0	1	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.06%	0.00%	0.00%	0.00%	0.04%	0.04%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.11%	0.07%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1970	21	37	131	34	31	57	41	81	30	35	29	40	11	8	3	3	4	0	152	199	64	65	22	53	28	28	73	87	87	45	8	41	66	45	65	30	2	10	0	1	7	33	41	3	11	10	0	3	2	0	0	0	5	0	2	2	84									
		4.31%	3.56%	9.79%	6.01%	1.41%	1.21%	6.60%	3.01%	6.33%	4.86%	4.22%	4.88%	2.73%	2.16%	1.83%	1.49%	1.94%	0.76%	0.00%	6.79%	7.90%	6.87%	4.64%	2.71%	11.16%	3.09%	3.69%	4.94%	10.88%	9.80%	5.07%	3.96%	4.06%	6.90%	4.63%	6.86%	5.80%	0.56%	3.26%	0.00%	0.87%	1.16%	4.39%	4.34%	1.19%	1.61%	5.46%	0.00%	1.88%	1.22%	0.00%	0.00%	0.00%	1.04%	0.00%	0.79%	1.60%	3.34%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	105	0	0	0	4	1	7	0	6	0	0	0	6	1	0	0	0	0	0	0	15	5	2	0	6	0	1	18	4	9	1	0	0	4	1	5	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3									
		0.23%	0.00%	0.00%	0.00%	0.17%	0.04%	0.81%	0.00%	0.47%	0.00%	0.00%	0.00%	0.41%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.54%	0.14%	0.00%	1.26%	0.00%	0.13%	1.22%	0.50%	1.01%	0.11%	0.00%	0.00%	0.42%	0.10%	0.53%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	68	0	0	0	6	1	5	0	2	0	0	0	4	0	0	0	0	0	0	0	10	4	2	2	2	0	0	1	4	3	1	1	0	3	1	5	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8									
		0.15%	0.00%	0.00%	0.00%	0.25%	0.04%	0.58%	0.00%	0.16%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.43%	0.14%	0.25%	0.42%	0.00%	0.00%	0.07%	0.50%	0.34%	0.11%	0.50%	0.00%	0.31%	0.10%	0.53%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	0	0	0	7	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.29%	0.04%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.14%	0.00%	0.21%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	157	4	0	0	8	4	19	0	4	4	0	0	12	1	0	0	0	0	0	4	19	4	2	0	9	5	0	4	9	5	4	2	4	4	1	2	4	0	0	0	0	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	11									
		0.34%	0.68%	0.00%	0.00%	0.33%	0.16%	2.20%	0.00%	0.31%	0.65%	0.00%	0.00%	0.82%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.75%	0.43%	0.14%	0.00%	1.89%	0.55%	0.00%	0.27%	1.13%	0.56%	0.45%	0.99%	0.40%	0.42%	0.10%	0.21%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.42%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3486	30	20	208	217	257	72	82	69	13	56	30	146	15	25	10	5	20	14	174	150	48	152	81	44	126	69	146	78	58	97	3	97	123	91	75	13	19	16	13	4	43	94	74	8	29	5	6	5	4	25	18	17	19	9	7	5	152									
		7.63%	5.08%	5.29%	9.54%	9.01%	10.01%	8.33%	6.02%	5.39%	2.11%	6.76%	5.05%	9.97%	2.94%	5.71%	4.98%	3.23%	3.79%	3.84%	7.77%	5.96%	5.15%	10.86%	9.99%	9.26%	13.92%	9.10%	9.88%	9.75%	6.53%	10.92%	1.49%	9.59%	12.87%	9.36%	7.91%	2.51%	5.37%	5.21%	5.86%	3.48%	7.11%	12.50%	7.83%	3.16%	4.25%	2.73%	3.80%	3.13%	2.44%	7.12%	4.47%	3.86%	3.95%	4.15%	2.78%	4.00%	6.04%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	0	0	0	3	1	0	0	3	0	0	0	3	0	0	0	0	0	0	0	6	4	1	1	1	2	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	6	3	0	1	0	0	0	0	0	0	0	0	0	0	0	6									
		0.10%	0.00%	0.00%	0.00%	0.12%	0.04%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.43%	0.07%	0.12%	0.21%	0.22%	0.00%	0.00%	0.13%	0.11%	0.00%	0.50%	0.10%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.32%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	416	6	0	16	10	10	21	27	7	19	0	0	12	0	0	0	0	1	0	78	11	12	1	8	9	7	0	19	11	4	7	0	7	15	1	9	16	2	2	0	1	1	6	7	1	7	0	0	0	0	0	0	1	0	0	0	0	44									
		0.91%	1.02%	0.00%	0.73%	0.42%	0.39%	2.43%	1.98%	0.55%	3.08%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	3.48%	0.44%	1.29%	0.07%	0.99%	1.89%	0.77%	0.00%	1.29%	1.38%	0.45%	0.79%	0.00%	0.69%	1.57%	0.10%	0.95%	3.09%	0.56%	0.65%	0.00%	0.87%	0.17%	0.80%	0.74%	0.40%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	1.75%									
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
