Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Мошковская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №939	УИК №1097									
		0.50%	0.23%	1.02%	0.11%	0.63%	0.00%	0.35%	1.82%	0.00%	0.00%	0.30%	0.00%	0.68%	0.00%	1.04%	0.43%	0.00%	0.21%	0.29%	0.40%	0.00%	0.00%	0.33%	1.02%	0.60%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	1.07%	1.45%	0.00%	0.72%	0.78%	0.50%	0.00%	0.00%	1.37%	0.00%	2.01%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	0	0	2	0	1	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	2	0	0	0	0	0	0									
		0.17%	0.00%	0.00%	0.00%	0.42%	0.00%	0.35%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	1.45%	1.22%	2.16%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3148	141	269	233	114	25	81	36	33	15	167	47	96	34	99	71	10	164	239	78	24	9	31	35	39	27	16	54	84	23	45	143	15	42	30	279	162	27	35	20	22	27	7									
		27.63%	32.79%	27.39%	25.41%	23.85%	25.25%	28.52%	32.73%	55.00%	28.30%	24.67%	28.48%	32.43%	40.48%	25.65%	30.74%	18.52%	34.60%	34.84%	31.20%	23.76%	10.23%	10.13%	35.71%	23.49%	43.55%	30.77%	43.20%	34.29%	29.49%	22.96%	25.49%	21.74%	25.61%	21.58%	31.21%	26.96%	16.88%	15.49%	27.40%	30.56%	18.12%	13.21%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	40	0	7	3	1	0	1	1	1	1	2	0	1	0	1	0	0	1	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	0	2	0	0	5	1									
		0.35%	0.00%	0.71%	0.33%	0.21%	0.00%	0.35%	0.91%	1.67%	1.89%	0.30%	0.00%	0.34%	0.00%	0.26%	0.00%	0.00%	0.21%	0.44%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.33%	0.00%	0.88%	0.00%	0.00%	3.36%	1.89%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	0	7	6	1	0	0	0	0	0	3	1	1	0	2	0	0	1	3	3	1	0	1	0	1	0	0	0	2	0	1	0	3	2	1	2	3	1	1	0	0	1	0									
		0.42%	0.00%	0.71%	0.65%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.61%	0.34%	0.00%	0.52%	0.00%	0.00%	0.21%	0.44%	1.20%	0.99%	0.00%	0.33%	0.00%	0.60%	0.00%	0.00%	0.00%	0.82%	0.00%	0.51%	0.00%	4.35%	1.22%	0.72%	0.22%	0.50%	0.63%	0.44%	0.00%	0.00%	0.67%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	0	0	1	0	0	0	0	0	2	1	1	1	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	2	1	1	0	0									
		0.18%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.61%	0.34%	1.19%	0.26%	0.00%	0.00%	0.00%	0.58%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.72%	0.22%	0.00%	0.00%	0.88%	1.37%	1.39%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	87	2	11	11	2	0	1	0	0	0	3	0	2	1	2	0	0	5	0	4	0	0	1	0	0	0	0	0	2	3	2	4	1	1	2	10	11	1	3	0	1	1	0									
		0.76%	0.47%	1.12%	1.20%	0.42%	0.00%	0.35%	0.00%	0.00%	0.00%	0.44%	0.00%	0.68%	1.19%	0.52%	0.00%	0.00%	1.05%	0.00%	1.60%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	3.85%	1.02%	0.71%	1.45%	0.61%	1.44%	1.12%	1.83%	0.63%	1.33%	0.00%	1.39%	0.67%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1631	44	132	118	91	18	36	11	3	7	143	29	33	5	49	25	5	64	77	48	16	6	53	17	29	8	4	26	46	12	9	88	9	18	28	127	84	26	37	4	13	23	10									
		14.31%	10.23%	13.44%	12.87%	19.04%	18.18%	12.68%	10.00%	5.00%	13.21%	21.12%	17.58%	11.15%	5.95%	12.69%	10.82%	9.26%	13.50%	11.22%	19.20%	15.84%	6.82%	17.32%	17.35%	17.47%	12.90%	7.69%	20.80%	18.78%	15.38%	4.59%	15.69%	13.04%	10.98%	20.14%	14.21%	13.98%	16.25%	16.37%	5.48%	18.06%	15.44%	18.87%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	2	1	3	0	1	0	0	0	0	4	2	0	0	0	0	1	1	4	1	1	0	0	0	2	0	0	0	0	1	1	1	0	1	0	3	2	0	1	0	1	0	1									
		0.31%	0.47%	0.10%	0.33%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.59%	1.21%	0.00%	0.00%	0.00%	0.00%	1.85%	0.21%	0.58%	0.40%	0.99%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	1.28%	0.51%	0.18%	0.00%	0.61%	0.00%	0.34%	0.33%	0.00%	0.44%	0.00%	1.39%	0.00%	1.89%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	346	13	51	56	30	3	9	1	1	3	9	3	4	0	8	7	2	9	11	15	0	1	3	1	3	0	0	1	2	3	5	18	2	2	3	32	9	4	6	4	4	4	4									
		3.04%	3.02%	5.19%	6.11%	6.28%	3.03%	3.17%	0.91%	1.67%	5.66%	1.33%	1.82%	1.35%	0.00%	2.07%	3.03%	3.70%	1.90%	1.60%	6.00%	0.00%	1.14%	0.98%	1.02%	1.81%	0.00%	0.00%	0.80%	0.82%	3.85%	2.55%	3.21%	2.90%	1.22%	2.16%	3.58%	1.50%	2.50%	2.65%	5.48%	5.56%	2.68%	7.55%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
