Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Советская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511									
		10.55%	13.34%	12.85%	15.54%	11.92%	11.72%	14.71%	9.43%	11.50%	6.67%	9.86%	9.90%	6.15%	7.78%	9.19%	9.29%	4.81%	3.75%	14.81%	7.08%	12.13%	7.41%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	3	3	4	3	5	1	1	1	3	0	0	0	2	0	0	0	1	2	1	5	0									
		0.27%	0.41%	0.29%	0.34%	0.25%	0.56%	0.20%	0.13%	0.21%	0.87%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.11%	0.74%	0.44%	0.75%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	4	0	6	5	0	2	2	0	0	0	2	1	0	1	0	0	0	0	1	3	0									
		0.21%	0.55%	0.00%	0.52%	0.42%	0.00%	0.39%	0.27%	0.00%	0.00%	0.00%	0.64%	0.27%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.44%	0.45%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.17%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	1	4	1	7	5	1	2	2	0	4	2	2	1	2	0	0	4	0	0	2	2									
		0.33%	0.14%	0.39%	0.09%	0.59%	0.56%	0.20%	0.27%	0.41%	0.00%	0.39%	0.64%	0.53%	0.24%	0.45%	0.00%	0.00%	0.45%	0.00%	0.00%	0.30%	0.67%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3734	194	370	396	445	238	164	222	124	91	289	41	107	101	127	127	76	299	83	55	136	49									
		29.07%	26.69%	36.03%	33.99%	37.36%	26.83%	32.16%	29.92%	25.46%	26.38%	28.50%	13.10%	28.61%	23.82%	28.48%	40.71%	14.05%	33.94%	30.74%	24.34%	20.36%	16.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	1	4	3	4	0	3	6	1	2	2	1	0	0	1	0	0	4	0	1	2	1									
		0.28%	0.14%	0.39%	0.26%	0.34%	0.00%	0.59%	0.81%	0.21%	0.58%	0.20%	0.32%	0.00%	0.00%	0.22%	0.00%	0.00%	0.45%	0.00%	0.44%	0.30%	0.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	233	10	22	30	23	11	11	27	8	6	21	2	4	1	7	7	6	10	8	3	12	4									
		1.81%	1.38%	2.14%	2.58%	1.93%	1.24%	2.16%	3.64%	1.64%	1.74%	2.07%	0.64%	1.07%	0.24%	1.57%	2.24%	1.11%	1.14%	2.96%	1.33%	1.80%	1.35%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
