Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Володарская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №2497					
		0.65%	0.77%	0.22%	0.44%	0.67%	0.50%	0.57%	0.80%	0.64%	0.70%	0.74%	0.63%	0.0%	0.96%	1.26%	0.74%	2.27%	1.05%	1.32%	0.61%	0.46%	0.68%	0.57%	0.50%	0.57%	0.28%	1.13%	0.14%	0.27%	0.69%					
23	"6. ""Объединенная Российская партия ""Русь"""	72	1	4	5	3	1	2	0	0	3	7	3	2	3	3	2	2	0	0	1	1	0	2	3	12	4	5	1	0	2					
		0.28%	0.11%	0.45%	0.56%	2.01%	0.25%	0.28%	0.0%	0.0%	0.26%	0.86%	0.47%	0.55%	0.32%	0.31%	0.21%	0.35%	0.0%	0.0%	0.06%	0.15%	0.0%	0.14%	0.21%	0.43%	0.19%	0.33%	0.14%	0.0%	0.34%					
24	"7. ""Новый курс - Автомобильная Россия"""	225	5	7	5	0	3	4	4	6	6	7	5	2	5	7	8	3	0	1	10	7	0	13	17	29	25	31	8	0	7					
		0.89%	0.55%	0.80%	0.56%	0.0%	0.75%	0.57%	1.61%	0.64%	0.52%	0.86%	0.79%	0.55%	0.53%	0.73%	0.85%	0.52%	0.0%	0.66%	0.68%	1.08%	0.0%	0.92%	1.21%	1.04%	1.18%	2.07%	1.19%	0.0%	1.22%					
25	"8. ""Народно-республиканская партия России"""	41	2	2	2	0	1	0	2	0	4	0	0	1	0	0	3	2	2	1	2	1	0	5	1	5	3	2	0	0	0					
		0.16%	0.22%	0.22%	0.22%	0.0%	0.25%	0.0%	0.80%	0.0%	0.35%	0.0%	0.0%	0.27%	0.0%	0.0%	0.32%	0.35%	2.10%	0.66%	0.13%	0.15%	0.0%	0.35%	0.07%	0.18%	0.14%	0.13%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	107	4	3	3	1	3	1	1	3	4	6	0	1	6	0	1	1	1	0	12	0	1	6	3	22	11	6	0	1	6					
		0.42%	0.44%	0.34%	0.33%	0.67%	0.75%	0.14%	0.40%	0.32%	0.35%	0.74%	0.0%	0.27%	0.64%	0.0%	0.10%	0.17%	1.05%	0.0%	0.82%	0.0%	0.68%	0.42%	0.21%	0.79%	0.52%	0.40%	0.0%	0.13%	1.04%					
27	"10. ""Аграрная партия России"""	1335	71	46	46	0	30	51	11	147	217	22	48	30	95	89	75	28	7	8	31	20	7	94	21	25	19	47	41	5	4					
		5.32%	7.88%	5.26%	5.17%	0.0%	7.59%	7.28%	4.43%	15.72%	19.01%	2.71%	7.63%	8.35%	10.17%	9.38%	8.02%	4.90%	7.36%	5.29%	2.12%	3.09%	4.82%	6.70%	1.50%	0.90%	0.90%	3.13%	6.13%	0.68%	0.69%					
28	"11. ""Истинные патриоты России"""	50	0	3	1	1	2	6	0	0	1	3	0	2	0	1	0	0	0	0	0	1	2	2	1	7	4	0	4	0	9					
		0.19%	0.0%	0.34%	0.11%	0.67%	0.50%	0.85%	0.0%	0.0%	0.08%	0.37%	0.0%	0.55%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	1.37%	0.14%	0.07%	0.25%	0.19%	0.0%	0.59%	0.0%	1.57%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	301	7	10	12	3	7	6	6	9	12	10	8	7	10	11	8	10	1	3	31	8	5	27	17	25	25	14	8	0	1					
		1.20%	0.77%	1.14%	1.34%	2.01%	1.77%	0.85%	2.41%	0.96%	1.05%	1.23%	1.27%	1.94%	1.07%	1.16%	0.85%	1.75%	1.05%	1.98%	2.12%	1.23%	3.44%	1.92%	1.21%	0.90%	1.18%	0.93%	1.19%	0.0%	0.17%					
30	"13. ""Демократическая партия России"""	55	0	4	3	3	1	5	0	3	5	3	0	1	1	2	2	1	0	0	1	1	0	5	0	2	5	3	0	1	3					
		0.21%	0.0%	0.45%	0.33%	2.01%	0.25%	0.71%	0.0%	0.32%	0.43%	0.37%	0.0%	0.27%	0.10%	0.21%	0.21%	0.17%	0.0%	0.0%	0.06%	0.15%	0.0%	0.35%	0.0%	0.07%	0.23%	0.20%	0.0%	0.13%	0.52%					
31	"14. ""Великая Россия - Евразийский Союз"""	83	2	3	2	0	1	4	0	5	1	3	4	2	2	3	3	1	0	0	4	3	0	2	5	18	5	4	2	1	3					
		0.33%	0.22%	0.34%	0.22%	0.0%	0.25%	0.57%	0.0%	0.53%	0.08%	0.37%	0.63%	0.55%	0.21%	0.31%	0.32%	0.17%	0.0%	0.0%	0.27%	0.46%	0.0%	0.14%	0.35%	0.65%	0.23%	0.26%	0.29%	0.13%	0.52%					
32	"15. ""Партия СЛОН"""	91	1	2	0	1	0	0	0	2	1	1	1	1	1	3	4	0	0	1	5	1	0	2	5	35	14	5	2	0	3					
		0.36%	0.11%	0.22%	0.0%	0.67%	0.0%	0.0%	0.0%	0.21%	0.08%	0.12%	0.15%	0.27%	0.10%	0.31%	0.42%	0.0%	0.0%	0.66%	0.34%	0.15%	0.0%	0.14%	0.35%	1.26%	0.66%	0.33%	0.29%	0.0%	0.52%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1276	35	41	53	5	18	49	16	63	66	42	29	19	64	44	50	29	6	2	112	52	2	115	88	43	120	78	29	2	4					
		5.09%	3.88%	4.69%	5.96%	3.35%	4.55%	7.0%	6.45%	6.73%	5.78%	5.19%	4.61%	5.29%	6.85%	4.64%	5.35%	5.07%	6.31%	1.32%	7.67%	8.04%	1.37%	8.20%	6.29%	1.55%	5.70%	5.21%	4.34%	0.27%	0.69%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	82	2	3	4	1	1	1	0	0	2	2	2	1	2	2	0	2	0	3	3	2	1	6	5	13	7	8	2	2	5					
		0.32%	0.22%	0.34%	0.44%	0.67%	0.25%	0.14%	0.0%	0.0%	0.17%	0.24%	0.31%	0.27%	0.21%	0.21%	0.0%	0.35%	0.0%	1.98%	0.20%	0.30%	0.68%	0.42%	0.35%	0.46%	0.33%	0.53%	0.29%	0.27%	0.87%					
35	"18. ""ЛДПР"""	3372	83	85	116	8	48	76	16	100	113	98	65	28	150	131	133	68	10	22	207	83	9	175	189	442	355	340	132	20	70					
		13.46%	9.21%	9.73%	13.04%	5.36%	12.15%	10.85%	6.45%	10.69%	9.90%	12.11%	10.33%	7.79%	16.05%	13.81%	14.23%	11.90%	10.52%	14.56%	14.17%	12.84%	6.20%	12.48%	13.52%	15.97%	16.88%	22.71%	19.76%	2.72%	12.21%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	309	18	16	18	2	8	13	4	14	18	11	10	2	11	16	17	16	1	3	8	7	3	24	18	13	11	17	6	1	3					
		1.23%	1.99%	1.83%	2.02%	1.34%	2.02%	1.85%	1.61%	1.49%	1.57%	1.35%	1.58%	0.55%	1.17%	1.68%	1.82%	2.80%	1.05%	1.98%	0.54%	1.08%	2.06%	1.71%	1.28%	0.46%	0.52%	1.13%	0.89%	0.13%	0.52%					
37	"20. ""Политическая партия ""Единая Россия"""	11006	400	389	364	60	148	260	94	314	279	337	249	150	302	362	387	241	47	50	701	282	73	561	649	1485	963	543	299	661	356					
		43.93%	44.39%	44.55%	40.94%	40.26%	37.46%	37.14%	37.90%	33.58%	24.45%	41.65%	39.58%	41.78%	32.33%	38.18%	41.43%	42.20%	49.47%	33.11%	48.01%	43.65%	50.34%	40.01%	46.45%	53.66%	45.81%	36.27%	44.76%	90.05%	62.12%					
38	"21. ""Российская Конституционно-демократическая партия"""	58	3	0	3	0	0	0	1	1	1	3	0	2	3	3	1	6	0	1	5	1	0	5	2	5	5	5	2	0	0					
		0.23%	0.33%	0.0%	0.33%	0.0%	0.0%	0.0%	0.40%	0.10%	0.08%	0.37%	0.0%	0.55%	0.32%	0.31%	0.10%	1.05%	0.0%	0.66%	0.34%	0.15%	0.0%	0.35%	0.14%	0.18%	0.23%	0.33%	0.29%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	62	2	1	3	1	2	2	0	2	2	0	0	1	7	3	4	0	0	1	3	2	0	2	4	9	4	6	0	1	0					
		0.24%	0.22%	0.11%	0.33%	0.67%	0.50%	0.28%	0.0%	0.21%	0.17%	0.0%	0.0%	0.27%	0.74%	0.31%	0.42%	0.0%	0.0%	0.66%	0.20%	0.30%	0.0%	0.14%	0.28%	0.32%	0.19%	0.40%	0.0%	0.13%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2162	119	93	90	9	42	94	42	123	193	76	98	34	118	93	80	61	4	22	93	59	10	106	136	92	148	65	46	5	11					
		8.63%	13.20%	10.65%	10.12%	6.04%	10.63%	13.42%	16.93%	13.15%	16.91%	9.39%	15.58%	9.47%	12.63%	9.81%	8.56%	10.68%	4.21%	14.56%	6.36%	9.13%	6.89%	7.56%	9.73%	3.32%	7.04%	4.34%	6.88%	0.68%	1.91%					
																																				
41	Против всех	1488	37	37	51	11	13	25	6	38	65	41	34	16	48	42	42	27	2	3	82	36	14	83	81	227	197	141	20	10	59					
		5.93%	4.10%	4.23%	5.73%	7.38%	3.29%	3.57%	2.41%	4.06%	5.69%	5.06%	5.40%	4.45%	5.13%	4.43%	4.49%	4.72%	2.10%	1.98%	5.61%	5.57%	9.65%	5.92%	5.79%	8.20%	9.37%	9.41%	2.99%	1.36%	10.29%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
