Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Мазановская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	198	10	20	20	10	5	5	5	5	5	5	5	5	10	10	8	8	2	2	2	2	2	2	2	2	5	2	7	5	2	2	2	2	2	7	5	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	81	7	17	16	6	1	0	1	0	2	1	0	0	0	1	8	7	0	0	0	0	0	1	0	0	3	0	0	2	0	2	0	0	0	3	1	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	67	2	7	4	1	0	0	3	2	2	1	1	3	0	3	2	1	1	1	1	1	1	0	3	2	2	0	0	3	1	1	1	1	1	8	2	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	117	3	3	4	4	4	5	4	5	3	4	5	5	10	9	0	1	2	2	2	2	2	1	2	2	2	2	7	3	2	0	2	2	2	4	4	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	557	35	69	74	26	7	13	20	4	11	20	4	14	2	21	30	29	0	9	7	0	1	0	33	2	13	3	8	25	2	7	1	2	6	22	11	25	1					
		8.95%	14.64%	12.19%	10.14%	12.44%	7.37%	9.03%	12.82%	8.16%	6.71%	9.05%	6.35%	7.53%	3.17%	10.71%	9.38%	6.28%	0.00%	7.14%	7.00%	0.00%	3.70%	0.00%	11.22%	2.63%	10.83%	5.66%	3.83%	12.76%	3.92%	10.00%	2.94%	2.47%	13.95%	6.09%	6.92%	11.90%	2.70%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1057	46	120	137	51	22	24	16	1	7	32	11	29	25	44	48	60	14	13	20	0	4	16	69	6	22	14	30	21	5	15	10	11	4	43	21	34	12					
		16.99%	19.25%	21.20%	18.77%	24.40%	23.16%	16.67%	10.26%	2.04%	4.27%	14.48%	17.46%	15.59%	39.68%	22.45%	15.00%	12.99%	23.33%	10.32%	20.00%	0.00%	14.81%	48.48%	23.47%	7.89%	18.33%	26.42%	14.35%	10.71%	9.80%	21.43%	29.41%	13.58%	9.30%	11.91%	13.21%	16.19%	32.43%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	90	8	5	10	10	2	3	1	0	5	1	0	2	0	3	3	4	0	5	0	0	0	1	5	2	2	0	5	2	0	0	0	0	0	6	0	5	0					
		1.45%	3.35%	0.88%	1.37%	4.78%	2.11%	2.08%	0.64%	0.00%	3.05%	0.45%	0.00%	1.08%	0.00%	1.53%	0.94%	0.87%	0.00%	3.97%	0.00%	0.00%	0.00%	3.03%	1.70%	2.63%	1.67%	0.00%	2.39%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	1.66%	0.00%	2.38%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	764	34	88	83	22	12	17	19	1	10	29	12	15	4	33	39	68	4	15	10	3	4	1	40	10	14	0	22	19	0	6	0	9	4	65	20	31	1					
		12.28%	14.23%	15.55%	11.37%	10.53%	12.63%	11.81%	12.18%	2.04%	6.10%	13.12%	19.05%	8.06%	6.35%	16.84%	12.19%	14.72%	6.67%	11.90%	10.00%	15.79%	14.81%	3.03%	13.61%	13.16%	11.67%	0.00%	10.53%	9.69%	0.00%	8.57%	0.00%	11.11%	9.30%	18.01%	12.58%	14.76%	2.70%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	54	1	11	6	1	0	0	0	0	1	2	0	1	0	5	1	3	0	1	1	0	0	0	3	2	1	2	2	2	0	0	0	0	0	4	0	3	1					
		0.87%	0.42%	1.94%	0.82%	0.48%	0.00%	0.00%	0.00%	0.00%	0.61%	0.90%	0.00%	0.54%	0.00%	2.55%	0.31%	0.65%	0.00%	0.79%	1.00%	0.00%	0.00%	0.00%	1.02%	2.63%	0.83%	3.77%	0.96%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	1.43%	2.70%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3514	109	253	397	92	50	83	98	42	126	129	32	123	17	82	191	290	42	81	60	14	18	9	137	52	65	33	135	117	44	41	23	59	29	212	100	107	22					
		56.48%	45.61%	44.70%	54.38%	44.02%	52.63%	57.64%	62.82%	85.71%	76.83%	58.37%	50.79%	66.13%	26.98%	41.84%	59.69%	62.77%	70.00%	64.29%	60.00%	73.68%	66.67%	27.27%	46.60%	68.42%	54.17%	62.26%	64.59%	59.69%	86.27%	58.57%	67.65%	72.84%	67.44%	58.73%	62.89%	50.95%	59.46%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	35	1	7	1	1	0	1	0	0	1	1	0	0	0	5	1	3	0	1	0	1	0	6	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0					
		0.56%	0.42%	1.24%	0.14%	0.48%	0.00%	0.69%	0.00%	0.00%	0.61%	0.45%	0.00%	0.00%	0.00%	2.55%	0.31%	0.65%	0.00%	0.79%	0.00%	5.26%	0.00%	18.18%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.63%	0.00%	0.00%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
