Выборы Президента Российской Федерации																																																															
																																																															
Наименование Избирательной комиссии:    Чебоксарская																																																															
																																																															
Итоги голосования 																																																															
																																																															
		Сумма	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777					
11	Число полученных открепительных  удостоверений	1460	25	26	20	25	20	20	20	30	20	30	15	15	20	10	20	10	85	20	20	15	10	80	40	60	30	25	15	30	20	50	15	20	10	15	35	40	25	20	10	10	20	50	10	60	20	40	15	45	10	14	45	10	30	25	25	15					
12	Число выданных открепительных удостоверений	742	25	26	20	24	7	19	17	28	6	22	11	3	20	10	2	1	53	18	11	10	6	26	22	28	23	7	6	7	9	27	10	8	3	4	34	37	8	11	10	1	3	13	1	17	3	8	2	8	8	12	16	3	13	4	8	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	489	16	6	6	8	14	58	2	10	14	10	4	7	6	3	4	4	31	5	2	5	9	28	18	6	8	4	7	8	3	5	9	7	7	7	16	8	3	8	7	6	6	5	7	11	2	9	2	4	4	1	8	6	10	8	9	8					
14	Число неиспользованных открепительных удостоверений	718	0	0	0	1	13	1	3	2	14	8	4	12	0	0	18	9	32	2	9	5	4	54	18	32	7	18	9	23	11	23	5	12	7	11	1	3	17	9	0	9	17	37	9	43	17	32	13	37	2	2	29	7	17	21	17	12					
15	"Число открепительных удостоверений, выданных в ТИК"	40	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	2	0	0	1	0	4	1	0	2	1	1	1	1	2	1	2	1	0	0	0	3	2	0	0	0	1	1	3	0	3	1	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																															
18	. Глазьев Сергей Юрьевич	609	8	6	6	11	24	9	4	7	5	10	6	2	7	0	6	3	28	1	0	2	3	49	28	37	34	11	5	17	6	16	6	13	4	1	7	12	14	8	7	3	6	15	8	35	8	5	6	13	4	4	16	7	11	19	14	12					
		2.20%	1.55%	1.95%	1.57%	2.42%	6.80%	3.17%	1.22%	1.17%	1.30%	1.66%	1.92%	0.52%	2.20%	0.00%	1.47%	2.00%	1.83%	0.43%	0.00%	0.60%	1.82%	3.58%	2.22%	3.33%	2.92%	2.27%	1.77%	2.43%	1.39%	1.90%	1.63%	3.25%	2.01%	0.28%	1.81%	1.84%	2.89%	2.11%	3.54%	1.75%	1.60%	2.02%	3.49%	3.28%	2.20%	0.93%	1.82%	1.65%	1.67%	2.11%	1.92%	4.35%	1.71%	3.52%	2.34%	4.24%					
19	. Малышкин Олег Александрович	512	15	1	7	7	5	3	4	8	12	15	6	3	4	4	10	1	22	2	8	5	2	32	20	15	21	9	11	10	12	9	12	7	6	12	8	9	8	9	1	4	7	22	2	19	3	8	5	20	7	2	7	8	11	9	16	7					
		1.85%	2.91%	0.32%	1.83%	1.54%	1.42%	1.06%	1.22%	1.33%	3.12%	2.50%	1.92%	0.78%	1.26%	2.82%	2.45%	0.67%	1.44%	0.86%	2.82%	1.49%	1.21%	2.34%	1.59%	1.35%	1.80%	1.86%	3.90%	1.43%	2.77%	1.07%	3.26%	1.75%	3.02%	3.40%	2.07%	1.38%	1.65%	2.37%	0.51%	2.34%	1.87%	2.96%	0.87%	1.78%	0.83%	1.50%	1.52%	2.53%	2.93%	1.05%	0.84%	4.97%	1.71%	1.67%	2.67%	2.47%					
20	. Миронов Сергей Михайлович	200	6	3	2	2	3	1	3	0	4	3	1	1	5	3	0	2	5	2	1	3	0	9	10	6	10	2	2	6	1	11	4	5	3	3	3	3	6	9	0	1	4	4	5	6	3	8	0	4	1	0	5	0	5	6	5	0					
		0.72%	1.16%	0.97%	0.52%	0.44%	0.85%	0.35%	0.91%	0.00%	1.04%	0.50%	0.32%	0.26%	1.57%	2.11%	0.00%	1.33%	0.33%	0.86%	0.35%	0.89%	0.00%	0.66%	0.79%	0.54%	0.86%	0.41%	0.71%	0.86%	0.23%	1.30%	1.09%	1.25%	1.51%	0.85%	0.78%	0.46%	1.24%	2.37%	0.00%	0.58%	1.07%	0.54%	2.18%	0.56%	0.83%	1.50%	0.00%	0.51%	0.42%	0.00%	0.60%	0.00%	0.78%	1.11%	0.83%	0.00%					
21	. Путин Владимир Владимирович	18573	342	223	249	314	256	197	222	445	239	419	185	283	207	89	211	85	970	159	210	210	122	900	825	748	778	298	185	493	328	614	285	252	135	213	239	484	350	221	133	98	219	488	118	649	296	373	235	616	174	132	581	89	417	352	439	179					
		67.20%	66.28%	72.40%	65.18%	69.01%	72.52%	69.37%	67.48%	74.17%	62.08%	69.72%	59.29%	73.13%	65.09%	62.68%	51.72%	56.67%	63.44%	68.24%	73.94%	62.50%	73.94%	65.79%	65.48%	67.39%	66.72%	61.44%	65.60%	70.33%	75.75%	72.75%	77.45%	63.00%	67.84%	60.34%	61.92%	74.35%	72.31%	58.16%	67.17%	57.31%	58.56%	65.68%	51.53%	60.82%	81.54%	69.72%	71.43%	77.97%	72.80%	69.47%	69.58%	55.28%	64.65%	65.19%	73.29%	63.25%					
22	. Хакамада Ирина Муцуовна	591	11	8	7	4	7	5	12	9	5	7	9	6	8	1	10	3	41	5	3	3	1	43	27	37	35	16	6	7	12	17	6	12	3	7	7	16	10	11	6	4	4	11	5	21	3	6	3	17	6	2	13	4	15	13	13	8					
		2.14%	2.13%	2.60%	1.83%	0.88%	1.98%	1.76%	3.65%	1.50%	1.30%	1.16%	2.88%	1.55%	2.52%	0.70%	2.45%	2.00%	2.68%	2.15%	1.06%	0.89%	0.61%	3.14%	2.14%	3.33%	3.00%	3.30%	2.13%	1.00%	2.77%	2.01%	1.63%	3.00%	1.51%	1.98%	1.81%	2.46%	2.07%	2.89%	3.03%	2.34%	1.07%	1.48%	2.18%	1.97%	0.83%	1.12%	0.91%	2.15%	2.51%	1.05%	1.56%	2.48%	2.33%	2.41%	2.17%	2.83%					
23	. Харитонов Николай Михайлович	6182	115	62	99	101	42	57	71	106	111	127	100	67	74	42	149	50	423	54	53	106	33	290	308	219	243	119	64	150	65	146	41	101	42	111	104	99	86	112	42	57	120	173	81	278	43	117	72	102	37	47	181	43	165	123	90	69					
		22.37%	22.29%	20.13%	25.92%	22.20%	11.90%	20.07%	21.58%	17.67%	28.83%	21.13%	32.05%	17.31%	23.27%	29.58%	36.52%	33.33%	27.67%	23.18%	18.66%	31.55%	20.00%	21.20%	24.44%	19.73%	20.84%	24.54%	22.70%	21.40%	15.01%	17.30%	11.14%	25.25%	21.11%	31.44%	26.94%	15.21%	17.77%	29.47%	21.21%	33.33%	32.09%	23.28%	35.37%	26.05%	11.85%	21.87%	21.88%	12.91%	15.48%	24.74%	21.68%	26.71%	25.58%	22.78%	15.03%	24.38%					
																																																															
24	Против всех	427	13	1	6	4	10	1	7	12	2	3	4	6	4	2	9	3	25	4	3	1	1	27	25	39	18	7	5	3	5	9	5	2	0	0	6	11	5	5	0	2	3	8	4	36	7	13	0	8	5	3	15	3	12	6	5	4					
		1.54%	2.52%	0.32%	1.57%	0.88%	2.83%	0.35%	2.13%	2.00%	0.52%	0.50%	1.28%	1.55%	1.26%	1.41%	2.21%	2.00%	1.64%	1.72%	1.06%	0.30%	0.61%	1.97%	1.98%	3.51%	1.54%	1.44%	1.77%	0.43%	1.15%	1.07%	1.36%	0.50%	0.00%	0.00%	1.55%	1.69%	1.03%	1.32%	0.00%	1.17%	0.80%	1.08%	1.75%	3.37%	1.93%	2.43%	0.00%	1.01%	2.09%	1.58%	1.80%	1.86%	1.86%	1.11%	0.83%	1.41%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
