Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Семикаракорская районная																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №1232	УИК №2567					
24	7.Политическая партия «Либерально-демократическая партия России»	1069	22	59	16	49	42	33	89	50	50	2	1	1	16	43	11	26	13	12	16	31	10	33	21	16	25	2	14	21	8	32	33	33	17	59	28	12	11	81	31					
		3.60%	8.84%	4.64%	1.17%	3.75%	2.83%	1.91%	6.45%	4.23%	9.86%	0.16%	0.77%	0.62%	1.40%	4.67%	1.06%	1.74%	3.12%	2.72%	4.35%	2.47%	2.18%	4.12%	3.23%	3.13%	2.59%	0.67%	4.15%	6.14%	1.26%	4.91%	4.40%	5.67%	6.39%	7.13%	11.81%	7.45%	2.13%	6.84%	6.37%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	922	10	7	0	49	59	66	107	57	46	27	1	0	56	36	15	19	6	3	12	47	6	35	0	7	32	3	15	4	0	8	10	5	0	35	12	5	12	86	24					
		3.10%	4.02%	0.55%	0.00%	3.75%	3.98%	3.82%	7.75%	4.82%	9.07%	2.18%	0.77%	0.00%	4.90%	3.91%	1.44%	1.27%	1.44%	0.68%	3.26%	3.75%	1.31%	4.37%	0.00%	1.37%	3.32%	1.01%	4.45%	1.17%	0.00%	1.23%	1.33%	0.86%	0.00%	4.23%	5.06%	3.11%	2.33%	7.26%	4.93%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	91	3	4	0	3	0	9	9	2	5	0	2	0	0	5	7	8	1	4	1	4	0	5	2	3	0	2	0	1	0	3	1	0	0	2	0	0	1	3	1					
		0.31%	1.20%	0.31%	0.00%	0.23%	0.00%	0.52%	0.65%	0.17%	0.99%	0.00%	1.54%	0.00%	0.00%	0.54%	0.67%	0.54%	0.24%	0.91%	0.27%	0.32%	0.00%	0.62%	0.31%	0.59%	0.00%	0.67%	0.00%	0.29%	0.00%	0.46%	0.13%	0.00%	0.00%	0.24%	0.00%	0.00%	0.19%	0.25%	0.21%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	24969	171	1077	1173	1125	1217	1470	949	1005	345	1174	114	160	972	783	885	1362	370	367	308	1071	390	641	567	442	862	253	295	296	541	544	667	479	228	640	164	128	459	912	363					
		83.97%	68.67%	84.67%	86.06%	86.01%	82.12%	85.02%	68.77%	84.95%	68.05%	94.98%	87.69%	98.77%	85.04%	85.02%	85.18%	91.16%	88.73%	83.22%	83.70%	85.47%	85.15%	80.02%	87.23%	86.50%	89.33%	84.90%	87.54%	86.55%	85.47%	83.44%	88.93%	82.30%	85.71%	77.29%	69.20%	79.50%	88.95%	77.03%	74.54%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	76	2	7	0	0	4	9	10	4	6	0	0	0	2	1	0	3	0	0	1	2	0	1	2	0	0	1	0	3	0	3	1	0	0	7	1	0	0	4	2					
		0.26%	0.80%	0.55%	0.00%	0.00%	0.27%	0.52%	0.72%	0.34%	1.18%	0.00%	0.00%	0.00%	0.17%	0.11%	0.00%	0.20%	0.00%	0.00%	0.27%	0.16%	0.00%	0.12%	0.31%	0.00%	0.00%	0.34%	0.00%	0.88%	0.00%	0.46%	0.13%	0.00%	0.00%	0.85%	0.42%	0.00%	0.00%	0.34%	0.41%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
