Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Сердобская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	494	0	11	9	0	14	0	5	7	1	6	4	10	8	1	8	9	9	20	1	16	21	0	13	19	2	2	6	5	9	10	13	13	12	12	10	6	9	8	14	30	22	18	13	15	1	15	12	11	10	18	6					
		1.44%	0.00%	2.74%	2.03%	0.00%	2.24%	0.00%	5.26%	1.39%	1.27%	1.28%	2.00%	0.90%	1.77%	0.40%	2.07%	1.30%	0.98%	1.99%	1.05%	2.23%	2.65%	0.00%	1.82%	3.38%	2.17%	0.66%	2.44%	0.99%	0.82%	1.03%	1.37%	2.10%	1.11%	1.33%	1.09%	0.91%	1.10%	0.84%	1.52%	3.26%	2.30%	2.47%	1.25%	1.18%	0.10%	1.43%	1.50%	0.95%	0.97%	1.53%	0.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	101	0	2	1	0	1	1	0	0	0	0	0	2	0	1	0	1	9	1	0	0	3	0	0	0	0	1	0	0	1	1	3	3	8	1	1	11	5	2	4	4	3	5	0	5	6	4	1	4	1	4	1					
		0.29%	0.00%	0.50%	0.23%	0.00%	0.16%	1.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.40%	0.00%	0.14%	0.98%	0.10%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.09%	0.10%	0.32%	0.48%	0.74%	0.11%	0.11%	1.67%	0.61%	0.21%	0.43%	0.43%	0.31%	0.69%	0.00%	0.39%	0.60%	0.38%	0.13%	0.35%	0.10%	0.34%	0.11%					
20	3.Политическая партия «Демократическая партия России»	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.58%	0.33%	0.30%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.10%	0.00%	0.00%	0.10%	0.13%	0.00%	0.10%	0.00%	0.11%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3732	6	38	31	14	93	5	10	60	9	31	22	24	28	12	28	96	74	101	17	50	72	18	52	24	10	23	29	36	105	112	137	115	88	118	97	121	57	116	103	188	133	166	150	129	117	49	148	189	94	102	85					
		10.89%	1.74%	9.45%	6.98%	14.00%	14.88%	9.26%	10.53%	11.95%	11.39%	6.64%	11.00%	2.16%	6.18%	4.78%	7.25%	13.91%	8.03%	10.04%	17.89%	6.98%	9.08%	12.77%	7.29%	4.27%	10.87%	7.64%	11.79%	7.11%	9.59%	11.55%	14.39%	18.55%	8.16%	13.04%	10.54%	18.39%	6.99%	12.13%	11.17%	20.41%	13.88%	22.77%	14.42%	10.12%	11.78%	4.66%	18.52%	16.32%	9.08%	8.66%	8.93%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	47	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	2	2	1	0	2	2	0	4	1	1	1	4	0	2	4	3	1	2	2	5	0	1	0					
		0.14%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.10%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.18%	0.21%	0.11%	0.00%	0.19%	0.22%	0.00%	0.61%	0.12%	0.10%	0.11%	0.43%	0.00%	0.27%	0.38%	0.24%	0.10%	0.19%	0.25%	0.43%	0.00%	0.08%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	44	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	3	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	4	4	0	0	3	0	1	0	1	3	3	3	1	3	1	1					
		0.13%	0.00%	0.50%	0.00%	0.00%	0.16%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.11%	0.30%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.61%	0.49%	0.00%	0.00%	0.33%	0.00%	0.14%	0.00%	0.08%	0.30%	0.29%	0.38%	0.09%	0.29%	0.08%	0.11%					
24	7.Политическая партия «Либерально-демократическая партия России»	2059	8	37	15	2	17	1	5	36	4	27	6	33	25	3	16	47	40	51	3	23	50	16	25	40	2	21	11	13	83	75	30	31	113	51	42	42	99	84	41	51	35	40	40	179	50	112	33	84	37	96	34					
		6.01%	2.32%	9.20%	3.38%	2.00%	2.72%	1.85%	5.26%	7.17%	5.06%	5.78%	3.00%	2.97%	5.52%	1.20%	4.15%	6.81%	4.34%	5.07%	3.16%	3.21%	6.31%	11.35%	3.51%	7.12%	2.17%	6.98%	4.47%	2.57%	7.58%	7.73%	3.15%	5.00%	10.47%	5.64%	4.57%	6.38%	12.15%	8.79%	4.45%	5.54%	3.65%	5.49%	3.85%	14.04%	5.04%	10.66%	4.13%	7.25%	3.57%	8.15%	3.57%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1502	0	26	11	0	34	1	2	11	1	6	2	24	4	4	8	28	36	36	2	15	43	3	22	14	0	7	8	15	59	28	35	48	63	53	50	35	53	52	38	48	47	61	48	53	51	57	52	74	46	40	48					
		4.38%	0.00%	6.47%	2.48%	0.00%	5.44%	1.85%	2.11%	2.19%	1.27%	1.28%	1.00%	2.16%	0.88%	1.59%	2.07%	4.06%	3.90%	3.58%	2.11%	2.09%	5.42%	2.13%	3.09%	2.49%	0.00%	2.33%	3.25%	2.96%	5.39%	2.89%	3.68%	7.74%	5.84%	5.86%	5.43%	5.32%	6.50%	5.44%	4.12%	5.21%	4.91%	8.37%	4.62%	4.16%	5.14%	5.42%	6.51%	6.39%	4.44%	3.40%	5.04%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	201	0	3	1	0	3	0	0	1	1	1	1	3	2	2	0	3	5	4	2	6	3	1	0	1	0	2	3	0	4	3	8	9	9	9	10	4	19	6	4	6	5	5	2	5	13	6	6	9	5	3	3					
		0.59%	0.00%	0.75%	0.23%	0.00%	0.48%	0.00%	0.00%	0.20%	1.27%	0.21%	0.50%	0.27%	0.44%	0.80%	0.00%	0.43%	0.54%	0.40%	2.11%	0.84%	0.38%	0.71%	0.00%	0.18%	0.00%	0.66%	1.22%	0.00%	0.37%	0.31%	0.84%	1.45%	0.83%	0.99%	1.09%	0.61%	2.33%	0.63%	0.43%	0.65%	0.52%	0.69%	0.19%	0.39%	1.31%	0.57%	0.75%	0.78%	0.48%	0.25%	0.32%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	25529	331	280	375	84	452	44	72	382	63	389	163	1012	385	226	322	495	736	777	70	600	594	102	592	464	78	243	185	430	798	728	710	387	750	653	699	423	549	659	698	563	697	414	775	858	732	785	521	762	817	898	707					
		74.48%	95.94%	69.65%	84.46%	84.00%	72.32%	81.48%	75.79%	76.10%	79.75%	83.30%	81.50%	91.17%	84.99%	90.04%	83.42%	71.74%	79.83%	77.24%	73.68%	83.80%	74.91%	72.34%	83.03%	82.56%	84.78%	80.73%	75.20%	84.98%	72.88%	75.05%	74.58%	62.42%	69.51%	72.15%	75.98%	64.29%	67.36%	68.93%	75.70%	61.13%	72.76%	56.79%	74.52%	67.29%	73.72%	74.69%	65.21%	65.80%	78.94%	76.23%	74.26%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	294	0	1	0	0	3	0	0	1	0	2	0	2	1	0	1	3	3	6	0	0	3	0	5	0	0	1	0	1	29	2	11	9	31	6	8	6	18	24	14	11	5	12	7	4	9	11	11	11	11	9	2					
		0.86%	0.00%	0.25%	0.00%	0.00%	0.48%	0.00%	0.00%	0.20%	0.00%	0.43%	0.00%	0.18%	0.22%	0.00%	0.26%	0.43%	0.33%	0.60%	0.00%	0.00%	0.38%	0.00%	0.70%	0.00%	0.00%	0.33%	0.00%	0.20%	2.65%	0.21%	1.16%	1.45%	2.87%	0.66%	0.87%	0.91%	2.21%	2.51%	1.52%	1.19%	0.52%	1.65%	0.67%	0.31%	0.91%	1.05%	1.38%	0.95%	1.06%	0.76%	0.21%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
