Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Сердобская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	446	5	5	5	5	5	5	6	5	5	10	5	8	5	7	12	15	5	5	16	5	5	5	5	5	10	16	10	13	12	15	10	20	13	10	12	15	15	10	11	16	11	10	13	10	15	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	362	2	5	5	4	1	0	6	2	1	9	4	5	5	6	11	15	1	0	16	0	4	1	4	3	10	14	10	12	12	15	1	20	11	8	10	12	12	10	9	16	10	9	13	9	15	10	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	145	2	3	1	1	1	0	7	2	1	9	1	0	4	3	2	2	2	6	3	1	5	2	0	1	11	0	9	8	6	0	1	5	3	2	6	2	6	2	2	3	2	4	3	2	4	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	84	3	0	0	1	4	5	0	3	4	1	1	3	0	1	1	0	4	5	0	5	1	4	1	2	0	2	0	1	0	0	9	0	2	2	2	3	3	0	2	0	1	1	0	1	0	0	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	2	1	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2481	12	35	23	51	2	8	30	33	13	64	29	14	19	58	72	81	10	31	95	1	37	31	13	19	40	73	91	86	69	120	10	74	62	86	78	86	70	68	88	84	67	88	86	74	58	71	71					
		10.96%	4.38%	13.83%	7.64%	8.92%	4.55%	10.26%	7.73%	11.79%	9.63%	8.28%	11.69%	7.82%	9.22%	9.06%	10.14%	10.56%	11.90%	8.20%	15.63%	1.10%	9.56%	7.14%	6.34%	10.16%	8.44%	13.04%	12.12%	15.47%	12.95%	13.35%	7.58%	10.98%	10.54%	12.70%	12.54%	12.95%	8.67%	10.90%	11.41%	11.10%	11.09%	13.19%	12.59%	10.98%	9.37%	11.60%	15.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3368	26	34	46	53	5	5	66	39	7	79	30	26	44	85	97	117	10	36	89	30	51	68	31	31	69	75	120	72	93	124	19	121	109	117	98	75	108	90	101	105	118	114	102	99	101	147	86					
		14.88%	9.49%	13.44%	15.28%	9.27%	11.36%	6.41%	17.01%	13.93%	5.19%	10.22%	12.10%	14.53%	21.36%	13.28%	13.66%	15.25%	11.90%	9.52%	14.64%	32.97%	13.18%	15.67%	15.12%	16.58%	14.56%	13.39%	15.98%	12.95%	17.45%	13.79%	14.39%	17.95%	18.54%	17.28%	15.76%	11.30%	13.38%	14.42%	13.10%	13.87%	19.54%	17.09%	14.93%	14.69%	16.32%	24.02%	18.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	209	0	2	2	9	0	1	4	3	0	3	4	0	2	2	4	11	0	5	3	0	4	2	0	3	1	7	8	5	4	9	1	7	5	7	2	7	11	7	6	7	8	11	7	8	9	6	2					
		0.92%	0.00%	0.79%	0.66%	1.57%	0.00%	1.28%	1.03%	1.07%	0.00%	0.39%	1.61%	0.00%	0.97%	0.31%	0.56%	1.43%	0.00%	1.32%	0.49%	0.00%	1.03%	0.46%	0.00%	1.60%	0.21%	1.25%	1.07%	0.90%	0.75%	1.00%	0.76%	1.04%	0.85%	1.03%	0.32%	1.05%	1.36%	1.12%	0.78%	0.92%	1.32%	1.65%	1.02%	1.19%	1.45%	0.98%	0.43%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5084	16	39	46	92	8	10	85	38	17	99	21	20	55	101	152	114	7	53	94	9	59	40	35	38	66	148	178	163	158	278	34	188	148	172	136	207	244	187	252	205	156	149	184	197	142	147	97					
		22.46%	5.84%	15.42%	15.28%	16.08%	18.18%	12.82%	21.91%	13.57%	12.59%	12.81%	8.47%	11.17%	26.70%	15.78%	21.41%	14.86%	8.33%	14.02%	15.46%	9.89%	15.25%	9.22%	17.07%	20.32%	13.92%	26.43%	23.70%	29.32%	29.64%	30.92%	25.76%	27.89%	25.17%	25.41%	21.86%	31.17%	30.24%	29.97%	32.68%	27.08%	25.83%	22.34%	26.94%	29.23%	22.94%	24.02%	20.95%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	385	0	4	3	3	0	0	1	2	1	6	3	2	1	8	8	11	0	5	0	0	6	2	5	4	7	7	11	7	16	14	7	23	12	11	17	15	14	14	24	15	9	18	21	16	14	12	6					
		1.70%	0.00%	1.58%	0.99%	0.52%	0.00%	0.00%	0.26%	0.71%	0.74%	0.78%	1.21%	1.12%	0.49%	1.25%	1.13%	1.43%	0.00%	1.32%	0.00%	0.00%	1.55%	0.46%	2.44%	2.14%	1.48%	1.25%	1.46%	1.26%	3.00%	1.56%	5.30%	3.41%	2.04%	1.62%	2.73%	2.26%	1.73%	2.24%	3.11%	1.98%	1.49%	2.70%	3.07%	2.37%	2.26%	1.96%	1.30%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10679	220	134	173	357	29	54	200	154	89	508	160	115	82	379	370	427	55	233	310	50	225	255	118	89	281	240	331	217	186	341	58	245	238	273	259	264	346	247	296	312	239	270	279	272	288	220	191					
		47.18%	80.29%	52.96%	57.48%	62.41%	65.91%	69.23%	51.55%	55.00%	65.93%	65.72%	64.52%	64.25%	39.81%	59.22%	52.11%	55.67%	65.48%	61.64%	50.99%	54.95%	58.14%	58.76%	57.56%	47.59%	59.28%	42.86%	44.07%	39.03%	34.90%	37.93%	43.94%	36.35%	40.48%	40.32%	41.64%	39.76%	42.87%	39.58%	38.39%	41.22%	39.57%	40.48%	40.85%	40.36%	46.53%	35.95%	41.25%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	72	0	1	0	1	0	0	0	1	1	1	1	0	2	0	1	1	1	6	6	0	0	0	0	0	4	1	0	0	0	2	0	4	4	1	3	1	2	4	1	5	1	9	0	1	1	2	3					
		0.32%	0.00%	0.40%	0.00%	0.17%	0.00%	0.00%	0.00%	0.36%	0.74%	0.13%	0.40%	0.00%	0.97%	0.00%	0.14%	0.13%	1.19%	1.59%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.18%	0.00%	0.00%	0.00%	0.22%	0.00%	0.59%	0.68%	0.15%	0.48%	0.15%	0.25%	0.64%	0.13%	0.66%	0.17%	1.35%	0.00%	0.15%	0.16%	0.33%	0.65%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
