Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Еманжелинская городская      																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823					
		3.26%	4.10%	2.42%	2.31%	3.18%	3.61%	2.85%	2.38%	2.52%	3.29%	2.97%	1.69%	2.98%	2.84%	3.21%	3.32%	3.70%	2.06%	2.35%	4.01%	3.32%	5.73%	4.10%	3.35%	4.70%	4.22%	2.06%	4.12%	4.05%	2.69%	3.12%					
19	. Малышкин Олег Александрович	771	49	34	24	14	23	25	26	12	21	18	38	25	31	16	29	17	10	33	36	21	20	20	19	31	31	15	17	43	30	43					
		3.12%	5.29%	4.12%	2.91%	1.35%	2.52%	3.10%	3.09%	1.44%	2.38%	1.84%	4.01%	2.66%	3.04%	1.77%	2.75%	1.91%	5.15%	5.18%	4.51%	2.69%	2.29%	2.49%	2.28%	3.94%	3.96%	2.80%	5.84%	4.84%	3.22%	4.47%					
20	. Миронов Сергей Михайлович	181	4	4	10	14	5	5	6	5	5	8	4	2	8	7	3	3	3	2	15	7	4	7	5	7	10	5	3	3	8	9					
		0.73%	0.43%	0.48%	1.21%	1.35%	0.55%	0.62%	0.71%	0.60%	0.57%	0.82%	0.42%	0.21%	0.78%	0.77%	0.28%	0.34%	1.55%	0.31%	1.88%	0.90%	0.46%	0.87%	0.60%	0.89%	1.28%	0.93%	1.03%	0.34%	0.86%	0.93%					
21	. Путин Владимир Владимирович	16137	622	558	582	697	577	484	561	545	588	658	625	615	685	582	714	602	119	397	505	494	558	485	537	498	479	382	195	551	621	621					
		65.26%	67.10%	67.55%	70.63%	67.08%	63.13%	59.98%	66.63%	65.43%	66.67%	67.42%	66.00%	65.43%	67.09%	64.38%	67.81%	67.56%	61.34%	62.32%	63.20%	63.17%	63.92%	60.32%	64.31%	63.28%	61.25%	71.40%	67.01%	61.98%	66.70%	64.49%					
22	. Хакамада Ирина Муцуовна	731	21	28	14	29	35	33	19	35	23	35	30	26	41	25	42	32	3	26	27	10	15	20	18	22	25	15	6	22	32	22					
		2.96%	2.27%	3.39%	1.70%	2.79%	3.83%	4.09%	2.26%	4.20%	2.61%	3.59%	3.17%	2.77%	4.02%	2.77%	3.99%	3.59%	1.55%	4.08%	3.38%	1.28%	1.72%	2.49%	2.16%	2.80%	3.20%	2.80%	2.06%	2.47%	3.44%	2.28%					
23	. Харитонов Николай Михайлович	4582	144	157	131	192	189	170	174	144	153	165	161	180	160	184	174	141	48	132	126	180	185	190	203	145	149	75	41	175	153	161					
		18.53%	15.53%	19.01%	15.90%	18.48%	20.68%	21.07%	20.67%	17.29%	17.35%	16.91%	17.00%	19.15%	15.67%	20.35%	16.52%	15.82%	24.74%	20.72%	15.77%	23.02%	21.19%	23.63%	24.31%	18.42%	19.05%	14.02%	14.09%	19.69%	16.43%	16.72%					
																																					
24	Против всех	1200	41	25	20	51	41	58	26	54	46	49	56	49	61	48	44	54	5	21	49	36	32	39	17	37	45	17	15	45	51	68					
		4.85%	4.42%	3.03%	2.43%	4.91%	4.49%	7.19%	3.09%	6.48%	5.22%	5.02%	5.91%	5.21%	5.97%	5.31%	4.18%	6.06%	2.58%	3.30%	6.13%	4.60%	3.67%	4.85%	2.04%	4.70%	5.75%	3.18%	5.15%	5.06%	5.48%	7.06%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
