Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Усть-Удинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1921	УИК №1922	УИК №1923									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	20	1	2	1	1	3	1	1	2	1	0	1	0	1	0	0	2	2	0	0	0	0	0	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	396	37	9	35	10	20	23	21	23	25	7	9	17	37	8	10	21	5	0	5	15	10	10	15	17	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	0	0	0	0	0	2	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	37	2	0	1	0	4	2	0	2	2	2	2	2	3	0	4	1	2	2	0	1	0	0	3	2	0									
		1.02%	0.79%	0.00%	0.56%	0.00%	1.39%	0.99%	0.00%	0.75%	0.99%	3.28%	1.56%	1.75%	1.28%	0.00%	2.82%	0.41%	3.77%	2.15%	0.00%	1.03%	0.00%	0.00%	1.18%	1.38%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	141	12	7	9	4	7	2	13	6	6	1	8	4	12	4	1	13	2	5	1	2	4	3	11	4	0									
		3.89%	4.76%	9.21%	5.08%	6.67%	2.43%	0.99%	5.70%	2.25%	2.99%	1.64%	6.25%	3.51%	5.11%	4.35%	0.70%	5.35%	3.77%	5.38%	4.00%	2.06%	6.06%	2.88%	4.31%	2.76%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	57	7	1	2	1	2	3	8	0	1	1	5	4	1	1	0	4	1	0	0	1	0	0	5	7	2									
		1.57%	2.78%	1.32%	1.13%	1.67%	0.69%	1.49%	3.51%	0.00%	0.50%	1.64%	3.91%	3.51%	0.43%	1.09%	0.00%	1.65%	1.89%	0.00%	0.00%	1.03%	0.00%	0.00%	1.96%	4.83%	10.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1681	137	25	65	26	130	72	77	105	84	31	53	63	132	70	101	106	27	35	12	31	42	70	92	91	4									
		46.40%	54.37%	32.89%	36.72%	43.33%	45.14%	35.82%	33.77%	39.33%	41.79%	50.82%	41.41%	55.26%	56.17%	76.09%	71.13%	43.62%	50.94%	37.63%	48.00%	31.96%	63.64%	67.31%	36.08%	62.76%	20.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	12	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	2	1	0	0									
		0.33%	0.40%	1.32%	0.00%	0.00%	0.69%	0.00%	0.44%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	1.89%	0.00%	0.00%	1.03%	0.00%	1.92%	0.39%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	0	1	0	1	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	1	1	0	0									
		0.25%	0.00%	0.00%	0.00%	1.67%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	2.17%	0.00%	0.00%	1.89%	1.08%	0.00%	0.00%	0.00%	0.96%	0.39%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	550	34	4	31	9	72	28	27	30	28	9	21	20	30	7	10	41	10	23	0	22	12	10	49	19	4									
		15.18%	13.49%	5.26%	17.51%	15.00%	25.00%	13.93%	11.84%	11.24%	13.93%	14.75%	16.41%	17.54%	12.77%	7.61%	7.04%	16.87%	18.87%	24.73%	0.00%	22.68%	18.18%	9.62%	19.22%	13.10%	20.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0									
		0.28%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.37%	0.50%	1.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.39%	0.69%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	11	2	0	1	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0									
		0.30%	0.79%	0.00%	0.56%	0.00%	0.00%	0.99%	0.00%	0.00%	1.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	1	0	1	0	2	0	2	2	1	2	2	0	0	0	1	2	0	0	0	1	0	0	3	1	0									
		0.58%	0.40%	0.00%	0.56%	0.00%	0.69%	0.00%	0.88%	0.75%	0.50%	3.28%	1.56%	0.00%	0.00%	0.00%	0.70%	0.82%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	1.18%	0.69%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	934	46	35	58	14	54	81	92	107	66	13	26	12	53	2	16	59	5	24	11	34	8	13	79	16	10									
		25.78%	18.25%	46.05%	32.77%	23.33%	18.75%	40.30%	40.35%	40.07%	32.84%	21.31%	20.31%	10.53%	22.55%	2.17%	11.27%	24.28%	9.43%	25.81%	44.00%	35.05%	12.12%	12.50%	30.98%	11.03%	50.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	1	1	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0									
		0.22%	0.00%	1.32%	0.56%	0.00%	0.00%	0.50%	0.00%	0.75%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	82	7	0	6	5	7	6	5	8	1	0	5	1	2	4	4	8	2	1	0	3	0	2	3	2	0									
		2.26%	2.78%	0.00%	3.39%	8.33%	2.43%	2.99%	2.19%	2.99%	0.50%	0.00%	3.91%	0.88%	0.85%	4.35%	2.82%	3.29%	3.77%	1.08%	0.00%	3.09%	0.00%	1.92%	1.18%	1.38%	0.00%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
